"Plot Title: HSLE"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20370966_duplicate_duplicate_duplicate_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370966)","High Range, μS/cm (LGR S/N: 20370966_duplicate_duplicate_duplicate_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370966)","Temp, °F (LGR S/N: 20370966_duplicate_duplicate_duplicate_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)"
3,07/09/18 10:53:28 AM,2766.9,2941.0,68.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,07/09/18 11:23:28 AM,2751.7,2923.5,67.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,07/09/18 11:53:28 AM,2747.5,2918.6,67.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,07/09/18 12:23:28 PM,2746.4,2916.8,67.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,07/09/18 12:53:28 PM,2744.3,2913.8,67.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,07/09/18 01:23:28 PM,2743.3,2912.6,67.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,07/09/18 01:53:28 PM,2741.2,2911.4,67.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,07/09/18 02:23:28 PM,2741.2,2911.4,67.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,07/09/18 02:53:28 PM,2741.2,2910.2,67.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,07/09/18 03:23:28 PM,2740.1,2910.2,67.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,07/09/18 03:53:28 PM,2740.1,2909.6,67.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,07/09/18 04:23:28 PM,2738.6,2909.6,67.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,07/09/18 04:53:28 PM,2736.0,2907.7,67.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,07/09/18 05:23:28 PM,2734.4,2907.1,67.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,07/09/18 05:53:28 PM,2733.9,2907.1,67.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,07/09/18 06:23:28 PM,2733.3,2906.5,67.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,07/09/18 06:53:28 PM,2733.9,2907.1,67.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,07/09/18 07:23:28 PM,2733.9,2907.1,67.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,07/09/18 07:53:28 PM,2734.9,2908.3,67.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,07/09/18 08:23:28 PM,2737.0,2909.6,67.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,07/09/18 08:53:28 PM,2736.5,2909.6,67.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,07/09/18 09:23:28 PM,2738.0,2910.2,67.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,07/09/18 09:53:28 PM,2738.0,2910.2,67.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,07/09/18 10:23:28 PM,2738.0,2910.2,67.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,07/09/18 10:53:28 PM,2738.6,2910.8,66.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,07/09/18 11:23:28 PM,2738.0,2910.2,66.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,07/09/18 11:53:28 PM,2738.0,2909.6,66.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,07/10/18 12:23:28 AM,2738.0,2909.6,66.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,07/10/18 12:53:28 AM,2739.1,2910.2,66.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,07/10/18 01:23:28 AM,2738.6,2909.6,66.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,07/10/18 01:53:28 AM,2737.5,2908.3,66.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,07/10/18 02:23:28 AM,2737.0,2907.1,66.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,07/10/18 02:53:28 AM,2736.5,2906.5,66.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,07/10/18 03:23:28 AM,2736.5,2906.5,66.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,07/10/18 03:53:28 AM,2736.5,2905.3,66.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,07/10/18 04:23:28 AM,2736.5,2905.3,66.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,07/10/18 04:53:28 AM,2736.0,2905.3,66.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,07/10/18 05:23:28 AM,2734.9,2903.5,66.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,07/10/18 05:53:28 AM,2733.9,2902.9,66.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,07/10/18 06:23:28 AM,2733.3,2901.1,66.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,07/10/18 06:53:28 AM,2732.3,2899.9,66.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,07/10/18 07:23:28 AM,2732.3,2899.9,66.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,07/10/18 07:53:28 AM,2731.2,2898.1,66.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,07/10/18 08:23:28 AM,2729.1,2896.2,66.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,07/10/18 08:53:28 AM,2729.1,2896.2,66.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,07/10/18 09:23:28 AM,2729.1,2895.6,66.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,07/10/18 09:53:28 AM,2728.1,2893.8,66.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,07/10/18 10:23:28 AM,2727.0,2892.0,66.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,07/10/18 10:53:28 AM,2723.9,2889.6,66.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,07/10/18 11:23:28 AM,2722.8,2887.8,66.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,07/10/18 11:53:28 AM,2720.8,2886.6,66.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,07/10/18 12:23:28 PM,2719.2,2883.5,66.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,07/10/18 12:53:28 PM,2718.1,2881.7,66.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,07/10/18 01:23:28 PM,2715.5,2879.9,66.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,07/10/18 01:53:28 PM,2713.9,2877.5,66.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,07/10/18 02:23:28 PM,2712.4,2875.7,66.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,07/10/18 02:53:28 PM,2709.8,2873.2,66.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,07/10/18 03:23:28 PM,2708.2,2871.4,66.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,07/10/18 03:53:28 PM,2706.6,2869.0,66.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,07/10/18 04:23:28 PM,2705.6,2867.8,66.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,07/10/18 04:53:28 PM,2707.1,2869.0,66.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,07/10/18 05:23:28 PM,2709.8,2872.6,66.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,07/10/18 05:53:28 PM,2710.8,2873.2,66.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,07/10/18 06:23:28 PM,2712.9,2876.9,66.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,07/10/18 06:53:28 PM,2712.9,2876.3,66.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,07/10/18 07:23:28 PM,2716.0,2880.5,66.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,07/10/18 07:53:28 PM,2715.0,2881.1,66.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,07/10/18 08:23:28 PM,2711.9,2879.3,66.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,07/10/18 08:53:28 PM,2710.3,2878.1,66.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,07/10/18 09:23:28 PM,2707.1,2876.9,66.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,07/10/18 09:53:28 PM,2703.0,2874.4,66.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,07/10/18 10:23:28 PM,2699.3,2872.0,66.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,07/10/18 10:53:28 PM,2695.6,2870.2,66.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,07/10/18 11:23:28 PM,2691.5,2867.8,66.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,07/10/18 11:53:28 PM,2687.8,2866.0,66.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,07/11/18 12:23:28 AM,2684.7,2864.7,66.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,07/11/18 12:53:28 AM,2682.0,2864.7,66.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,07/11/18 01:23:28 AM,2680.0,2864.1,66.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,07/11/18 01:53:28 AM,2678.4,2864.7,66.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,07/11/18 02:23:28 AM,2676.3,2866.0,66.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,07/11/18 02:53:28 AM,2675.3,2866.6,67.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,07/11/18 03:23:28 AM,2672.1,2867.2,67.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,07/11/18 03:53:28 AM,2670.0,2867.8,67.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,07/11/18 04:23:28 AM,2667.4,2867.8,67.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,07/11/18 04:53:28 AM,2664.3,2868.4,67.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,07/11/18 05:23:28 AM,2661.2,2869.0,67.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,07/11/18 05:53:28 AM,2657.0,2868.4,67.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,07/11/18 06:23:28 AM,2652.3,2867.8,67.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,07/11/18 06:53:28 AM,2647.6,2866.6,67.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,07/11/18 07:23:28 AM,2641.9,2865.3,67.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,07/11/18 07:53:28 AM,2637.2,2864.1,67.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,07/11/18 08:23:28 AM,2630.9,2860.5,67.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,07/11/18 08:53:28 AM,2625.7,2858.7,67.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,07/11/18 09:23:28 AM,2622.6,2856.2,67.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,07/11/18 09:53:28 AM,2620.0,2856.2,67.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,07/11/18 10:23:28 AM,2619.5,2856.2,67.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,07/11/18 10:53:28 AM,2621.0,2858.1,67.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,07/11/18 11:23:28 AM,2621.0,2856.9,67.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,07/11/18 11:53:28 AM,2572.7,2797.3,67.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,07/11/18 12:23:28 PM,2023.9,2146.6,67.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,07/11/18 12:53:28 PM,244.6,253.6,67.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,07/11/18 01:23:28 PM,46.2,146.8,67.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,07/11/18 01:53:28 PM,0.0,0.0,67.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,07/11/18 02:23:28 PM,0.0,0.0,67.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,07/11/18 02:53:28 PM,0.0,0.0,67.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,07/11/18 03:23:28 PM,0.0,0.0,67.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,07/11/18 03:53:28 PM,0.0,0.0,67.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,07/11/18 04:23:28 PM,0.0,0.0,67.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,07/11/18 04:53:28 PM,0.0,0.0,67.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,07/11/18 05:23:28 PM,0.0,0.0,67.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,07/11/18 05:53:28 PM,0.0,0.0,67.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,07/11/18 06:23:28 PM,0.0,0.0,67.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,07/11/18 06:53:28 PM,0.0,0.0,67.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,07/11/18 07:23:28 PM,0.0,0.0,67.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,07/11/18 07:53:28 PM,0.0,0.0,67.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,07/11/18 08:23:28 PM,0.0,0.0,67.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,07/11/18 08:53:28 PM,0.0,0.0,67.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,07/11/18 09:23:28 PM,0.0,0.0,67.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,07/11/18 09:53:28 PM,0.0,0.0,67.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,07/11/18 10:23:28 PM,0.0,0.0,67.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,07/11/18 10:53:28 PM,0.0,0.0,67.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,07/11/18 11:23:28 PM,0.0,0.0,67.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,07/11/18 11:53:28 PM,0.0,0.0,67.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,07/12/18 12:23:28 AM,0.0,0.0,67.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,07/12/18 12:53:28 AM,0.0,0.0,67.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,07/12/18 01:23:28 AM,0.0,0.0,67.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,07/12/18 01:53:28 AM,0.0,0.0,67.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,07/12/18 02:23:28 AM,0.0,0.0,67.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,07/12/18 02:53:28 AM,0.0,0.0,67.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,07/12/18 03:23:28 AM,0.0,0.0,67.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,07/12/18 03:53:28 AM,0.0,0.0,67.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,07/12/18 04:23:28 AM,0.0,0.0,67.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,07/12/18 04:53:28 AM,0.0,0.0,67.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,07/12/18 05:23:28 AM,0.0,0.0,67.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,07/12/18 05:53:28 AM,0.0,0.0,67.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,07/12/18 06:23:28 AM,0.0,0.0,67.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,07/12/18 06:53:28 AM,0.0,0.0,67.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,07/12/18 07:23:28 AM,0.0,0.0,67.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,07/12/18 07:53:28 AM,0.0,0.0,67.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,07/12/18 08:23:28 AM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,07/12/18 08:53:28 AM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,07/12/18 09:23:28 AM,0.0,0.0,67.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,07/12/18 09:53:28 AM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,07/12/18 10:23:28 AM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,07/12/18 10:53:28 AM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,07/12/18 11:23:28 AM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,07/12/18 11:53:28 AM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,07/12/18 12:23:28 PM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,07/12/18 12:53:28 PM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,07/12/18 01:23:28 PM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,07/12/18 01:53:28 PM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,07/12/18 02:23:28 PM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,07/12/18 02:53:28 PM,0.0,0.0,67.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,07/12/18 03:23:28 PM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,07/12/18 03:53:28 PM,0.0,0.0,67.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,07/12/18 04:23:28 PM,0.0,0.0,67.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,07/12/18 04:53:28 PM,0.0,0.0,67.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,07/12/18 05:23:28 PM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,07/12/18 05:53:28 PM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,07/12/18 06:23:28 PM,0.0,0.0,67.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,07/12/18 06:53:28 PM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,07/12/18 07:23:28 PM,0.0,0.0,67.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,07/12/18 07:53:28 PM,0.0,0.0,67.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,07/12/18 08:23:28 PM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,07/12/18 08:53:28 PM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,07/12/18 09:23:28 PM,0.0,0.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,07/12/18 09:53:28 PM,0.0,0.0,67.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,07/12/18 10:23:28 PM,0.0,0.0,67.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,07/12/18 10:53:28 PM,0.0,0.0,67.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,07/12/18 11:23:28 PM,0.0,0.0,67.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,07/12/18 11:53:28 PM,0.0,0.0,67.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,07/13/18 12:23:28 AM,0.0,0.0,67.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,07/13/18 12:53:28 AM,0.0,0.0,67.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,07/13/18 01:23:28 AM,0.0,0.0,67.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,07/13/18 01:53:28 AM,0.0,0.0,67.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,07/13/18 02:23:28 AM,0.0,0.0,67.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,07/13/18 02:53:28 AM,0.0,0.0,67.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,07/13/18 03:23:28 AM,0.0,0.0,67.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,07/13/18 03:53:28 AM,0.0,0.0,67.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,07/13/18 04:23:28 AM,0.0,0.0,67.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,07/13/18 04:53:28 AM,0.0,0.0,67.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,07/13/18 05:23:28 AM,0.0,0.0,67.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,07/13/18 05:53:28 AM,0.0,0.0,67.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,07/13/18 06:23:28 AM,55.7,151.0,67.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,07/13/18 06:53:28 AM,2733.3,2939.2,67.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,07/13/18 07:23:28 AM,2797.9,3005.4,67.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,07/13/18 07:53:28 AM,2835.9,3049.8,67.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,07/13/18 08:23:28 AM,2850.1,3068.3,67.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,07/13/18 08:53:28 AM,2868.1,3088.6,67.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,07/13/18 09:23:28 AM,2885.6,3109.5,67.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,07/13/18 09:53:28 AM,2902.0,3130.3,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,07/13/18 10:23:28 AM,2906.7,3142.2,67.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,07/13/18 10:53:28 AM,2909.4,3145.2,67.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,07/13/18 11:23:28 AM,2914.2,3153.5,67.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,07/13/18 11:53:28 AM,2914.7,3158.3,67.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,07/13/18 12:23:28 PM,2915.2,3163.0,67.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,07/13/18 12:53:28 PM,2912.6,3163.0,67.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,07/13/18 01:23:28 PM,2904.6,3157.7,67.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,07/13/18 01:53:28 PM,2896.1,3150.6,67.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,07/13/18 02:23:28 PM,2888.7,3145.8,67.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,07/13/18 02:53:28 PM,2887.1,3144.0,67.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,07/13/18 03:23:28 PM,2888.7,3144.6,67.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,07/13/18 03:53:28 PM,2888.2,3144.6,67.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,07/13/18 04:23:28 PM,2889.3,3144.0,67.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,07/13/18 04:53:28 PM,2890.3,3144.6,67.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,07/13/18 05:23:28 PM,2891.4,3144.6,67.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,07/13/18 05:53:28 PM,2889.8,3144.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,07/13/18 06:23:28 PM,2891.4,3144.6,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,07/13/18 06:53:28 PM,2893.0,3145.8,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,07/13/18 07:23:28 PM,2894.0,3145.8,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,07/13/18 07:53:28 PM,2895.1,3147.0,67.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
