"Plot Title: HSLE"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20370966, SEN S/N: 20370966)","High Range, μS/cm (LGR S/N: 20370966, SEN S/N: 20370966)","Temp, °C (LGR S/N: 20370966, SEN S/N: 20370966)"
136,01/12/30 07:36:22 AM,7535.7,8136.3,16.16
137,01/12/30 08:06:22 AM,7535.7,8139.9,16.17
138,01/12/30 08:36:22 AM,7537.2,8137.8,16.17
139,01/12/30 09:06:22 AM,7535.7,8137.8,16.17
140,01/12/30 09:36:22 AM,7541.5,8138.5,16.17
141,01/12/30 10:06:22 AM,7541.5,8138.5,16.17
142,01/12/30 10:36:22 AM,7543.0,8139.9,16.18
143,01/12/30 11:06:22 AM,7538.6,8139.9,16.18
144,01/12/30 11:36:22 AM,7543.0,8138.5,16.18
145,01/12/30 12:06:22 PM,7538.6,8137.8,16.17
146,01/12/30 12:36:22 PM,7537.2,8134.2,16.16
147,01/12/30 01:06:22 PM,7540.1,8132.0,16.16
148,01/12/30 01:36:22 PM,7537.2,8132.0,16.16
149,01/12/30 02:06:22 PM,7528.5,8123.4,16.12
150,01/12/30 02:36:22 PM,7528.5,8122.6,16.11
151,01/12/30 03:06:22 PM,7525.6,8116.9,16.10
152,01/12/30 03:36:22 PM,7527.0,8116.9,16.09
153,01/12/30 04:06:22 PM,7523.4,8112.6,16.05
154,01/12/30 04:36:22 PM,7523.4,8105.4,16.04
155,01/12/30 05:06:22 PM,7516.1,8103.3,16.03
156,01/12/30 05:36:22 PM,7524.1,8107.6,16.04
157,01/12/30 06:06:22 PM,7524.1,8107.6,16.06
158,01/12/30 06:36:22 PM,7525.6,8106.1,16.04
159,01/12/30 07:06:22 PM,7524.1,8108.3,16.04
160,01/12/30 07:36:22 PM,7528.5,8108.3,16.05
161,01/12/30 08:06:22 PM,7528.5,8105.4,16.04
162,01/12/30 08:36:22 PM,7529.9,8107.6,16.05
163,01/12/30 09:06:22 PM,7532.8,8108.3,16.04
164,01/12/30 09:36:22 PM,7528.5,8107.6,16.05
165,01/12/30 10:06:22 PM,7528.5,8104.7,16.04
166,01/12/30 10:36:22 PM,7532.8,8109.0,16.05
167,01/12/30 11:06:22 PM,7528.5,8103.3,16.04
168,01/12/30 11:36:22 PM,7524.1,8098.3,16.00
169,01/13/30 12:06:22 AM,7522.7,8098.3,16.00
170,01/13/30 12:36:22 AM,7527.0,8097.5,16.00
171,01/13/30 01:06:22 AM,7531.4,8099.0,16.00
172,01/13/30 01:36:22 AM,7529.9,8098.3,15.99
173,01/13/30 02:06:22 AM,7535.7,8099.7,16.01
174,01/13/30 02:36:22 AM,7529.9,8096.8,15.99
175,01/13/30 03:06:22 AM,7538.6,8101.1,16.00
176,01/13/30 03:36:22 AM,7532.8,8097.5,15.98
177,01/13/30 04:06:22 AM,7532.8,8095.4,15.98
178,01/13/30 04:36:22 AM,7540.8,8097.5,15.98
179,01/13/30 05:06:22 AM,7532.8,8094.0,15.97
180,01/13/30 05:36:22 AM,7540.8,8096.8,15.98
181,01/13/30 06:06:22 AM,7543.7,8100.4,15.99
182,01/13/30 06:36:22 AM,7548.1,8100.4,15.99
183,01/13/30 07:06:22 AM,7548.1,8099.7,15.98
184,01/13/30 07:36:22 AM,7545.2,8098.3,15.97
185,01/13/30 08:06:22 AM,7549.5,8099.0,15.97
186,01/13/30 08:36:22 AM,7548.1,8096.1,15.94
187,01/13/30 09:06:22 AM,7551.7,8096.8,15.94
188,01/13/30 09:36:22 AM,7561.9,8100.4,15.93
189,01/13/30 10:06:22 AM,7569.2,8106.1,15.93
190,01/13/30 10:36:22 AM,7588.8,8122.6,16.01
191,01/13/30 11:06:22 AM,7584.4,8119.8,16.00
192,01/13/30 11:36:22 AM,7588.8,8119.8,16.00
193,01/13/30 12:06:22 PM,7591.0,8126.2,16.01
194,01/13/30 12:36:22 PM,7596.8,8128.4,16.01
195,01/13/30 01:06:22 PM,7598.3,8127.0,16.01
196,01/13/30 01:36:22 PM,7598.3,8127.0,16.01
197,01/13/30 02:06:22 PM,7605.6,8128.4,16.01
198,01/13/30 02:36:22 PM,7607.0,8129.8,16.01
199,01/13/30 03:06:22 PM,7609.9,8130.6,16.01
200,01/13/30 03:36:22 PM,7609.9,8132.0,16.01
201,01/13/30 04:06:22 PM,7618.0,8137.0,16.04
202,01/13/30 04:36:22 PM,7606.3,8124.8,15.97
203,01/13/30 05:06:22 PM,7612.1,8129.1,15.97
204,01/13/30 05:36:22 PM,7615.0,8130.6,15.97
205,01/13/30 06:06:22 PM,7622.3,8134.2,15.99
206,01/13/30 06:36:22 PM,7623.8,8137.8,16.01
207,01/13/30 07:06:22 PM,7618.0,8129.8,15.97
208,01/13/30 07:36:22 PM,7623.8,8134.9,15.97
209,01/13/30 08:06:22 PM,7626.7,8137.8,15.97
210,01/13/30 08:36:22 PM,7632.6,8139.9,15.98
211,01/13/30 09:06:22 PM,7640.6,8145.7,16.01
212,01/13/30 09:36:22 PM,7634.8,8142.8,15.99
213,01/13/30 10:06:22 PM,7633.3,8144.2,16.00
214,01/13/30 10:36:22 PM,7642.1,8144.2,16.00
215,01/13/30 11:06:22 PM,7637.7,8143.5,16.00
216,01/13/30 11:36:22 PM,7633.3,8144.9,16.01
217,01/14/30 12:06:22 AM,7640.6,8144.9,16.01
218,01/14/30 12:36:22 AM,7640.6,8141.3,16.00
219,01/14/30 01:06:22 AM,7636.2,8142.1,16.01
220,01/14/30 01:36:22 AM,7637.7,8139.9,16.00
221,01/14/30 02:06:22 AM,7631.8,8134.2,16.01
222,01/14/30 02:36:22 AM,7634.8,8134.9,16.00
223,01/14/30 03:06:22 AM,7643.5,8141.3,16.03
224,01/14/30 03:36:22 AM,7643.5,8138.5,16.00
225,01/14/30 04:06:22 AM,7642.1,8139.2,16.03
226,01/14/30 04:36:22 AM,7642.1,8137.8,16.00
227,01/14/30 05:06:22 AM,7640.6,8134.2,15.99
228,01/14/30 05:36:22 AM,7640.6,8134.9,15.99
229,01/14/30 06:06:22 AM,7645.0,8132.7,15.99
230,01/14/30 06:36:22 AM,7642.8,8131.3,15.98
231,01/14/30 07:06:22 AM,7647.2,8131.3,15.98
232,01/14/30 07:36:22 AM,7650.1,8136.3,16.00
233,01/14/30 08:06:22 AM,7653.0,8138.5,16.03
234,01/14/30 08:36:22 AM,7651.6,8136.3,16.01
235,01/14/30 09:06:22 AM,7661.8,8141.3,16.03
236,01/14/30 09:36:22 AM,7661.8,8140.6,16.04
237,01/14/30 10:06:22 AM,7660.3,8137.8,16.01
238,01/14/30 10:36:22 AM,7662.5,8142.1,16.03
239,01/14/30 11:06:22 AM,7659.6,8139.9,16.01
240,01/14/30 11:36:22 AM,7665.5,8142.1,16.03
241,01/14/30 12:06:22 PM,7672.8,8144.9,16.04
242,01/14/30 12:36:22 PM,7671.3,8145.7,16.04
243,01/14/30 01:06:22 PM,7671.3,8144.2,16.03
244,01/14/30 01:36:22 PM,7677.2,8147.1,16.04
245,01/14/30 02:06:22 PM,7675.7,8144.2,16.04
246,01/14/30 02:36:22 PM,7683.8,8148.6,16.05
247,01/14/30 03:06:22 PM,7683.8,8150.0,16.05
248,01/14/30 03:36:22 PM,7683.8,8147.8,16.05
249,01/14/30 04:06:22 PM,7686.7,8151.4,16.07
250,01/14/30 04:36:22 PM,7686.7,8151.4,16.07
251,01/14/30 05:06:22 PM,7691.1,8153.6,16.09
252,01/14/30 05:36:22 PM,7685.2,8144.2,16.04
253,01/14/30 06:06:22 PM,7689.6,8145.7,16.04
254,01/14/30 06:36:22 PM,7683.8,8146.4,16.05
255,01/14/30 07:06:22 PM,7692.6,8148.6,16.05
256,01/14/30 07:36:22 PM,7692.6,8141.3,16.05
257,01/14/30 08:06:22 PM,7692.6,8147.8,16.06
258,01/14/30 08:36:22 PM,7686.7,8140.6,16.04
259,01/14/30 09:06:22 PM,7686.7,8141.3,16.06
260,01/14/30 09:36:22 PM,7680.8,8137.0,16.05
261,01/14/30 10:06:22 PM,7685.2,8135.6,16.05
262,01/14/30 10:36:22 PM,7686.7,8137.0,16.06
263,01/14/30 11:06:22 PM,7680.8,8130.6,16.07
264,01/14/30 11:36:22 PM,7680.8,8132.0,16.06
265,01/15/30 12:06:22 AM,7680.8,8131.3,16.06
266,01/15/30 12:36:22 AM,7682.3,8131.3,16.06
267,01/15/30 01:06:22 AM,7685.2,8129.8,16.06
268,01/15/30 01:36:22 AM,7683.8,8128.4,16.06
269,01/15/30 02:06:22 AM,7680.8,8127.0,16.07
270,01/15/30 02:36:22 AM,7680.8,8125.5,16.07
271,01/15/30 03:06:22 AM,7675.0,8121.2,16.07
272,01/15/30 03:36:22 AM,7675.0,8118.3,16.09
273,01/15/30 04:06:22 AM,7677.9,8121.9,16.09
274,01/15/30 04:36:22 AM,7676.4,8122.6,16.09
275,01/15/30 05:06:22 AM,7673.5,8120.5,16.10
276,01/15/30 05:36:22 AM,7675.0,8119.1,16.10
277,01/15/30 06:06:22 AM,7675.0,8114.7,16.09
278,01/15/30 06:36:22 AM,7673.5,8115.5,16.11
279,01/15/30 07:06:22 AM,7679.4,8119.8,16.13
280,01/15/30 07:36:22 AM,7669.1,8112.6,16.11
281,01/15/30 08:06:22 AM,7669.1,8109.7,16.11
282,01/15/30 08:36:22 AM,7669.1,8108.3,16.10
283,01/15/30 09:06:22 AM,7664.7,8104.7,16.11
284,01/15/30 09:36:22 AM,7664.7,8104.0,16.12
285,01/15/30 10:06:22 AM,7663.3,8104.0,16.12
286,01/15/30 10:36:22 AM,7664.7,8101.8,16.12
287,01/15/30 11:06:22 AM,7658.9,8101.8,16.13
288,01/15/30 11:36:22 AM,7658.9,8093.2,16.13
289,01/15/30 12:06:22 PM,7660.3,8098.3,16.16
290,01/15/30 12:36:22 PM,7657.4,8099.0,16.16
291,01/15/30 01:06:22 PM,7660.3,8095.4,16.17
292,01/15/30 01:36:22 PM,7660.3,8096.8,16.17
293,01/15/30 02:06:22 PM,7654.5,8093.2,16.18
294,01/15/30 02:36:22 PM,7656.0,8091.8,16.18
295,01/15/30 03:06:22 PM,7654.5,8090.4,16.18
296,01/15/30 03:36:22 PM,7653.0,8090.4,16.18
297,01/15/30 04:06:22 PM,7646.4,8085.4,16.17
298,01/15/30 04:36:22 PM,7648.6,8084.6,16.18
299,01/15/30 05:06:22 PM,7648.6,8083.2,16.19
300,01/15/30 05:36:22 PM,7651.6,8086.8,16.20
301,01/15/30 06:06:22 PM,7654.5,8088.9,16.22
302,01/15/30 06:36:22 PM,7658.9,8094.0,16.24
303,01/15/30 07:06:22 PM,7710.9,8151.4,16.26
304,01/15/30 07:36:22 PM,7820.7,8274.7,16.29
305,01/15/30 08:06:22 PM,7914.8,8385.6,16.29
306,01/15/30 08:36:22 PM,7964.0,8443.3,16.29
307,01/15/30 09:06:22 PM,8002.0,8479.8,16.28
308,01/15/30 09:36:22 PM,8025.2,8508.9,16.28
309,01/15/30 10:06:22 PM,8037.2,8523.1,16.26
310,01/15/30 10:36:22 PM,8032.7,8519.3,16.24
311,01/15/30 11:06:22 PM,8023.7,8511.1,16.23
312,01/15/30 11:36:22 PM,8023.7,8506.6,16.23
313,01/16/30 12:06:22 AM,8019.2,8501.4,16.23
314,01/16/30 12:36:22 AM,8014.8,8496.9,16.23
315,01/16/30 01:06:22 AM,8012.5,8493.2,16.24
316,01/16/30 01:36:22 AM,8009.5,8489.5,16.24
317,01/16/30 02:06:22 AM,8006.5,8484.2,16.24
318,01/16/30 02:36:22 AM,8002.0,8479.8,16.25
319,01/16/30 03:06:22 AM,7997.6,8478.3,16.26
320,01/16/30 03:36:22 AM,7997.6,8472.3,16.26
321,01/16/30 04:06:22 AM,7992.3,8468.6,16.28
322,01/16/30 04:36:22 AM,7990.8,8464.1,16.28
323,01/16/30 05:06:22 AM,7987.8,8461.2,16.29
324,01/16/30 05:36:22 AM,7986.3,8456.7,16.30
325,01/16/30 06:06:22 AM,7981.9,8451.5,16.31
326,01/16/30 06:36:22 AM,7977.4,8448.5,16.31
327,01/16/30 07:06:22 AM,7969.9,8442.6,16.32
328,01/16/30 07:36:22 AM,7968.4,8439.6,16.32
329,01/16/30 08:06:22 AM,7965.4,8435.2,16.34
330,01/16/30 08:36:22 AM,7958.7,8429.2,16.35
331,01/16/30 09:06:22 AM,7952.8,8424.8,16.35
332,01/16/30 09:36:22 AM,7949.8,8420.3,16.35
333,01/16/30 10:06:22 AM,7943.8,8412.9,16.35
334,01/16/30 10:36:22 AM,7939.4,8405.5,16.35
335,01/16/30 11:06:22 AM,7931.9,8401.1,16.36
336,01/16/30 11:36:22 AM,7926.0,8394.4,16.35
337,01/16/30 12:06:22 PM,7921.5,8387.8,16.35
338,01/16/30 12:36:22 PM,7907.4,8373.8,16.32
339,01/16/30 01:06:22 PM,7884.4,8348.7,16.29
340,01/16/30 01:36:22 PM,7859.9,8326.7,16.25
341,01/16/30 02:06:22 PM,7851.0,8317.9,16.23
342,01/16/30 02:36:22 PM,7848.8,8316.4,16.23
343,01/16/30 03:06:22 PM,7845.1,8312.8,16.24
344,01/16/30 03:36:22 PM,7831.7,8298.1,16.20
345,01/16/30 04:06:22 PM,7821.4,8287.9,16.16
346,01/16/30 04:36:22 PM,7812.5,8279.9,16.15
347,01/16/30 05:06:22 PM,7814.0,8275.5,16.13
348,01/16/30 05:36:22 PM,7812.5,8271.1,16.12
349,01/16/30 06:06:22 PM,7809.6,8268.2,16.12
350,01/16/30 06:36:22 PM,7811.8,8267.4,16.12
351,01/16/30 07:06:22 PM,7804.4,8260.2,16.10
352,01/16/30 07:36:22 PM,7808.8,8258.0,16.09
353,01/16/30 08:06:22 PM,7805.9,8252.1,16.07
354,01/16/30 08:36:22 PM,7806.6,8250.7,16.06
355,01/16/30 09:06:22 PM,7811.1,8251.4,16.06
356,01/16/30 09:36:22 PM,7818.4,8248.5,16.05
357,01/16/30 10:06:22 PM,7823.6,8258.0,16.07
358,01/16/30 10:36:22 PM,7829.5,8258.0,16.05
359,01/16/30 11:06:22 PM,7840.6,8260.2,16.05
360,01/16/30 11:36:22 PM,7839.1,8259.4,16.00
361,01/17/30 12:06:22 AM,7848.0,8263.8,16.01
362,01/17/30 12:36:22 AM,7780.1,8145.7,15.56
363,01/17/30 01:06:22 AM,7790.4,8170.9,15.81
364,01/17/30 01:36:22 AM,7760.2,8150.0,15.79
365,01/17/30 02:06:22 AM,7731.5,8127.7,15.75
366,01/17/30 02:36:22 AM,7705.8,8105.4,15.75
367,01/17/30 03:06:22 AM,7672.1,8082.5,15.73
368,01/17/30 03:36:22 AM,7649.4,8064.6,15.73
369,01/17/30 04:06:22 AM,7605.6,8027.6,15.64
370,01/17/30 04:36:22 AM,7573.5,8000.6,15.59
371,01/17/30 05:06:22 AM,7548.1,7985.7,15.59
372,01/17/30 05:36:22 AM,7517.6,7960.2,15.56
373,01/17/30 06:06:22 AM,7488.6,7935.6,15.52
374,01/17/30 06:36:22 AM,7462.6,7919.4,15.52
375,01/17/30 07:06:22 AM,7433.7,7896.9,15.48
376,01/17/30 07:36:22 AM,7412.1,7878.7,15.47
377,01/17/30 08:06:22 AM,7389.1,7861.2,15.46
378,01/17/30 08:36:22 AM,7366.1,7842.4,15.43
379,01/17/30 09:06:22 AM,7346.7,7829.8,15.43
380,01/17/30 09:36:22 AM,7325.2,7817.3,15.42
381,01/17/30 10:06:22 AM,7302.3,7797.2,15.39
382,01/17/30 10:36:22 AM,7273.1,7773.6,15.34
383,01/17/30 11:06:22 AM,7269.5,7771.5,15.37
384,01/17/30 11:36:22 AM,7254.5,7759.8,15.37
385,01/17/30 12:06:22 PM,7236.0,7745.3,15.35
386,01/17/30 12:36:22 PM,7221.0,7735.0,15.35
387,01/17/30 01:06:22 PM,7202.6,7723.9,15.35
388,01/17/30 01:36:22 PM,7185.5,7710.9,15.31
389,01/17/30 02:06:22 PM,7176.3,7701.3,15.33
390,01/17/30 02:36:22 PM,7168.5,7699.2,15.36
391,01/17/30 03:06:22 PM,7168.5,7703.3,15.43
392,01/17/30 03:36:22 PM,7157.9,7697.8,15.43
393,01/17/30 04:06:22 PM,7147.3,7684.1,15.41
394,01/17/30 04:36:22 PM,7136.7,7680.7,15.45
395,01/17/30 05:06:22 PM,7134.5,7680.0,15.46
396,01/17/30 05:36:22 PM,7111.2,7656.1,15.39
397,01/17/30 06:06:22 PM,7111.9,7659.5,15.43
398,01/17/30 06:36:22 PM,7095.0,7646.5,15.40
399,01/17/30 07:06:22 PM,7078.8,7632.2,15.35
400,01/17/30 07:36:22 PM,7076.0,7628.8,15.37
401,01/17/30 08:06:22 PM,7069.6,7624.1,15.39
402,01/17/30 08:36:22 PM,7057.7,7615.2,15.39
403,01/17/30 09:06:22 PM,7054.8,7613.9,15.40
404,01/17/30 09:36:22 PM,7042.2,7603.7,15.37
405,01/17/30 10:06:22 PM,7035.9,7598.3,15.39
406,01/17/30 10:36:22 PM,7019.0,7588.1,15.36
407,01/17/30 11:06:22 PM,7005.0,7571.2,15.31
408,01/17/30 11:36:22 PM,6991.0,7559.7,15.28
409,01/18/30 12:06:22 AM,6965.8,7534.1,15.16
410,01/18/30 12:36:22 AM,6958.8,7532.7,15.18
411,01/18/30 01:06:22 AM,6946.9,7524.0,15.16
412,01/18/30 01:36:22 AM,6937.8,7512.5,15.14
413,01/18/30 02:06:22 AM,6925.3,7503.8,15.13
414,01/18/30 02:36:22 AM,6919.0,7494.4,15.11
415,01/18/30 03:06:22 AM,6927.4,7509.2,15.22
416,01/18/30 03:36:22 AM,6919.7,7503.1,15.21
417,01/18/30 04:06:22 AM,6913.4,7495.8,15.21
418,01/18/30 04:36:22 AM,6896.0,7481.0,15.15
419,01/18/30 05:06:22 AM,6896.0,7481.7,15.17
420,01/18/30 05:36:22 AM,6885.6,7473.7,15.15
421,01/18/30 06:06:22 AM,6852.2,7439.6,14.96
422,01/18/30 06:36:22 AM,6844.6,7433.0,14.92
423,01/18/30 07:06:22 AM,6833.5,7424.3,14.91
424,01/18/30 07:36:22 AM,6833.5,7421.0,14.92
425,01/18/30 08:06:22 AM,6822.4,7408.4,14.88
426,01/18/30 08:36:22 AM,6815.5,7407.1,14.88
427,01/18/30 09:06:22 AM,6809.2,7399.8,14.83
428,01/18/30 09:36:22 AM,6805.1,7398.5,14.88
429,01/18/30 10:06:22 AM,6809.9,7404.4,14.94
430,01/18/30 10:36:22 AM,6795.4,7389.2,14.85
431,01/18/30 11:06:22 AM,6789.2,7381.9,14.84
432,01/18/30 11:36:22 AM,6785.7,7379.9,14.84
433,01/18/30 12:06:22 PM,6787.8,7383.2,14.88
434,01/18/30 12:36:22 PM,6785.7,7379.9,14.86
435,01/18/30 01:06:22 PM,6777.4,7368.7,14.83
436,01/18/30 01:36:22 PM,6769.9,7365.4,14.82
437,01/18/30 02:06:22 PM,6780.9,7376.0,14.90
438,01/18/30 02:36:22 PM,6763.6,7355.5,14.80
439,01/18/30 03:06:22 PM,6760.2,7352.2,14.79
440,01/18/30 03:36:22 PM,6755.4,7350.2,14.79
441,01/18/30 04:06:22 PM,6752.6,7348.2,14.79
442,01/18/30 04:36:22 PM,6747.8,7343.6,14.79
443,01/18/30 05:06:22 PM,6745.7,7340.3,14.78
