Site,Plot,Collar,Distance_m,Tag,No_tag_species,No_tag_DBH,Date,Notes
SERC,MSLE,76,8.0,406,,,1/25/19,
SERC,MSLE,76,9.0,405,,,1/25/19,
SERC,MSLE,76,12.6,402,,,1/25/19,
SERC,MSLE,76,15.0,403,,,1/25/19,
SERC,MSLE,76,11.5,404,,,1/25/19,
SERC,MSLE,76,4.0,409,,,1/25/19,
SERC,MSLE,76,3.1,410,,,1/25/19,
SERC,MSLE,76,4.8,411,,,1/25/19,
SERC,MSLE,76,8.7,415,,,1/25/19,
SERC,MSLE,76,13.7,419,,,1/25/19,
SERC,MSLE,76,9.5,416,,,1/25/19,
SERC,MSLE,76,10.9,418,,,1/25/19,
SERC,MSLE,76,11.2,417,,,1/25/19,
SERC,MSLE,76,7.8,,FAGR,28.1,1/25/19,
SERC,MSLE,76,6.7,,NYSY,18.0,1/25/19,
SERC,MSLE,76,7.5,,NYSY,16.6,1/25/19,
SERC,MSLE,74,5.0,,NYSY,18.0,1/25/19,
SERC,MSLE,74,5.6,,NYSY,16.6,1/25/19,
SERC,MSLE,74,2.5,,FAGR,28.1,1/25/19,
SERC,MSLE,74,10.9,,FAGR,28.5,1/25/19,
SERC,MSLE,74,14.9,,,33.5,1/25/19,dead
SERC,MSLE,74,4.9,417,,,1/25/19,
SERC,MSLE,74,10.1,425,,,1/25/19,
SERC,MSLE,74,13.6,427,,,1/25/19,
SERC,MSLE,74,13.4,426,,,1/25/19,check dist
SERC,MSLE,74,3.8,416,,,1/25/19,
SERC,MSLE,74,5.5,518,,,1/25/19,
SERC,MSLE,74,13.0,424,,,1/25/19,
SERC,MSLE,74,14.6,423,,,1/25/19,
SERC,MSLE,74,9.4,419,,,1/25/19,
SERC,MSLE,74,12.1,420,,,1/25/19,
SERC,MSLE,74,4.2,415,,,1/25/19,
SERC,MSLE,74,4.3,414,,,1/25/19,
SERC,MSLE,74,13.8,421,,,1/25/19,
SERC,MSLE,74,9.5,404,,,1/25/19,
SERC,MSLE,74,13.6,403,,,1/25/19,
SERC,MSLE,74,12.2,402,,,1/25/19,
SERC,MSLE,74,8.9,405,,,1/25/19,
SERC,MSLE,74,8.8,406,,,1/25/19,
SERC,MSLE,74,9.3,407,,,1/25/19,
SERC,MSLE,74,7.9,408,,,1/25/19,
SERC,MSLE,74,1.2,413,,,1/25/19,
SERC,MSLE,74,1.7,412,,,1/25/19,
SERC,MSLE,74,3.0,411,,,1/25/19,
SERC,MSLE,74,3.8,409,,,1/25/19,
SERC,MSLE,74,7.8,408,,,1/25/19,
SERC,MSLE,74,9.0,407,,,1/25/19,
SERC,MSLE,74,8.7,406,,,1/25/19,
SERC,MSLE,74,14.5,,QU??,53.6,1/25/19,
SERC,MSLE,74,3.9,410,,,1/25/19,
SERC,MSLE,74,13.8,,NYSY,31.0,1/25/19,
SERC,MSLE,74,9.2,,ILOP,10.5,1/25/19,
SERC,MSLE,74,10.9,,NYSY,19.8,1/25/19,
SERC,MSLE,74,12.1,,NYSY,9.2,1/25/19,dead
SERC,MSLE,74,11.7,,NYSY,19.8,1/25/19,
SERC,MSLE,74,9.8,,NYSY,6.8,1/25/19,
SERC,MSLE,74,6.9,,FAGR,35.8,1/25/19,
SERC,MSLE,74,8.2,,NYSY,26.2,1/25/19,
SERC,MSLE,74,7.9,,ACRU,40.0,1/25/19,check dbh
SERC,MSLE,74,7.9,,ACRU,18.0,1/25/19,
