"Plot Title: MSLE"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20370967_duplicate_duplicate, SEN S/N: 20370967)","High Range, μS/cm (LGR S/N: 20370967_duplicate_duplicate, SEN S/N: 20370967)","Temp, °C (LGR S/N: 20370967_duplicate_duplicate, SEN S/N: 20370967)","Coupler Detached (LGR S/N: 20370967)","Coupler Attached (LGR S/N: 20370967)","Stopped (LGR S/N: 20370967)","End Of File (LGR S/N: 20370967)","Coupler Detached (LGR S/N: 20370967)","Coupler Attached (LGR S/N: 20370967)","Stopped (LGR S/N: 20370967)","End Of File (LGR S/N: 20370967)"
2949,09/08/18 08:29:04 PM,33660.5,55183.6,23.22,,,,,,,,
2950,09/08/18 08:59:04 PM,33660.5,55183.6,23.21,,,,,,,,
2951,09/08/18 09:29:04 PM,33660.5,55183.6,23.21,,,,,,,,
2952,09/08/18 09:59:04 PM,33660.5,55183.6,23.20,,,,,,,,
2953,09/08/18 10:29:04 PM,33660.5,55183.6,23.20,,,,,,,,
2954,09/08/18 10:59:04 PM,33660.5,55183.6,23.19,,,,,,,,
2955,09/08/18 11:29:04 PM,33660.5,55183.6,23.17,,,,,,,,
2956,09/08/18 11:59:04 PM,33660.5,55183.6,23.16,,,,,,,,
2957,09/09/18 12:29:04 AM,33660.5,55183.6,23.15,,,,,,,,
2958,09/09/18 12:59:04 AM,33660.5,55183.6,23.15,,,,,,,,
2959,09/09/18 01:29:04 AM,33660.5,55183.6,23.14,,,,,,,,
2960,09/09/18 01:59:04 AM,33660.5,55183.6,23.13,,,,,,,,
2961,09/09/18 02:29:04 AM,33660.5,55183.6,23.12,,,,,,,,
2962,09/09/18 02:59:04 AM,33660.5,55183.6,23.10,,,,,,,,
2963,09/09/18 03:29:04 AM,33660.5,55183.6,23.09,,,,,,,,
2964,09/09/18 03:59:04 AM,33660.5,55183.6,23.08,,,,,,,,
2965,09/09/18 04:29:04 AM,33660.5,55183.6,23.06,,,,,,,,
2966,09/09/18 04:59:04 AM,33660.5,55183.6,23.05,,,,,,,,
2967,09/09/18 05:29:04 AM,33660.5,55183.6,23.03,,,,,,,,
2968,09/09/18 05:59:04 AM,33660.5,55183.6,23.01,,,,,,,,
2969,09/09/18 06:29:04 AM,33660.5,55183.6,23.00,,,,,,,,
2970,09/09/18 06:59:04 AM,33660.5,55183.6,22.98,,,,,,,,
2971,09/09/18 07:29:04 AM,33660.5,55183.6,22.94,,,,,,,,
2972,09/09/18 07:59:04 AM,33660.5,55183.6,22.86,,,,,,,,
2973,09/09/18 08:29:04 AM,33660.5,55183.6,22.79,,,,,,,,
2974,09/09/18 08:59:04 AM,33660.5,55183.6,22.76,,,,,,,,
2975,09/09/18 09:29:04 AM,33660.5,55183.6,22.72,,,,,,,,
2976,09/09/18 09:59:04 AM,33660.5,55183.6,22.71,,,,,,,,
2977,09/09/18 10:29:04 AM,33660.5,55183.6,22.69,,,,,,,,
2978,09/09/18 10:59:04 AM,33660.5,55183.6,22.65,,,,,,,,
2979,09/09/18 11:29:04 AM,33660.5,55183.6,22.62,,,,,,,,
2980,09/09/18 11:59:04 AM,33660.5,55183.6,22.58,,,,,,,,
2981,09/09/18 12:29:04 PM,33660.5,55183.6,22.59,,,,,,,,
2982,09/09/18 12:59:04 PM,33660.5,55183.6,22.58,,,,,,,,
2983,09/09/18 01:29:04 PM,33660.5,55183.6,22.50,,,,,,,,
2984,09/09/18 01:59:04 PM,33660.5,55183.6,22.43,,,,,,,,
2985,09/09/18 02:29:04 PM,33660.5,55183.6,22.41,,,,,,,,
2986,09/09/18 02:59:04 PM,33660.5,55183.6,22.43,,,,,,,,
2987,09/09/18 03:29:04 PM,33660.5,55183.6,22.44,,,,,,,,
2988,09/09/18 03:59:04 PM,33660.5,55183.6,22.44,,,,,,,,
2989,09/09/18 04:29:04 PM,33660.5,55183.6,22.48,,,,,,,,
2990,09/09/18 04:59:04 PM,33660.5,55183.6,22.50,,,,,,,,
2991,09/09/18 05:29:04 PM,33660.5,55183.6,22.49,,,,,,,,
2992,09/09/18 05:59:04 PM,33660.5,55183.6,22.44,,,,,,,,
2993,09/09/18 06:29:04 PM,33660.5,55183.6,22.37,,,,,,,,
2994,09/09/18 06:59:04 PM,33660.5,55183.6,22.29,,,,,,,,
2995,09/09/18 07:29:04 PM,33660.5,55183.6,22.18,,,,,,,,
2996,09/09/18 07:59:04 PM,33660.5,55183.6,21.99,,,,,,,,
2997,09/09/18 08:29:04 PM,33660.5,55183.6,21.81,,,,,,,,
2998,09/09/18 08:59:04 PM,33660.5,55183.6,21.74,,,,,,,,
2999,09/09/18 09:29:04 PM,33660.5,55183.6,21.69,,,,,,,,
3000,09/09/18 09:59:04 PM,33660.5,55183.6,21.71,,,,,,,,
3001,09/09/18 10:29:04 PM,33660.5,55183.6,21.70,,,,,,,,
3002,09/09/18 10:59:04 PM,33660.5,55183.6,21.75,,,,,,,,
3003,09/09/18 11:29:04 PM,33660.5,55183.6,21.81,,,,,,,,
3004,09/09/18 11:59:04 PM,33660.5,55183.6,21.89,,,,,,,,
3005,09/10/18 12:29:04 AM,33660.5,55183.6,21.93,,,,,,,,
3006,09/10/18 12:59:04 AM,33660.5,55183.6,21.94,,,,,,,,
3007,09/10/18 01:29:04 AM,33660.5,55183.6,21.98,,,,,,,,
3008,09/10/18 01:59:04 AM,33660.5,55183.6,22.00,,,,,,,,
3009,09/10/18 02:29:04 AM,33660.5,55183.6,21.99,,,,,,,,
3010,09/10/18 02:59:04 AM,33660.5,55183.6,21.94,,,,,,,,
3011,09/10/18 03:29:04 AM,33660.5,55183.6,21.90,,,,,,,,
3012,09/10/18 03:59:04 AM,33660.5,55183.6,21.89,,,,,,,,
3013,09/10/18 04:29:04 AM,33660.5,55183.6,21.90,,,,,,,,
3014,09/10/18 04:59:04 AM,33660.5,55183.6,21.87,,,,,,,,
3015,09/10/18 05:29:04 AM,33660.5,55183.6,21.83,,,,,,,,
3016,09/10/18 05:59:04 AM,33660.5,55183.6,21.78,,,,,,,,
3017,09/10/18 06:29:04 AM,33660.5,55183.6,21.75,,,,,,,,
3018,09/10/18 06:59:04 AM,33660.5,55183.6,21.70,,,,,,,,
3019,09/10/18 07:29:04 AM,33660.5,55183.6,21.61,,,,,,,,
3020,09/10/18 07:59:04 AM,33660.5,55183.6,21.52,,,,,,,,
3021,09/10/18 08:29:04 AM,33660.5,55183.6,21.45,,,,,,,,
3022,09/10/18 08:59:04 AM,33660.5,55183.6,21.40,,,,,,,,
3023,09/10/18 09:29:04 AM,33660.5,55183.6,21.40,,,,,,,,
3024,09/10/18 09:59:04 AM,33660.5,55183.6,21.40,,,,,,,,
3025,09/10/18 10:29:04 AM,33660.5,55183.6,21.40,,,,,,,,
3026,09/10/18 10:59:04 AM,33660.5,55183.6,21.41,,,,,,,,
3027,09/10/18 11:29:04 AM,33660.5,55183.6,21.47,,,,,,,,
3028,09/10/18 11:59:04 AM,33660.5,55183.6,21.53,,,,,,,,
3029,09/10/18 12:29:04 PM,33660.5,55183.6,21.58,,,,,,,,
3030,09/10/18 12:59:04 PM,33660.5,55183.6,21.63,,,,,,,,
3031,09/10/18 01:29:04 PM,33660.5,55183.6,21.68,,,,,,,,
3032,09/10/18 01:59:04 PM,33660.5,55183.6,21.71,,,,,,,,
3033,09/10/18 02:29:04 PM,33660.5,55183.6,21.74,,,,,,,,
3034,09/10/18 02:59:04 PM,33660.5,55183.6,21.74,,,,,,,,
3035,09/10/18 03:29:04 PM,33660.5,55183.6,21.74,,,,,,,,
3036,09/10/18 03:59:04 PM,33660.5,55183.6,21.72,,,,,,,,
3037,09/10/18 04:29:04 PM,33660.5,55183.6,21.72,,,,,,,,
3038,09/10/18 04:59:04 PM,33660.5,55183.6,21.74,,,,,,,,
3039,09/10/18 05:29:04 PM,33660.5,55183.6,21.74,,,,,,,,
3040,09/10/18 05:59:04 PM,33660.5,55183.6,21.75,,,,,,,,
3041,09/10/18 06:29:04 PM,33660.5,55183.6,21.75,,,,,,,,
3042,09/10/18 06:59:04 PM,33660.5,55183.6,21.75,,,,,,,,
3043,09/10/18 07:29:04 PM,33660.5,55183.6,21.74,,,,,,,,
3044,09/10/18 07:59:04 PM,33660.5,55183.6,21.72,,,,,,,,
3045,09/10/18 08:29:04 PM,33660.5,55183.6,21.70,,,,,,,,
3046,09/10/18 08:59:04 PM,33660.5,55183.6,21.69,,,,,,,,
3047,09/10/18 09:29:04 PM,33660.5,55183.6,21.69,,,,,,,,
3048,09/10/18 09:59:04 PM,33660.5,55183.6,21.67,,,,,,,,
3049,09/10/18 10:29:04 PM,33660.5,55183.6,21.68,,,,,,,,
3050,09/10/18 10:59:04 PM,33660.5,55183.6,21.69,,,,,,,,
3051,09/10/18 11:29:04 PM,33660.5,55183.6,21.71,,,,,,,,
3052,09/10/18 11:59:04 PM,33660.5,55183.6,21.71,,,,,,,,
3053,09/11/18 12:29:04 AM,33660.5,55183.6,21.72,,,,,,,,
3054,09/11/18 12:59:04 AM,33660.5,55183.6,21.74,,,,,,,,
3055,09/11/18 01:29:04 AM,33660.5,55183.6,21.75,,,,,,,,
3056,09/11/18 01:59:04 AM,33660.5,55183.6,21.76,,,,,,,,
3057,09/11/18 02:29:04 AM,33660.5,55183.6,21.76,,,,,,,,
3058,09/11/18 02:59:04 AM,33660.5,55183.6,21.77,,,,,,,,
3059,09/11/18 03:29:04 AM,33660.5,55183.6,21.78,,,,,,,,
3060,09/11/18 03:59:04 AM,33660.5,55183.6,21.78,,,,,,,,
3061,09/11/18 04:29:04 AM,33660.5,55183.6,21.79,,,,,,,,
3062,09/11/18 04:59:04 AM,33660.5,55183.6,21.78,,,,,,,,
3063,09/11/18 05:29:04 AM,33660.5,55183.6,21.78,,,,,,,,
3064,09/11/18 05:59:04 AM,33660.5,55183.6,21.78,,,,,,,,
3065,09/11/18 06:29:04 AM,33660.5,55183.6,21.78,,,,,,,,
3066,09/11/18 06:59:04 AM,33660.5,55183.6,21.78,,,,,,,,
3067,09/11/18 07:29:04 AM,33660.5,55183.6,21.78,,,,,,,,
3068,09/11/18 07:59:04 AM,33660.5,55183.6,21.77,,,,,,,,
3069,09/11/18 08:29:04 AM,33660.5,55183.6,21.77,,,,,,,,
3070,09/11/18 08:59:04 AM,33660.5,55183.6,21.76,,,,,,,,
3071,09/11/18 09:29:04 AM,33660.5,55183.6,21.76,,,,,,,,
3072,09/11/18 09:59:04 AM,33660.5,55183.6,21.75,,,,,,,,
3073,09/11/18 10:29:04 AM,33660.5,55183.6,21.74,,,,,,,,
3074,09/11/18 10:59:04 AM,33660.5,55183.6,21.72,,,,,,,,
3075,09/11/18 11:29:04 AM,33660.5,55183.6,21.71,,,,,,,,
3076,09/11/18 11:59:04 AM,33660.5,55183.6,21.70,,,,,,,,
3077,09/11/18 12:29:04 PM,33660.5,55183.6,21.70,,,,,,,,
3078,09/11/18 12:59:04 PM,33660.5,55183.6,21.70,,,,,,,,
3079,09/11/18 01:29:04 PM,33660.5,55183.6,21.70,,,,,,,,
3080,09/11/18 01:59:04 PM,33660.5,55183.6,21.70,,,,,,,,
3081,09/11/18 02:29:04 PM,33660.5,55183.6,21.70,,,,,,,,
3082,09/11/18 02:59:04 PM,33660.5,55183.6,21.70,,,,,,,,
3083,09/11/18 03:29:04 PM,33660.5,55183.6,21.70,,,,,,,,
3084,09/11/18 03:59:04 PM,33660.5,55183.6,21.70,,,,,,,,
3085,09/11/18 04:29:04 PM,33660.5,55183.6,21.70,,,,,,,,
3086,09/11/18 04:59:04 PM,33660.5,55183.6,21.70,,,,,,,,
3087,09/11/18 05:29:04 PM,33660.5,55183.6,21.71,,,,,,,,
3088,09/11/18 05:59:04 PM,33660.5,55183.6,21.69,,,,,,,,
3089,09/11/18 06:29:04 PM,33660.5,55183.6,21.69,,,,,,,,
3090,09/11/18 06:59:04 PM,33660.5,55183.6,21.69,,,,,,,,
3091,09/11/18 07:29:04 PM,33660.5,55183.6,21.69,,,,,,,,
3092,09/11/18 07:59:04 PM,33660.5,55183.6,21.68,,,,,,,,
3093,09/11/18 08:29:04 PM,33660.5,55183.6,21.68,,,,,,,,
3094,09/11/18 08:59:04 PM,33660.5,55183.6,21.68,,,,,,,,
3095,09/11/18 09:29:04 PM,33660.5,55183.6,21.68,,,,,,,,
3096,09/11/18 09:59:04 PM,33660.5,55183.6,21.68,,,,,,,,
3097,09/11/18 10:29:04 PM,33660.5,55183.6,21.68,,,,,,,,
3098,09/11/18 10:59:04 PM,33660.5,55183.6,21.67,,,,,,,,
3099,09/11/18 11:29:04 PM,33660.5,55183.6,21.67,,,,,,,,
3100,09/11/18 11:59:04 PM,33660.5,55183.6,21.67,,,,,,,,
3101,09/12/18 12:29:04 AM,33660.5,55183.6,21.67,,,,,,,,
3102,09/12/18 12:59:04 AM,33660.5,55183.6,21.65,,,,,,,,
3103,09/12/18 01:29:04 AM,33660.5,55183.6,21.67,,,,,,,,
3104,09/12/18 01:59:04 AM,33660.5,55183.6,21.67,,,,,,,,
3105,09/12/18 02:29:04 AM,33660.5,55183.6,21.65,,,,,,,,
3106,09/12/18 02:59:04 AM,33660.5,55183.6,21.67,,,,,,,,
3107,09/12/18 03:29:04 AM,33660.5,55183.6,21.67,,,,,,,,
3108,09/12/18 03:59:04 AM,33660.5,55183.6,21.67,,,,,,,,
3109,09/12/18 04:29:04 AM,33660.5,55183.6,21.65,,,,,,,,
3110,09/12/18 04:59:04 AM,33660.5,55183.6,21.65,,,,,,,,
3111,09/12/18 05:29:04 AM,33660.5,55183.6,21.65,,,,,,,,
3112,09/12/18 05:59:04 AM,33660.5,55183.6,21.65,,,,,,,,
3113,09/12/18 06:29:04 AM,33660.5,55183.6,21.65,,,,,,,,
3114,09/12/18 06:59:04 AM,33660.5,55183.6,21.64,,,,,,,,
3115,09/12/18 07:29:04 AM,33660.5,55183.6,21.64,,,,,,,,
3116,09/12/18 07:59:04 AM,33660.5,55183.6,21.64,,,,,,,,
3117,09/12/18 08:29:04 AM,33660.5,55183.6,21.65,,,,,,,,
3118,09/12/18 08:59:04 AM,33660.5,55183.6,21.64,,,,,,,,
3119,09/12/18 09:29:04 AM,33660.5,55183.6,21.64,,,,,,,,
3120,09/12/18 09:59:04 AM,33660.5,55183.6,21.64,,,,,,,,
3121,09/12/18 10:29:04 AM,33660.5,55183.6,21.64,,,,,,,,
3122,09/12/18 10:59:04 AM,33660.5,55183.6,21.64,,,,,,,,
3123,09/12/18 11:29:04 AM,33660.5,55183.6,21.63,,,,,,,,
3124,09/12/18 11:59:04 AM,33660.5,55183.6,21.63,,,,,,,,
3125,09/12/18 12:29:04 PM,33660.5,55183.6,21.63,,,,,,,,
3126,09/12/18 12:59:04 PM,33660.5,55183.6,21.62,,,,,,,,
3127,09/12/18 01:29:04 PM,33660.5,55183.6,21.63,,,,,,,,
3128,09/12/18 01:59:04 PM,33660.5,55183.6,21.63,,,,,,,,
3129,09/12/18 02:29:04 PM,33660.5,55183.6,21.62,,,,,,,,
3130,09/12/18 02:59:04 PM,33660.5,55183.6,21.63,,,,,,,,
3131,09/12/18 03:29:04 PM,33660.5,55183.6,21.62,,,,,,,,
3132,09/12/18 03:59:04 PM,33660.5,55183.6,21.62,,,,,,,,
3133,09/12/18 04:29:04 PM,33660.5,55183.6,21.62,,,,,,,,
3134,09/12/18 04:59:04 PM,33660.5,55183.6,21.61,,,,,,,,
3135,09/12/18 05:29:04 PM,33660.5,55183.6,21.62,,,,,,,,
3136,09/12/18 05:59:04 PM,33660.5,55183.6,21.62,,,,,,,,
3137,09/12/18 06:29:04 PM,33660.5,55183.6,21.61,,,,,,,,
3138,09/12/18 06:59:04 PM,33660.5,55183.6,21.61,,,,,,,,
3139,09/12/18 07:29:04 PM,33660.5,55183.6,21.61,,,,,,,,
3140,09/12/18 07:59:04 PM,33660.5,55183.6,21.61,,,,,,,,
3141,09/12/18 08:29:04 PM,33660.5,55183.6,21.61,,,,,,,,
3142,09/12/18 08:59:04 PM,33660.5,55183.6,21.61,,,,,,,,
3143,09/12/18 09:29:04 PM,33660.5,55183.6,21.62,,,,,,,,
3144,09/12/18 09:59:04 PM,33660.5,55183.6,21.62,,,,,,,,
3145,09/12/18 10:29:04 PM,33660.5,55183.6,21.62,,,,,,,,
3146,09/12/18 10:59:04 PM,33660.5,55183.6,21.62,,,,,,,,
3147,09/12/18 11:29:04 PM,33660.5,55183.6,21.62,,,,,,,,
3148,09/12/18 11:59:04 PM,33660.5,55183.6,21.63,,,,,,,,
3149,09/13/18 12:29:04 AM,33660.5,55183.6,21.63,,,,,,,,
3150,09/13/18 12:59:04 AM,33660.5,55183.6,21.63,,,,,,,,
3151,09/13/18 01:29:04 AM,33660.5,55183.6,21.63,,,,,,,,
3152,09/13/18 01:59:04 AM,33660.5,55183.6,21.63,,,,,,,,
3153,09/13/18 02:29:04 AM,33660.5,55183.6,21.64,,,,,,,,
3154,09/13/18 02:59:04 AM,33660.5,55183.6,21.64,,,,,,,,
3155,09/13/18 03:29:04 AM,33660.5,55183.6,21.64,,,,,,,,
3156,09/13/18 03:59:04 AM,33660.5,55183.6,21.65,,,,,,,,
3157,09/13/18 04:29:04 AM,33660.5,55183.6,21.65,,,,,,,,
3158,09/13/18 04:59:04 AM,33660.5,55183.6,21.67,,,,,,,,
3159,09/13/18 05:29:04 AM,33660.5,55183.6,21.67,,,,,,,,
3160,09/13/18 05:59:04 AM,33660.5,55183.6,21.67,,,,,,,,
3161,09/13/18 06:29:04 AM,33660.5,55183.6,21.67,,,,,,,,
3162,09/13/18 06:59:04 AM,33660.5,55183.6,21.68,,,,,,,,
3163,09/13/18 07:29:04 AM,33660.5,55183.6,21.68,,,,,,,,
3164,09/13/18 07:59:04 AM,33660.5,55183.6,21.69,,,,,,,,
3165,09/13/18 08:29:04 AM,33660.5,55183.6,21.69,,,,,,,,
3166,09/13/18 08:59:04 AM,33660.5,55183.6,21.70,,,,,,,,
3167,09/13/18 09:29:04 AM,33660.5,55183.6,21.70,,,,,,,,
3168,09/13/18 09:59:04 AM,33660.5,55183.6,21.71,,,,,,,,
3169,09/13/18 10:29:04 AM,33660.5,55183.6,21.71,,,,,,,,
3170,09/13/18 10:59:04 AM,33660.5,55183.6,21.72,,,,,,,,
3171,09/13/18 11:29:04 AM,33660.5,55183.6,21.74,,,,,,,,
3172,09/13/18 11:59:04 AM,33660.5,55183.6,21.74,,,,,,,,
3173,09/13/18 12:29:04 PM,33660.5,55183.6,21.74,,,,,,,,
3174,09/13/18 12:59:04 PM,33660.5,55183.6,21.75,,,,,,,,
3175,09/13/18 01:28:05 PM,,,,,Logged,,,,,,
3176,09/13/18 01:28:07 PM,,,,,,Logged,Logged,,,,
