"Plot Title: MSLE"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20370967_duplicate_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370967)","High Range, μS/cm (LGR S/N: 20370967_duplicate_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370967)","Temp, °F (LGR S/N: 20370967_duplicate_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370967)","Coupler Detached (LGR S/N: 20370967)","Coupler Attached (LGR S/N: 20370967)","Stopped (LGR S/N: 20370967)","End Of File (LGR S/N: 20370967)","Coupler Detached (LGR S/N: 20370967)","Coupler Attached (LGR S/N: 20370967)","Stopped (LGR S/N: 20370967)","End Of File (LGR S/N: 20370967)","Coupler Detached (LGR S/N: 20370967)","Coupler Attached (LGR S/N: 20370967)","Stopped (LGR S/N: 20370967)","End Of File (LGR S/N: 20370967)","Coupler Detached (LGR S/N: 20370967)","Coupler Attached (LGR S/N: 20370967)","Stopped (LGR S/N: 20370967)","End Of File (LGR S/N: 20370967)","Coupler Detached (LGR S/N: 20370967)","Coupler Attached (LGR S/N: 20370967)","Stopped (LGR S/N: 20370967)","End Of File (LGR S/N: 20370967)","Coupler Detached (LGR S/N: 20370967)","Coupler Attached (LGR S/N: 20370967)","Stopped (LGR S/N: 20370967)","End Of File (LGR S/N: 20370967)"
1,07/09/18 11:59:04 AM,82.1,106.9,69.69,,,,,,,,,,,,,,,,,,,,,,,,
2,07/09/18 11:59:20 AM,,,,Logged,,,,,,,,,,,,,,,,,,,,,,,
3,07/09/18 12:29:04 PM,5384.9,5476.5,68.70,,,,,,,,,,,,,,,,,,,,,,,,
4,07/09/18 12:59:04 PM,5322.4,5408.4,68.47,,,,,,,,,,,,,,,,,,,,,,,,
5,07/09/18 01:29:04 PM,5307.2,5391.6,68.36,,,,,,,,,,,,,,,,,,,,,,,,
6,07/09/18 01:59:04 PM,5297.9,5383.2,68.32,,,,,,,,,,,,,,,,,,,,,,,,
7,07/09/18 02:29:04 PM,5293.3,5378.0,68.27,,,,,,,,,,,,,,,,,,,,,,,,
8,07/09/18 02:59:04 PM,5289.3,5374.1,68.23,,,,,,,,,,,,,,,,,,,,,,,,
9,07/09/18 03:29:04 PM,5283.4,5370.3,68.22,,,,,,,,,,,,,,,,,,,,,,,,
10,07/09/18 03:59:04 PM,5279.4,5365.7,68.20,,,,,,,,,,,,,,,,,,,,,,,,
11,07/09/18 04:29:04 PM,5276.1,5361.9,68.18,,,,,,,,,,,,,,,,,,,,,,,,
12,07/09/18 04:59:04 PM,5275.4,5358.0,68.16,,,,,,,,,,,,,,,,,,,,,,,,
13,07/09/18 05:29:04 PM,5271.5,5355.4,68.14,,,,,,,,,,,,,,,,,,,,,,,,
14,07/09/18 05:59:04 PM,5269.5,5351.5,68.13,,,,,,,,,,,,,,,,,,,,,,,,
15,07/09/18 06:29:04 PM,5265.5,5350.2,68.09,,,,,,,,,,,,,,,,,,,,,,,,
16,07/09/18 06:59:04 PM,5265.5,5347.0,68.07,,,,,,,,,,,,,,,,,,,,,,,,
17,07/09/18 07:29:04 PM,5261.6,5344.4,68.07,,,,,,,,,,,,,,,,,,,,,,,,
18,07/09/18 07:59:04 PM,5264.2,5342.5,68.05,,,,,,,,,,,,,,,,,,,,,,,,
19,07/09/18 08:29:04 PM,5257.6,5339.2,68.04,,,,,,,,,,,,,,,,,,,,,,,,
20,07/09/18 08:59:04 PM,5257.6,5337.9,68.02,,,,,,,,,,,,,,,,,,,,,,,,
21,07/09/18 09:29:04 PM,5256.3,5335.4,68.02,,,,,,,,,,,,,,,,,,,,,,,,
22,07/09/18 09:59:04 PM,5253.7,5333.4,68.00,,,,,,,,,,,,,,,,,,,,,,,,
23,07/09/18 10:29:04 PM,5256.3,5332.8,67.96,,,,,,,,,,,,,,,,,,,,,,,,
24,07/09/18 10:59:04 PM,5253.0,5331.5,67.96,,,,,,,,,,,,,,,,,,,,,,,,
25,07/09/18 11:29:04 PM,5252.3,5330.8,67.95,,,,,,,,,,,,,,,,,,,,,,,,
26,07/09/18 11:59:04 PM,5252.3,5329.6,67.95,,,,,,,,,,,,,,,,,,,,,,,,
27,07/10/18 12:29:04 AM,5248.4,5328.9,67.95,,,,,,,,,,,,,,,,,,,,,,,,
28,07/10/18 12:59:04 AM,5255.0,5327.0,67.93,,,,,,,,,,,,,,,,,,,,,,,,
29,07/10/18 01:29:04 AM,5251.0,5328.9,67.93,,,,,,,,,,,,,,,,,,,,,,,,
30,07/10/18 01:59:04 AM,5251.0,5327.0,67.91,,,,,,,,,,,,,,,,,,,,,,,,
31,07/10/18 02:29:04 AM,5251.0,5328.3,67.91,,,,,,,,,,,,,,,,,,,,,,,,
32,07/10/18 02:59:04 AM,5256.3,5330.2,67.89,,,,,,,,,,,,,,,,,,,,,,,,
33,07/10/18 03:29:04 AM,5256.3,5330.8,67.89,,,,,,,,,,,,,,,,,,,,,,,,
34,07/10/18 03:59:04 AM,5255.0,5330.8,67.89,,,,,,,,,,,,,,,,,,,,,,,,
35,07/10/18 04:29:04 AM,5255.6,5330.8,67.89,,,,,,,,,,,,,,,,,,,,,,,,
36,07/10/18 04:59:04 AM,5257.6,5330.8,67.89,,,,,,,,,,,,,,,,,,,,,,,,
37,07/10/18 05:29:04 AM,5257.6,5330.8,67.89,,,,,,,,,,,,,,,,,,,,,,,,
38,07/10/18 05:59:04 AM,5257.0,5330.8,67.87,,,,,,,,,,,,,,,,,,,,,,,,
39,07/10/18 06:29:04 AM,5256.3,5330.2,67.87,,,,,,,,,,,,,,,,,,,,,,,,
40,07/10/18 06:59:04 AM,5256.3,5330.2,67.87,,,,,,,,,,,,,,,,,,,,,,,,
41,07/10/18 07:29:04 AM,5256.3,5329.6,67.87,,,,,,,,,,,,,,,,,,,,,,,,
42,07/10/18 07:59:04 AM,5255.0,5329.6,67.87,,,,,,,,,,,,,,,,,,,,,,,,
43,07/10/18 08:29:04 AM,5255.6,5328.3,67.84,,,,,,,,,,,,,,,,,,,,,,,,
44,07/10/18 08:59:04 AM,5254.3,5326.3,67.84,,,,,,,,,,,,,,,,,,,,,,,,
45,07/10/18 09:29:04 AM,5257.6,5327.6,67.84,,,,,,,,,,,,,,,,,,,,,,,,
46,07/10/18 09:59:04 AM,5254.3,5326.3,67.84,,,,,,,,,,,,,,,,,,,,,,,,
47,07/10/18 10:29:04 AM,5253.0,5325.7,67.84,,,,,,,,,,,,,,,,,,,,,,,,
48,07/10/18 10:59:04 AM,5256.3,5323.7,67.82,,,,,,,,,,,,,,,,,,,,,,,,
49,07/10/18 11:29:04 AM,5255.6,5323.1,67.82,,,,,,,,,,,,,,,,,,,,,,,,
50,07/10/18 11:59:04 AM,5255.6,5322.5,67.82,,,,,,,,,,,,,,,,,,,,,,,,
51,07/10/18 12:29:04 PM,5251.7,5322.5,67.80,,,,,,,,,,,,,,,,,,,,,,,,
52,07/10/18 12:59:04 PM,5251.0,5321.2,67.80,,,,,,,,,,,,,,,,,,,,,,,,
53,07/10/18 01:29:04 PM,5251.0,5320.5,67.80,,,,,,,,,,,,,,,,,,,,,,,,
54,07/10/18 01:59:04 PM,5250.4,5318.6,67.78,,,,,,,,,,,,,,,,,,,,,,,,
55,07/10/18 02:29:04 PM,5249.7,5317.9,67.78,,,,,,,,,,,,,,,,,,,,,,,,
56,07/10/18 02:59:04 PM,5252.3,5317.9,67.77,,,,,,,,,,,,,,,,,,,,,,,,
57,07/10/18 03:29:04 PM,5249.7,5317.9,67.77,,,,,,,,,,,,,,,,,,,,,,,,
58,07/10/18 03:59:04 PM,5251.7,5316.6,67.77,,,,,,,,,,,,,,,,,,,,,,,,
59,07/10/18 04:29:04 PM,5251.7,5317.9,67.75,,,,,,,,,,,,,,,,,,,,,,,,
60,07/10/18 04:59:04 PM,5251.0,5316.6,67.75,,,,,,,,,,,,,,,,,,,,,,,,
61,07/10/18 05:29:04 PM,5251.0,5316.6,67.75,,,,,,,,,,,,,,,,,,,,,,,,
62,07/10/18 05:59:04 PM,5250.4,5316.0,67.75,,,,,,,,,,,,,,,,,,,,,,,,
63,07/10/18 06:29:04 PM,5250.4,5314.1,67.71,,,,,,,,,,,,,,,,,,,,,,,,
64,07/10/18 06:59:04 PM,5250.4,5312.1,67.71,,,,,,,,,,,,,,,,,,,,,,,,
65,07/10/18 07:29:04 PM,5249.7,5312.1,67.71,,,,,,,,,,,,,,,,,,,,,,,,
66,07/10/18 07:59:04 PM,5249.7,5310.8,67.71,,,,,,,,,,,,,,,,,,,,,,,,
67,07/10/18 08:29:04 PM,5246.4,5309.5,67.69,,,,,,,,,,,,,,,,,,,,,,,,
68,07/10/18 08:59:04 PM,5245.1,5308.9,67.69,,,,,,,,,,,,,,,,,,,,,,,,
69,07/10/18 09:29:04 PM,5245.1,5307.0,67.69,,,,,,,,,,,,,,,,,,,,,,,,
70,07/10/18 09:59:04 PM,5245.1,5307.6,67.69,,,,,,,,,,,,,,,,,,,,,,,,
71,07/10/18 10:29:04 PM,5244.4,5307.0,67.69,,,,,,,,,,,,,,,,,,,,,,,,
72,07/10/18 10:59:04 PM,5247.7,5307.0,67.69,,,,,,,,,,,,,,,,,,,,,,,,
73,07/10/18 11:29:04 PM,5243.8,5306.3,67.69,,,,,,,,,,,,,,,,,,,,,,,,
74,07/10/18 11:59:04 PM,5243.8,5306.3,67.69,,,,,,,,,,,,,,,,,,,,,,,,
75,07/11/18 12:29:04 AM,5243.8,5305.0,67.71,,,,,,,,,,,,,,,,,,,,,,,,
76,07/11/18 12:59:04 AM,5245.7,5306.3,67.69,,,,,,,,,,,,,,,,,,,,,,,,
77,07/11/18 01:29:04 AM,5245.1,5307.0,67.69,,,,,,,,,,,,,,,,,,,,,,,,
78,07/11/18 01:59:04 AM,5248.4,5307.0,67.71,,,,,,,,,,,,,,,,,,,,,,,,
79,07/11/18 02:29:04 AM,5248.4,5308.3,67.71,,,,,,,,,,,,,,,,,,,,,,,,
80,07/11/18 02:59:04 AM,5252.3,5308.9,67.71,,,,,,,,,,,,,,,,,,,,,,,,
81,07/11/18 03:29:04 AM,5251.0,5310.8,67.75,,,,,,,,,,,,,,,,,,,,,,,,
82,07/11/18 03:59:04 AM,5254.3,5312.8,67.71,,,,,,,,,,,,,,,,,,,,,,,,
83,07/11/18 04:29:04 AM,5259.6,5316.6,67.75,,,,,,,,,,,,,,,,,,,,,,,,
84,07/11/18 04:59:04 AM,5260.3,5319.2,67.75,,,,,,,,,,,,,,,,,,,,,,,,
85,07/11/18 05:29:04 AM,5262.2,5322.5,67.77,,,,,,,,,,,,,,,,,,,,,,,,
86,07/11/18 05:59:04 AM,5264.9,5325.0,67.77,,,,,,,,,,,,,,,,,,,,,,,,
87,07/11/18 06:29:04 AM,5268.2,5325.7,67.77,,,,,,,,,,,,,,,,,,,,,,,,
88,07/11/18 06:59:04 AM,5268.2,5327.0,67.78,,,,,,,,,,,,,,,,,,,,,,,,
89,07/11/18 07:29:04 AM,5270.2,5328.9,67.78,,,,,,,,,,,,,,,,,,,,,,,,
90,07/11/18 07:59:04 AM,5273.5,5329.6,67.80,,,,,,,,,,,,,,,,,,,,,,,,
91,07/11/18 08:29:04 AM,5273.5,5331.5,67.80,,,,,,,,,,,,,,,,,,,,,,,,
92,07/11/18 08:59:04 AM,5276.8,5332.1,67.82,,,,,,,,,,,,,,,,,,,,,,,,
93,07/11/18 09:29:04 AM,5275.4,5334.1,67.82,,,,,,,,,,,,,,,,,,,,,,,,
94,07/11/18 09:59:04 AM,5279.4,5335.4,67.82,,,,,,,,,,,,,,,,,,,,,,,,
95,07/11/18 10:29:04 AM,5278.8,5337.3,67.84,,,,,,,,,,,,,,,,,,,,,,,,
96,07/11/18 10:59:04 AM,5282.1,5337.3,67.84,,,,,,,,,,,,,,,,,,,,,,,,
97,07/11/18 11:29:04 AM,5280.7,5337.9,67.87,,,,,,,,,,,,,,,,,,,,,,,,
98,07/11/18 11:59:04 AM,5283.4,5337.9,67.87,,,,,,,,,,,,,,,,,,,,,,,,
99,07/11/18 12:29:04 PM,5283.4,5337.9,67.87,,,,,,,,,,,,,,,,,,,,,,,,
100,07/11/18 12:59:04 PM,5283.4,5337.9,67.87,,,,,,,,,,,,,,,,,,,,,,,,
101,07/11/18 01:29:04 PM,5279.4,5337.9,67.89,,,,,,,,,,,,,,,,,,,,,,,,
102,07/11/18 01:59:04 PM,5282.7,5337.9,67.89,,,,,,,,,,,,,,,,,,,,,,,,
103,07/11/18 02:29:04 PM,5282.7,5339.2,67.89,,,,,,,,,,,,,,,,,,,,,,,,
104,07/11/18 02:59:04 PM,5282.7,5337.9,67.89,,,,,,,,,,,,,,,,,,,,,,,,
105,07/11/18 03:29:04 PM,5282.1,5337.9,67.91,,,,,,,,,,,,,,,,,,,,,,,,
106,07/11/18 03:59:04 PM,5282.1,5337.9,67.91,,,,,,,,,,,,,,,,,,,,,,,,
107,07/11/18 04:29:04 PM,5282.1,5337.9,67.91,,,,,,,,,,,,,,,,,,,,,,,,
108,07/11/18 04:59:04 PM,5282.1,5337.9,67.91,,,,,,,,,,,,,,,,,,,,,,,,
109,07/11/18 05:29:04 PM,5284.0,5337.3,67.93,,,,,,,,,,,,,,,,,,,,,,,,
110,07/11/18 05:59:04 PM,5284.0,5337.3,67.93,,,,,,,,,,,,,,,,,,,,,,,,
111,07/11/18 06:29:04 PM,5284.0,5337.3,67.93,,,,,,,,,,,,,,,,,,,,,,,,
112,07/11/18 06:59:04 PM,5280.1,5337.3,67.93,,,,,,,,,,,,,,,,,,,,,,,,
113,07/11/18 07:29:04 PM,5280.1,5336.7,67.93,,,,,,,,,,,,,,,,,,,,,,,,
114,07/11/18 07:59:04 PM,5284.0,5338.6,67.95,,,,,,,,,,,,,,,,,,,,,,,,
115,07/11/18 08:29:04 PM,5282.7,5337.3,67.95,,,,,,,,,,,,,,,,,,,,,,,,
116,07/11/18 08:59:04 PM,5282.7,5337.3,67.95,,,,,,,,,,,,,,,,,,,,,,,,
117,07/11/18 09:29:04 PM,5282.7,5337.3,67.96,,,,,,,,,,,,,,,,,,,,,,,,
118,07/11/18 09:59:04 PM,5282.1,5336.0,67.96,,,,,,,,,,,,,,,,,,,,,,,,
119,07/11/18 10:29:04 PM,5282.7,5337.3,68.00,,,,,,,,,,,,,,,,,,,,,,,,
120,07/11/18 10:59:04 PM,5282.1,5336.7,67.96,,,,,,,,,,,,,,,,,,,,,,,,
121,07/11/18 11:29:04 PM,5284.7,5336.7,68.00,,,,,,,,,,,,,,,,,,,,,,,,
122,07/11/18 11:59:04 PM,5281.4,5336.0,68.00,,,,,,,,,,,,,,,,,,,,,,,,
123,07/12/18 12:29:04 AM,5282.1,5336.0,68.02,,,,,,,,,,,,,,,,,,,,,,,,
124,07/12/18 12:59:04 AM,5284.0,5336.7,68.02,,,,,,,,,,,,,,,,,,,,,,,,
125,07/12/18 01:29:04 AM,5284.0,5337.3,68.04,,,,,,,,,,,,,,,,,,,,,,,,
126,07/12/18 01:59:04 AM,5284.7,5337.3,68.04,,,,,,,,,,,,,,,,,,,,,,,,
127,07/12/18 02:29:04 AM,5284.0,5337.3,68.04,,,,,,,,,,,,,,,,,,,,,,,,
128,07/12/18 02:59:04 AM,5284.0,5339.2,68.05,,,,,,,,,,,,,,,,,,,,,,,,
129,07/12/18 03:29:04 AM,5287.4,5340.5,68.05,,,,,,,,,,,,,,,,,,,,,,,,
130,07/12/18 03:59:04 AM,5286.7,5341.2,68.07,,,,,,,,,,,,,,,,,,,,,,,,
131,07/12/18 04:29:04 AM,5289.3,5343.8,68.07,,,,,,,,,,,,,,,,,,,,,,,,
132,07/12/18 04:59:04 AM,5292.0,5345.7,68.09,,,,,,,,,,,,,,,,,,,,,,,,
133,07/12/18 05:29:04 AM,5308.5,5362.5,68.09,,,,,,,,,,,,,,,,,,,,,,,,
134,07/12/18 05:59:04 AM,5321.1,5374.8,68.13,,,,,,,,,,,,,,,,,,,,,,,,
135,07/12/18 06:29:04 AM,5323.8,5380.0,68.14,,,,,,,,,,,,,,,,,,,,,,,,
136,07/12/18 06:59:04 AM,5330.4,5383.8,68.14,,,,,,,,,,,,,,,,,,,,,,,,
137,07/12/18 07:29:04 AM,5330.4,5387.7,68.16,,,,,,,,,,,,,,,,,,,,,,,,
138,07/12/18 07:59:04 AM,5333.1,5388.4,68.18,,,,,,,,,,,,,,,,,,,,,,,,
139,07/12/18 08:29:04 AM,5333.1,5386.4,68.18,,,,,,,,,,,,,,,,,,,,,,,,
140,07/12/18 08:59:04 AM,5330.4,5383.8,68.20,,,,,,,,,,,,,,,,,,,,,,,,
141,07/12/18 09:29:04 AM,5330.4,5381.9,68.20,,,,,,,,,,,,,,,,,,,,,,,,
142,07/12/18 09:59:04 AM,5330.4,5381.9,68.22,,,,,,,,,,,,,,,,,,,,,,,,
143,07/12/18 10:29:04 AM,5326.4,5381.9,68.22,,,,,,,,,,,,,,,,,,,,,,,,
144,07/12/18 10:59:04 AM,5326.4,5381.3,68.22,,,,,,,,,,,,,,,,,,,,,,,,
145,07/12/18 11:29:04 AM,5326.4,5380.0,68.22,,,,,,,,,,,,,,,,,,,,,,,,
146,07/12/18 11:59:04 AM,5326.4,5380.0,68.22,,,,,,,,,,,,,,,,,,,,,,,,
147,07/12/18 12:29:04 PM,5326.4,5380.0,68.22,,,,,,,,,,,,,,,,,,,,,,,,
148,07/12/18 12:59:04 PM,5326.4,5379.3,68.22,,,,,,,,,,,,,,,,,,,,,,,,
149,07/12/18 01:29:04 PM,5325.8,5379.3,68.22,,,,,,,,,,,,,,,,,,,,,,,,
150,07/12/18 01:59:04 PM,5325.8,5379.3,68.23,,,,,,,,,,,,,,,,,,,,,,,,
151,07/12/18 02:29:04 PM,5326.4,5379.3,68.23,,,,,,,,,,,,,,,,,,,,,,,,
152,07/12/18 02:59:04 PM,5325.8,5379.3,68.23,,,,,,,,,,,,,,,,,,,,,,,,
153,07/12/18 03:29:04 PM,5326.4,5380.0,68.22,,,,,,,,,,,,,,,,,,,,,,,,
154,07/12/18 03:59:04 PM,5325.8,5379.3,68.22,,,,,,,,,,,,,,,,,,,,,,,,
155,07/12/18 04:29:04 PM,5325.8,5379.3,68.22,,,,,,,,,,,,,,,,,,,,,,,,
156,07/12/18 04:59:04 PM,5325.1,5378.7,68.22,,,,,,,,,,,,,,,,,,,,,,,,
157,07/12/18 05:29:04 PM,5325.1,5377.4,68.22,,,,,,,,,,,,,,,,,,,,,,,,
158,07/12/18 05:59:04 PM,5325.1,5376.7,68.22,,,,,,,,,,,,,,,,,,,,,,,,
159,07/12/18 06:29:04 PM,5321.8,5375.4,68.22,,,,,,,,,,,,,,,,,,,,,,,,
160,07/12/18 06:59:04 PM,5321.8,5374.8,68.22,,,,,,,,,,,,,,,,,,,,,,,,
161,07/12/18 07:29:04 PM,5321.8,5372.8,68.20,,,,,,,,,,,,,,,,,,,,,,,,
162,07/12/18 07:59:04 PM,5318.5,5372.2,68.20,,,,,,,,,,,,,,,,,,,,,,,,
163,07/12/18 08:29:04 PM,5317.8,5370.3,68.20,,,,,,,,,,,,,,,,,,,,,,,,
164,07/12/18 08:59:04 PM,5317.8,5368.3,68.20,,,,,,,,,,,,,,,,,,,,,,,,
165,07/12/18 09:29:04 PM,5315.2,5367.7,68.22,,,,,,,,,,,,,,,,,,,,,,,,
166,07/12/18 09:59:04 PM,5311.8,5364.4,68.20,,,,,,,,,,,,,,,,,,,,,,,,
167,07/12/18 10:29:04 PM,5311.8,5363.8,68.22,,,,,,,,,,,,,,,,,,,,,,,,
168,07/12/18 10:59:04 PM,5308.5,5361.9,68.20,,,,,,,,,,,,,,,,,,,,,,,,
169,07/12/18 11:29:04 PM,5307.9,5359.3,68.22,,,,,,,,,,,,,,,,,,,,,,,,
170,07/12/18 11:59:04 PM,5305.9,5358.0,68.22,,,,,,,,,,,,,,,,,,,,,,,,
171,07/13/18 12:29:04 AM,5307.2,5359.3,68.22,,,,,,,,,,,,,,,,,,,,,,,,
172,07/13/18 12:59:04 AM,5305.2,5356.7,68.22,,,,,,,,,,,,,,,,,,,,,,,,
173,07/13/18 01:29:04 AM,5307.2,5359.3,68.22,,,,,,,,,,,,,,,,,,,,,,,,
174,07/13/18 01:59:04 AM,5307.2,5359.3,68.23,,,,,,,,,,,,,,,,,,,,,,,,
175,07/13/18 02:29:04 AM,5307.2,5359.9,68.22,,,,,,,,,,,,,,,,,,,,,,,,
176,07/13/18 02:59:04 AM,5309.9,5359.9,68.22,,,,,,,,,,,,,,,,,,,,,,,,
177,07/13/18 03:29:04 AM,5404.2,5455.7,68.31,,,,,,,,,,,,,,,,,,,,,,,,
178,07/13/18 03:59:04 AM,5884.2,5955.9,68.74,,,,,,,,,,,,,,,,,,,,,,,,
179,07/13/18 04:29:04 AM,5808.9,5880.0,68.27,,,,,,,,,,,,,,,,,,,,,,,,
180,07/13/18 04:59:04 AM,5785.0,5852.4,68.18,,,,,,,,,,,,,,,,,,,,,,,,
181,07/13/18 05:29:04 AM,5770.7,5835.3,68.22,,,,,,,,,,,,,,,,,,,,,,,,
182,07/13/18 05:59:04 AM,5763.9,5831.3,68.27,,,,,,,,,,,,,,,,,,,,,,,,
183,07/13/18 06:29:04 AM,5774.1,5837.9,68.34,,,,,,,,,,,,,,,,,,,,,,,,
184,07/13/18 06:59:04 AM,5776.8,5839.9,68.36,,,,,,,,,,,,,,,,,,,,,,,,
185,07/13/18 07:29:04 AM,5778.9,5839.2,68.40,,,,,,,,,,,,,,,,,,,,,,,,
186,07/13/18 07:59:04 AM,5778.9,5839.2,68.41,,,,,,,,,,,,,,,,,,,,,,,,
187,07/13/18 08:29:04 AM,5778.2,5837.9,68.41,,,,,,,,,,,,,,,,,,,,,,,,
188,07/13/18 08:59:04 AM,5778.9,5837.9,68.43,,,,,,,,,,,,,,,,,,,,,,,,
189,07/13/18 09:29:04 AM,5780.2,5839.2,68.45,,,,,,,,,,,,,,,,,,,,,,,,
190,07/13/18 09:59:04 AM,5779.6,5839.2,68.45,,,,,,,,,,,,,,,,,,,,,,,,
191,07/13/18 10:29:04 AM,5779.6,5838.5,68.45,,,,,,,,,,,,,,,,,,,,,,,,
192,07/13/18 10:59:04 AM,5781.6,5839.9,68.45,,,,,,,,,,,,,,,,,,,,,,,,
193,07/13/18 11:29:04 AM,5780.9,5839.9,68.43,,,,,,,,,,,,,,,,,,,,,,,,
194,07/13/18 11:59:04 AM,5780.9,5839.9,68.45,,,,,,,,,,,,,,,,,,,,,,,,
195,07/13/18 12:29:04 PM,5784.3,5840.5,68.45,,,,,,,,,,,,,,,,,,,,,,,,
196,07/13/18 12:59:04 PM,5783.0,5841.8,68.45,,,,,,,,,,,,,,,,,,,,,,,,
197,07/13/18 01:29:04 PM,5785.7,5841.8,68.45,,,,,,,,,,,,,,,,,,,,,,,,
198,07/13/18 01:59:04 PM,5785.7,5842.5,68.45,,,,,,,,,,,,,,,,,,,,,,,,
199,07/13/18 02:29:04 PM,5787.7,5843.8,68.45,,,,,,,,,,,,,,,,,,,,,,,,
200,07/13/18 02:59:04 PM,5785.7,5843.8,68.47,,,,,,,,,,,,,,,,,,,,,,,,
201,07/13/18 03:29:04 PM,5784.3,5842.5,68.47,,,,,,,,,,,,,,,,,,,,,,,,
202,07/13/18 03:59:04 PM,5787.7,5842.5,68.47,,,,,,,,,,,,,,,,,,,,,,,,
203,07/13/18 04:29:04 PM,5783.6,5843.8,68.47,,,,,,,,,,,,,,,,,,,,,,,,
204,07/13/18 04:59:04 PM,5787.1,5842.5,68.47,,,,,,,,,,,,,,,,,,,,,,,,
205,07/13/18 05:29:04 PM,5787.1,5843.8,68.47,,,,,,,,,,,,,,,,,,,,,,,,
206,07/13/18 05:59:04 PM,5789.1,5842.5,68.47,,,,,,,,,,,,,,,,,,,,,,,,
207,07/13/18 06:29:04 PM,5785.7,5843.8,68.47,,,,,,,,,,,,,,,,,,,,,,,,
208,07/13/18 06:59:04 PM,5788.4,5842.5,68.47,,,,,,,,,,,,,,,,,,,,,,,,
209,07/13/18 07:29:04 PM,5788.4,5842.5,68.47,,,,,,,,,,,,,,,,,,,,,,,,
210,07/13/18 07:59:04 PM,5785.7,5844.5,68.47,,,,,,,,,,,,,,,,,,,,,,,,
211,07/13/18 08:29:04 PM,5789.1,5843.8,68.47,,,,,,,,,,,,,,,,,,,,,,,,
212,07/13/18 08:59:04 PM,5788.4,5843.8,68.47,,,,,,,,,,,,,,,,,,,,,,,,
213,07/13/18 09:29:04 PM,5785.0,5843.8,68.47,,,,,,,,,,,,,,,,,,,,,,,,
214,07/13/18 09:59:04 PM,5789.1,5842.5,68.47,,,,,,,,,,,,,,,,,,,,,,,,
215,07/13/18 10:29:04 PM,5787.1,5842.5,68.49,,,,,,,,,,,,,,,,,,,,,,,,
216,07/13/18 10:59:04 PM,5788.4,5843.8,68.49,,,,,,,,,,,,,,,,,,,,,,,,
217,07/13/18 11:29:04 PM,5787.1,5844.5,68.49,,,,,,,,,,,,,,,,,,,,,,,,
218,07/13/18 11:59:04 PM,5787.1,5843.8,68.49,,,,,,,,,,,,,,,,,,,,,,,,
219,07/14/18 12:29:04 AM,5787.1,5844.5,68.49,,,,,,,,,,,,,,,,,,,,,,,,
220,07/14/18 12:59:04 AM,5789.8,5844.5,68.49,,,,,,,,,,,,,,,,,,,,,,,,
221,07/14/18 01:29:04 AM,5789.8,5844.5,68.49,,,,,,,,,,,,,,,,,,,,,,,,
222,07/14/18 01:59:04 AM,5789.8,5844.5,68.49,,,,,,,,,,,,,,,,,,,,,,,,
223,07/14/18 02:29:04 AM,5789.8,5844.5,68.49,,,,,,,,,,,,,,,,,,,,,,,,
224,07/14/18 02:59:04 AM,5789.8,5845.8,68.49,,,,,,,,,,,,,,,,,,,,,,,,
225,07/14/18 03:29:04 AM,5789.8,5844.5,68.49,,,,,,,,,,,,,,,,,,,,,,,,
226,07/14/18 03:59:04 AM,5793.2,5845.8,68.52,,,,,,,,,,,,,,,,,,,,,,,,
227,07/14/18 04:29:04 AM,5789.8,5845.8,68.52,,,,,,,,,,,,,,,,,,,,,,,,
228,07/14/18 04:59:04 AM,5791.1,5845.8,68.49,,,,,,,,,,,,,,,,,,,,,,,,
229,07/14/18 05:29:04 AM,5971.6,6033.4,68.76,,,,,,,,,,,,,,,,,,,,,,,,
230,07/14/18 05:59:04 AM,5926.8,5987.7,68.59,,,,,,,,,,,,,,,,,,,,,,,,
231,07/14/18 06:29:04 AM,5904.1,5966.5,68.58,,,,,,,,,,,,,,,,,,,,,,,,
232,07/14/18 06:59:04 AM,5901.4,5961.9,68.58,,,,,,,,,,,,,,,,,,,,,,,,
233,07/14/18 07:29:04 AM,5900.7,5959.9,68.56,,,,,,,,,,,,,,,,,,,,,,,,
234,07/14/18 07:59:04 AM,5891.1,5952.0,68.56,,,,,,,,,,,,,,,,,,,,,,,,
235,07/14/18 08:29:04 AM,5884.2,5944.7,68.56,,,,,,,,,,,,,,,,,,,,,,,,
236,07/14/18 08:59:04 AM,5886.2,5944.0,68.58,,,,,,,,,,,,,,,,,,,,,,,,
237,07/14/18 09:29:04 AM,5884.9,5942.1,68.56,,,,,,,,,,,,,,,,,,,,,,,,
238,07/14/18 09:59:04 AM,5880.8,5940.1,68.58,,,,,,,,,,,,,,,,,,,,,,,,
239,07/14/18 10:29:04 AM,5884.2,5938.1,68.58,,,,,,,,,,,,,,,,,,,,,,,,
240,07/14/18 10:59:04 AM,5880.8,5938.8,68.58,,,,,,,,,,,,,,,,,,,,,,,,
241,07/14/18 11:29:04 AM,5881.4,5938.1,68.58,,,,,,,,,,,,,,,,,,,,,,,,
242,07/14/18 11:59:04 AM,5881.4,5936.8,68.56,,,,,,,,,,,,,,,,,,,,,,,,
