"Plot Title: HSLE"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20370966_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370966)","High Range, μS/cm (LGR S/N: 20370966_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370966)","Temp, °C (LGR S/N: 20370966_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)"
1109,08/01/18 10:53:28 AM,3008.8,3189.7,19.62,,,,,,,,
1110,08/01/18 11:23:28 AM,3007.8,3190.3,19.62,,,,,,,,
1111,08/01/18 11:53:28 AM,3007.8,3190.9,19.63,,,,,,,,
1112,08/01/18 12:23:28 PM,3008.8,3191.5,19.63,,,,,,,,
1113,08/01/18 12:53:28 PM,3008.8,3190.9,19.62,,,,,,,,
1114,08/01/18 01:23:28 PM,0.0,0.0,27.99,,,,,,,,
1115,08/01/18 01:53:28 PM,0.0,0.0,30.28,,,,,,,,
1116,08/01/18 02:23:28 PM,2949.7,3156.5,19.51,,,,,,,,
1117,08/01/18 02:53:28 PM,2940.2,3142.8,19.30,,,,,,,,
1118,08/01/18 03:23:28 PM,2934.3,3137.5,19.22,,,,,,,,
1119,08/01/18 03:53:28 PM,2929.0,3130.9,19.18,,,,,,,,
1120,08/01/18 04:23:28 PM,2924.8,3125.6,19.17,,,,,,,,
1121,08/01/18 04:53:28 PM,2922.1,3123.2,19.16,,,,,,,,
1122,08/01/18 05:23:28 PM,2921.1,3121.4,19.15,,,,,,,,
1123,08/01/18 05:53:28 PM,2921.1,3120.8,19.15,,,,,,,,
1124,08/01/18 06:23:28 PM,2921.1,3120.8,19.14,,,,,,,,
1125,08/01/18 06:53:28 PM,2920.0,3120.8,19.14,,,,,,,,
1126,08/01/18 07:23:28 PM,2920.0,3120.8,19.14,,,,,,,,
1127,08/01/18 07:53:28 PM,2920.0,3120.8,19.14,,,,,,,,
1128,08/01/18 08:23:28 PM,2920.0,3120.8,19.14,,,,,,,,
1129,08/01/18 08:53:28 PM,2921.1,3120.8,19.14,,,,,,,,
1130,08/01/18 09:23:28 PM,2920.0,3120.8,19.14,,,,,,,,
1131,08/01/18 09:53:28 PM,2920.0,3119.6,19.14,,,,,,,,
1132,08/01/18 10:23:28 PM,2919.5,3120.2,19.14,,,,,,,,
1133,08/01/18 10:53:28 PM,2920.0,3119.6,19.14,,,,,,,,
1134,08/01/18 11:23:28 PM,2918.4,3119.6,19.14,,,,,,,,
1135,08/01/18 11:53:28 PM,2918.9,3119.0,19.14,,,,,,,,
1136,08/02/18 12:23:28 AM,2918.9,3119.0,19.14,,,,,,,,
1137,08/02/18 12:53:28 AM,2918.4,3119.0,19.14,,,,,,,,
1138,08/02/18 01:23:28 AM,2918.4,3117.8,19.14,,,,,,,,
1139,08/02/18 01:53:28 AM,2917.9,3117.8,19.15,,,,,,,,
1140,08/02/18 02:23:28 AM,2916.8,3117.8,19.14,,,,,,,,
1141,08/02/18 02:53:28 AM,2916.8,3117.2,19.14,,,,,,,,
1142,08/02/18 03:23:28 AM,2916.8,3117.2,19.14,,,,,,,,
1143,08/02/18 03:53:28 AM,2916.8,3117.2,19.14,,,,,,,,
1144,08/02/18 04:23:28 AM,2916.8,3116.6,19.14,,,,,,,,
1145,08/02/18 04:53:28 AM,2916.8,3117.2,19.15,,,,,,,,
1146,08/02/18 05:23:28 AM,2916.8,3116.6,19.15,,,,,,,,
1147,08/02/18 05:53:28 AM,2917.3,3116.6,19.15,,,,,,,,
1148,08/02/18 06:23:28 AM,2916.8,3116.6,19.15,,,,,,,,
1149,08/02/18 06:53:28 AM,2916.8,3116.0,19.15,,,,,,,,
1150,08/02/18 07:23:28 AM,2915.8,3116.6,19.15,,,,,,,,
1151,08/02/18 07:53:28 AM,2916.8,3116.6,19.15,,,,,,,,
1152,08/02/18 08:23:28 AM,2916.8,3116.6,19.15,,,,,,,,
1153,08/02/18 08:53:28 AM,2916.3,3116.6,19.16,,,,,,,,
1154,08/02/18 09:23:28 AM,2917.9,3116.6,19.15,,,,,,,,
1155,08/02/18 09:53:28 AM,2917.3,3116.6,19.16,,,,,,,,
1156,08/02/18 10:23:28 AM,2916.8,3117.2,19.16,,,,,,,,
1157,08/02/18 10:53:28 AM,2916.8,3116.6,19.16,,,,,,,,
1158,08/02/18 11:23:28 AM,2917.9,3117.2,19.16,,,,,,,,
1159,08/02/18 11:53:28 AM,2917.9,3117.2,19.16,,,,,,,,
1160,08/02/18 12:23:28 PM,2917.9,3117.2,19.17,,,,,,,,
1161,08/02/18 12:53:28 PM,2917.9,3117.8,19.17,,,,,,,,
1162,08/02/18 01:23:28 PM,2917.9,3117.8,19.17,,,,,,,,
1163,08/02/18 01:53:28 PM,2918.9,3118.4,19.17,,,,,,,,
1164,08/02/18 02:23:28 PM,2918.9,3118.4,19.18,,,,,,,,
1165,08/02/18 02:53:28 PM,2919.5,3119.0,19.17,,,,,,,,
1166,08/02/18 03:23:28 PM,2920.5,3119.0,19.17,,,,,,,,
1167,08/02/18 03:53:28 PM,2920.5,3120.2,19.18,,,,,,,,
1168,08/02/18 04:23:28 PM,2920.5,3119.6,19.17,,,,,,,,
1169,08/02/18 04:53:28 PM,2921.6,3120.2,19.18,,,,,,,,
1170,08/02/18 05:23:28 PM,2923.2,3122.0,19.17,,,,,,,,
1171,08/02/18 05:53:28 PM,2924.2,3123.8,19.18,,,,,,,,
1172,08/02/18 06:23:28 PM,2925.3,3125.6,19.18,,,,,,,,
1173,08/02/18 06:53:28 PM,2926.4,3126.2,19.18,,,,,,,,
1174,08/02/18 07:23:28 PM,2927.4,3127.4,19.19,,,,,,,,
1175,08/02/18 07:53:28 PM,2928.5,3128.6,19.19,,,,,,,,
1176,08/02/18 08:23:28 PM,2928.5,3128.6,19.19,,,,,,,,
1177,08/02/18 08:53:28 PM,2929.0,3128.6,19.19,,,,,,,,
1178,08/02/18 09:23:28 PM,2930.1,3129.7,19.19,,,,,,,,
1179,08/02/18 09:53:28 PM,2931.1,3130.3,19.19,,,,,,,,
1180,08/02/18 10:23:28 PM,2929.6,3130.3,19.19,,,,,,,,
1181,08/02/18 10:53:28 PM,2930.6,3130.9,19.21,,,,,,,,
1182,08/02/18 11:23:28 PM,2931.1,3130.9,19.21,,,,,,,,
1183,08/02/18 11:53:28 PM,2930.1,3130.9,19.21,,,,,,,,
1184,08/03/18 12:23:28 AM,2930.6,3130.9,19.21,,,,,,,,
1185,08/03/18 12:53:28 AM,2931.7,3131.5,19.21,,,,,,,,
1186,08/03/18 01:23:28 AM,2931.7,3131.5,19.21,,,,,,,,
1187,08/03/18 01:53:28 AM,2932.2,3132.1,19.21,,,,,,,,
1188,08/03/18 02:23:28 AM,2931.1,3132.1,19.22,,,,,,,,
1189,08/03/18 02:53:28 AM,2932.7,3132.7,19.22,,,,,,,,
1190,08/03/18 03:23:28 AM,2933.3,3132.7,19.22,,,,,,,,
1191,08/03/18 03:53:28 AM,2932.7,3133.3,19.22,,,,,,,,
1192,08/03/18 04:23:28 AM,2933.8,3133.3,19.22,,,,,,,,
1193,08/03/18 04:53:28 AM,2933.8,3133.9,19.22,,,,,,,,
1194,08/03/18 05:23:28 AM,2934.9,3133.9,19.22,,,,,,,,
1195,08/03/18 05:53:28 AM,2934.3,3134.5,19.23,,,,,,,,
1196,08/03/18 06:23:28 AM,2934.9,3134.5,19.23,,,,,,,,
1197,08/03/18 06:53:28 AM,2934.3,3134.5,19.23,,,,,,,,
1198,08/03/18 07:23:28 AM,2934.3,3134.5,19.23,,,,,,,,
1199,08/03/18 07:53:28 AM,2934.9,3135.1,19.23,,,,,,,,
1200,08/03/18 08:23:28 AM,2935.4,3135.1,19.23,,,,,,,,
1201,08/03/18 08:53:28 AM,2935.4,3135.7,19.24,,,,,,,,
1202,08/03/18 09:23:28 AM,2935.9,3135.7,19.24,,,,,,,,
1203,08/03/18 09:53:28 AM,2937.0,3136.3,19.24,,,,,,,,
1204,08/03/18 10:23:28 AM,2937.0,3136.9,19.24,,,,,,,,
1205,08/03/18 10:53:28 AM,2937.5,3136.9,19.24,,,,,,,,
1206,08/03/18 11:23:28 AM,2938.0,3137.5,19.24,,,,,,,,
1207,08/03/18 11:53:28 AM,2938.0,3138.1,19.25,,,,,,,,
1208,08/03/18 12:23:28 PM,2938.0,3138.1,19.25,,,,,,,,
1209,08/03/18 12:53:28 PM,2938.0,3138.1,19.25,,,,,,,,
1210,08/03/18 01:23:28 PM,2938.0,3138.1,19.25,,,,,,,,
1211,08/03/18 01:53:28 PM,2938.0,3138.1,19.25,,,,,,,,
1212,08/03/18 02:23:28 PM,2938.0,3138.1,19.27,,,,,,,,
1213,08/03/18 02:53:28 PM,2938.0,3138.1,19.27,,,,,,,,
1214,08/03/18 03:23:28 PM,2938.0,3138.1,19.27,,,,,,,,
1215,08/03/18 03:53:28 PM,2939.1,3138.7,19.27,,,,,,,,
1216,08/03/18 04:23:28 PM,2939.1,3139.3,19.27,,,,,,,,
1217,08/03/18 04:53:28 PM,2939.1,3139.9,19.27,,,,,,,,
1218,08/03/18 05:23:28 PM,2939.1,3139.9,19.27,,,,,,,,
1219,08/03/18 05:53:28 PM,2940.2,3139.3,19.27,,,,,,,,
1220,08/03/18 06:23:28 PM,2939.1,3139.3,19.28,,,,,,,,
1221,08/03/18 06:53:28 PM,2939.1,3139.9,19.27,,,,,,,,
1222,08/03/18 07:23:28 PM,2940.2,3139.9,19.28,,,,,,,,
1223,08/03/18 07:53:28 PM,2941.2,3140.4,19.27,,,,,,,,
1224,08/03/18 08:23:28 PM,2940.2,3140.4,19.28,,,,,,,,
1225,08/03/18 08:53:28 PM,2941.2,3141.6,19.28,,,,,,,,
1226,08/03/18 09:23:28 PM,2942.3,3141.6,19.28,,,,,,,,
1227,08/03/18 09:53:28 PM,2941.2,3141.6,19.28,,,,,,,,
1228,08/03/18 10:23:28 PM,2942.3,3142.2,19.28,,,,,,,,
1229,08/03/18 10:53:28 PM,2942.8,3142.2,19.28,,,,,,,,
1230,08/03/18 11:23:28 PM,2942.3,3142.8,19.28,,,,,,,,
1231,08/03/18 11:53:28 PM,2942.3,3142.2,19.28,,,,,,,,
1232,08/04/18 12:23:28 AM,2943.9,3142.8,19.28,,,,,,,,
1233,08/04/18 12:53:28 AM,2942.8,3142.8,19.28,,,,,,,,
1234,08/04/18 01:23:28 AM,2943.9,3144.0,19.29,,,,,,,,
1235,08/04/18 01:53:28 AM,2945.0,3144.0,19.29,,,,,,,,
1236,08/04/18 02:23:28 AM,2945.0,3144.6,19.29,,,,,,,,
1237,08/04/18 02:53:28 AM,2946.0,3144.6,19.29,,,,,,,,
1238,08/04/18 03:23:28 AM,2946.0,3145.2,19.29,,,,,,,,
1239,08/04/18 03:53:28 AM,2946.0,3145.2,19.29,,,,,,,,
1240,08/04/18 04:23:28 AM,2946.0,3145.8,19.29,,,,,,,,
1241,08/04/18 04:53:28 AM,2946.0,3145.2,19.29,,,,,,,,
1242,08/04/18 05:23:28 AM,2946.0,3145.8,19.29,,,,,,,,
1243,08/04/18 05:53:28 AM,2946.0,3145.8,19.29,,,,,,,,
1244,08/04/18 06:23:28 AM,2946.0,3146.4,19.30,,,,,,,,
1245,08/04/18 06:53:28 AM,2947.6,3147.0,19.30,,,,,,,,
1246,08/04/18 07:23:28 AM,2947.6,3147.0,19.30,,,,,,,,
1247,08/04/18 07:53:28 AM,2947.6,3147.6,19.30,,,,,,,,
1248,08/04/18 08:23:28 AM,2947.1,3148.2,19.30,,,,,,,,
1249,08/04/18 08:53:28 AM,2948.7,3148.2,19.30,,,,,,,,
1250,08/04/18 09:23:28 AM,2948.7,3148.8,19.30,,,,,,,,
1251,08/04/18 09:53:28 AM,2949.2,3149.4,19.30,,,,,,,,
1252,08/04/18 10:23:28 AM,2950.3,3150.0,19.30,,,,,,,,
1253,08/04/18 10:53:28 AM,2950.3,3150.0,19.31,,,,,,,,
1254,08/04/18 11:23:28 AM,2951.3,3151.1,19.31,,,,,,,,
1255,08/04/18 11:53:28 AM,2951.3,3151.1,19.31,,,,,,,,
1256,08/04/18 12:23:28 PM,2952.4,3151.1,19.31,,,,,,,,
1257,08/04/18 12:53:28 PM,2951.9,3151.1,19.31,,,,,,,,
1258,08/04/18 01:23:28 PM,2951.3,3152.3,19.31,,,,,,,,
1259,08/04/18 01:53:28 PM,2951.3,3152.3,19.31,,,,,,,,
1260,08/04/18 02:23:28 PM,2951.9,3151.7,19.33,,,,,,,,
1261,08/04/18 02:53:28 PM,2952.9,3152.3,19.31,,,,,,,,
1262,08/04/18 03:23:28 PM,2952.4,3152.3,19.33,,,,,,,,
1263,08/04/18 03:53:28 PM,2952.9,3152.9,19.33,,,,,,,,
1264,08/04/18 04:23:28 PM,2954.0,3153.5,19.33,,,,,,,,
1265,08/04/18 04:53:28 PM,2954.0,3154.1,19.33,,,,,,,,
1266,08/04/18 05:23:28 PM,2954.0,3154.1,19.33,,,,,,,,
1267,08/04/18 05:53:28 PM,2955.1,3154.1,19.33,,,,,,,,
1268,08/04/18 06:23:28 PM,2954.0,3154.7,19.33,,,,,,,,
1269,08/04/18 06:53:28 PM,2955.6,3154.7,19.33,,,,,,,,
1270,08/04/18 07:23:28 PM,2955.1,3155.3,19.34,,,,,,,,
1271,08/04/18 07:53:28 PM,2955.1,3155.9,19.34,,,,,,,,
1272,08/04/18 08:23:28 PM,2957.7,3156.5,19.34,,,,,,,,
1273,08/04/18 08:53:28 PM,2956.6,3157.1,19.34,,,,,,,,
1274,08/04/18 09:23:28 PM,2956.6,3157.1,19.34,,,,,,,,
1275,08/04/18 09:53:28 PM,2957.7,3157.1,19.34,,,,,,,,
1276,08/04/18 10:23:28 PM,2957.7,3158.3,19.34,,,,,,,,
1277,08/04/18 10:53:28 PM,2958.8,3158.9,19.34,,,,,,,,
1278,08/04/18 11:23:28 PM,2957.7,3158.3,19.34,,,,,,,,
1279,08/04/18 11:53:28 PM,2959.3,3158.9,19.35,,,,,,,,
1280,08/05/18 12:23:28 AM,2958.8,3158.9,19.35,,,,,,,,
1281,08/05/18 12:53:28 AM,2959.3,3159.5,19.34,,,,,,,,
1282,08/05/18 01:23:28 AM,2960.4,3159.5,19.35,,,,,,,,
1283,08/05/18 01:53:28 AM,2960.4,3160.6,19.35,,,,,,,,
1284,08/05/18 02:23:28 AM,2960.9,3160.1,19.35,,,,,,,,
1285,08/05/18 02:53:28 AM,2961.4,3161.2,19.35,,,,,,,,
1286,08/05/18 03:23:28 AM,2960.9,3161.2,19.35,,,,,,,,
1287,08/05/18 03:53:28 AM,2962.0,3161.2,19.35,,,,,,,,
1288,08/05/18 04:23:28 AM,2963.0,3162.4,19.35,,,,,,,,
1289,08/05/18 04:53:28 AM,2962.0,3162.4,19.36,,,,,,,,
1290,08/05/18 05:23:28 AM,2962.5,3162.4,19.36,,,,,,,,
1291,08/05/18 05:53:28 AM,2963.0,3163.0,19.36,,,,,,,,
1292,08/05/18 06:23:28 AM,2963.6,3163.0,19.36,,,,,,,,
1293,08/05/18 06:53:28 AM,2963.6,3163.6,19.36,,,,,,,,
1294,08/05/18 07:23:28 AM,2963.6,3164.2,19.36,,,,,,,,
1295,08/05/18 07:53:28 AM,2964.6,3164.2,19.36,,,,,,,,
1296,08/05/18 08:23:28 AM,2964.6,3164.2,19.37,,,,,,,,
1297,08/05/18 08:53:28 AM,2964.6,3164.8,19.36,,,,,,,,
1298,08/05/18 09:23:28 AM,2965.7,3165.4,19.36,,,,,,,,
1299,08/05/18 09:53:28 AM,2965.7,3166.0,19.37,,,,,,,,
1300,08/05/18 10:23:28 AM,2967.3,3166.6,19.37,,,,,,,,
1301,08/05/18 10:53:28 AM,2967.3,3166.6,19.37,,,,,,,,
1302,08/05/18 11:23:28 AM,2966.2,3166.6,19.37,,,,,,,,
1303,08/05/18 11:53:28 AM,2967.3,3167.2,19.37,,,,,,,,
1304,08/05/18 12:23:28 PM,2967.3,3167.2,19.37,,,,,,,,
1305,08/05/18 12:53:28 PM,2968.9,3167.8,19.38,,,,,,,,
1306,08/05/18 01:23:28 PM,2968.9,3168.4,19.38,,,,,,,,
1307,08/05/18 01:53:28 PM,2968.9,3169.0,19.38,,,,,,,,
1308,08/05/18 02:23:28 PM,2969.9,3169.0,19.38,,,,,,,,
1309,08/05/18 02:53:28 PM,2969.4,3169.0,19.38,,,,,,,,
1310,08/05/18 03:23:28 PM,2969.9,3170.1,19.38,,,,,,,,
1311,08/05/18 03:53:28 PM,2970.5,3170.1,19.38,,,,,,,,
1312,08/05/18 04:23:28 PM,2971.5,3170.7,19.40,,,,,,,,
1313,08/05/18 04:53:28 PM,2970.5,3170.7,19.38,,,,,,,,
1314,08/05/18 05:23:28 PM,2970.5,3171.3,19.40,,,,,,,,
1315,08/05/18 05:53:28 PM,2971.5,3170.7,19.40,,,,,,,,
1316,08/05/18 06:23:28 PM,2971.5,3171.9,19.40,,,,,,,,
1317,08/05/18 06:53:28 PM,2973.1,3172.5,19.40,,,,,,,,
1318,08/05/18 07:23:28 PM,2973.1,3171.9,19.40,,,,,,,,
1319,08/05/18 07:53:28 PM,2973.1,3173.1,19.40,,,,,,,,
1320,08/05/18 08:23:28 PM,2973.1,3173.1,19.40,,,,,,,,
1321,08/05/18 08:53:28 PM,2974.2,3174.3,19.40,,,,,,,,
1322,08/05/18 09:23:28 PM,2974.2,3174.3,19.40,,,,,,,,
1323,08/05/18 09:53:28 PM,2974.7,3174.3,19.41,,,,,,,,
1324,08/05/18 10:23:28 PM,2974.2,3175.5,19.41,,,,,,,,
1325,08/05/18 10:53:28 PM,2975.8,3176.1,19.41,,,,,,,,
1326,08/05/18 11:23:28 PM,2975.3,3175.5,19.41,,,,,,,,
1327,08/05/18 11:53:28 PM,2975.8,3175.5,19.41,,,,,,,,
1328,08/06/18 12:23:28 AM,2975.8,3176.1,19.41,,,,,,,,
1329,08/06/18 12:53:28 AM,2976.9,3176.1,19.41,,,,,,,,
1330,08/06/18 01:23:28 AM,2977.4,3176.7,19.41,,,,,,,,
1331,08/06/18 01:53:28 AM,2977.4,3177.3,19.41,,,,,,,,
1332,08/06/18 02:23:28 AM,2978.5,3177.8,19.42,,,,,,,,
1333,08/06/18 02:53:28 AM,2978.5,3178.4,19.42,,,,,,,,
1334,08/06/18 03:23:28 AM,2978.5,3179.0,19.42,,,,,,,,
1335,08/06/18 03:53:28 AM,2979.5,3179.0,19.42,,,,,,,,
1336,08/06/18 04:23:28 AM,2980.1,3179.0,19.42,,,,,,,,
1337,08/06/18 04:53:28 AM,2980.1,3179.6,19.42,,,,,,,,
1338,08/06/18 05:23:28 AM,2981.1,3180.2,19.42,,,,,,,,
1339,08/06/18 05:53:28 AM,2981.1,3180.2,19.42,,,,,,,,
1340,08/06/18 06:23:28 AM,2981.1,3181.4,19.42,,,,,,,,
1341,08/06/18 06:53:28 AM,2981.1,3181.4,19.43,,,,,,,,
1342,08/06/18 07:23:28 AM,2982.7,3182.0,19.43,,,,,,,,
1343,08/06/18 07:53:28 AM,2982.7,3182.0,19.43,,,,,,,,
1344,08/06/18 08:23:28 AM,2982.7,3183.2,19.43,,,,,,,,
1345,08/06/18 08:53:28 AM,2983.8,3183.2,19.43,,,,,,,,
1346,08/06/18 09:23:28 AM,2983.8,3183.8,19.43,,,,,,,,
1347,08/06/18 09:53:28 AM,2984.3,3183.2,19.44,,,,,,,,
1348,08/06/18 10:23:28 AM,2984.9,3184.4,19.44,,,,,,,,
1349,08/06/18 10:53:28 AM,2985.4,3185.0,19.44,,,,,,,,
1350,08/06/18 11:23:28 AM,2985.4,3185.0,19.44,,,,,,,,
1351,08/06/18 11:53:28 AM,2987.0,3185.6,19.44,,,,,,,,
1352,08/06/18 12:23:28 PM,2987.0,3186.1,19.44,,,,,,,,
1353,08/06/18 12:53:28 PM,2987.0,3186.1,19.46,,,,,,,,
1354,08/06/18 01:23:28 PM,2987.0,3187.3,19.46,,,,,,,,
1355,08/06/18 01:53:28 PM,2987.5,3187.3,19.46,,,,,,,,
1356,08/06/18 02:23:28 PM,2988.6,3187.9,19.46,,,,,,,,
1357,08/06/18 02:53:28 PM,2988.6,3188.5,19.47,,,,,,,,
1358,08/06/18 03:23:28 PM,2989.7,3188.5,19.47,,,,,,,,
1359,08/06/18 03:53:28 PM,2989.7,3189.1,19.46,,,,,,,,
1360,08/06/18 04:23:28 PM,2989.7,3189.1,19.47,,,,,,,,
1361,08/06/18 04:53:28 PM,2989.7,3190.3,19.47,,,,,,,,
1362,08/06/18 05:23:28 PM,3032.9,3236.4,20.19,Logged,,,,,,,
1363,08/06/18 05:53:28 PM,3001.9,3201.5,19.62,,,,,,,,
1364,08/06/18 06:23:28 PM,2998.2,3198.0,19.55,,,,,,,,
1365,08/06/18 06:53:28 PM,2997.1,3196.2,19.51,,,,,,,,
1366,08/06/18 07:23:28 PM,2996.0,3195.6,19.50,,,,,,,,
1367,08/06/18 07:53:28 PM,2996.0,3195.0,19.50,,,,,,,,
1368,08/06/18 08:23:28 PM,2995.5,3195.0,19.49,,,,,,,,
1369,08/06/18 08:53:28 PM,2995.0,3195.0,19.49,,,,,,,,
1370,08/06/18 09:23:28 PM,2995.0,3194.4,19.49,,,,,,,,
1371,08/06/18 09:53:28 PM,2995.0,3193.3,19.49,,,,,,,,
1372,08/06/18 10:23:28 PM,2993.9,3193.3,19.49,,,,,,,,
1373,08/06/18 10:53:28 PM,2993.9,3192.7,19.49,,,,,,,,
1374,08/06/18 11:23:28 PM,2993.9,3192.7,19.49,,,,,,,,
1375,08/06/18 11:53:28 PM,2992.9,3192.1,19.49,,,,,,,,
1376,08/07/18 12:23:28 AM,2992.9,3192.1,19.49,,,,,,,,
1377,08/07/18 12:53:28 AM,2991.8,3190.9,19.49,,,,,,,,
1378,08/07/18 01:23:28 AM,2993.4,3191.5,19.50,,,,,,,,
1379,08/07/18 01:53:28 AM,2993.4,3190.9,19.49,,,,,,,,
1380,08/07/18 02:23:28 AM,2993.4,3191.5,19.50,,,,,,,,
1381,08/07/18 02:53:28 AM,2991.8,3191.5,19.50,,,,,,,,
1382,08/07/18 03:23:28 AM,2993.4,3191.5,19.50,,,,,,,,
1383,08/07/18 03:53:28 AM,2992.3,3190.9,19.50,,,,,,,,
1384,08/07/18 04:23:28 AM,2990.7,3190.9,19.51,,,,,,,,
1385,08/07/18 04:53:28 AM,2990.7,3190.3,19.51,,,,,,,,
1386,08/07/18 05:23:28 AM,2992.3,3190.9,19.50,,,,,,,,
1387,08/07/18 05:53:28 AM,2992.3,3190.3,19.50,,,,,,,,
1388,08/07/18 06:23:28 AM,2992.3,3190.9,19.50,,,,,,,,
1389,08/07/18 06:53:28 AM,2992.3,3190.3,19.51,,,,,,,,
1390,08/07/18 07:23:28 AM,2992.3,3190.9,19.51,,,,,,,,
1391,08/07/18 07:53:28 AM,2992.3,3190.3,19.51,,,,,,,,
1392,08/07/18 08:23:28 AM,2992.9,3190.3,19.51,,,,,,,,
1393,08/07/18 08:53:28 AM,2991.8,3190.3,19.53,,,,,,,,
1394,08/07/18 09:23:28 AM,2992.3,3190.3,19.53,,,,,,,,
1395,08/07/18 09:53:28 AM,2991.3,3190.9,19.53,,,,,,,,
1396,08/07/18 10:23:28 AM,2991.8,3190.3,19.53,,,,,,,,
1397,08/07/18 10:53:28 AM,2991.8,3190.3,19.54,,,,,,,,
1398,08/07/18 11:23:28 AM,2992.9,3190.3,19.53,,,,,,,,
1399,08/07/18 11:53:28 AM,2993.4,3189.7,19.54,,,,,,,,
1400,08/07/18 12:23:28 PM,2991.8,3191.5,19.54,,,,,,,,
1401,08/07/18 12:53:28 PM,2993.4,3190.9,19.54,,,,,,,,
1402,08/07/18 01:23:28 PM,2993.4,3190.9,19.54,,,,,,,,
1403,08/07/18 01:53:28 PM,2993.4,3190.9,19.55,,,,,,,,
1404,08/07/18 02:23:28 PM,2991.8,3190.9,19.54,,,,,,,,
1405,08/07/18 02:53:28 PM,2993.4,3191.5,19.54,,,,,,,,
1406,08/07/18 03:23:28 PM,2993.4,3190.9,19.55,,,,,,,,
1407,08/07/18 03:53:28 PM,2993.4,3190.9,19.55,,,,,,,,
1408,08/07/18 04:23:28 PM,2993.4,3190.9,19.56,,,,,,,,
1409,08/07/18 04:53:28 PM,2993.4,3190.9,19.55,,,,,,,,
1410,08/07/18 05:23:28 PM,2993.4,3190.9,19.56,,,,,,,,
1411,08/07/18 05:53:28 PM,2993.4,3190.9,19.56,,,,,,,,
1412,08/07/18 06:23:28 PM,2993.4,3190.9,19.56,,,,,,,,
1413,08/07/18 06:53:28 PM,2993.9,3190.9,19.56,,,,,,,,
1414,08/07/18 07:23:28 PM,2994.4,3191.5,19.56,,,,,,,,
1415,08/07/18 07:53:28 PM,2993.9,3190.9,19.56,,,,,,,,
1416,08/07/18 08:23:28 PM,2993.4,3191.5,19.56,,,,,,,,
1417,08/07/18 08:53:28 PM,2994.4,3191.5,19.56,,,,,,,,
1418,08/07/18 09:23:28 PM,2994.4,3190.9,19.57,,,,,,,,
1419,08/07/18 09:53:28 PM,2995.0,3192.1,19.57,,,,,,,,
1420,08/07/18 10:23:28 PM,2994.4,3191.5,19.57,,,,,,,,
1421,08/07/18 10:53:28 PM,2994.4,3192.7,19.57,,,,,,,,
1422,08/07/18 11:23:28 PM,2994.4,3192.1,19.57,,,,,,,,
1423,08/07/18 11:53:28 PM,2994.4,3192.1,19.59,,,,,,,,
1424,08/08/18 12:23:28 AM,2994.4,3192.7,19.57,,,,,,,,
1425,08/08/18 12:53:28 AM,2994.4,3192.7,19.59,,,,,,,,
1426,08/08/18 01:23:28 AM,2995.5,3192.7,19.59,,,,,,,,
1427,08/08/18 01:53:28 AM,2996.0,3193.3,19.59,,,,,,,,
1428,08/08/18 02:23:28 AM,2995.5,3193.3,19.59,,,,,,,,
1429,08/08/18 02:53:28 AM,2996.0,3193.3,19.60,,,,,,,,
1430,08/08/18 03:23:28 AM,2996.6,3193.8,19.59,,,,,,,,
1431,08/08/18 03:53:28 AM,2996.6,3193.3,19.60,,,,,,,,
1432,08/08/18 04:23:28 AM,2996.6,3194.4,19.59,,,,,,,,
1433,08/08/18 04:53:28 AM,2996.6,3194.4,19.60,,,,,,,,
1434,08/08/18 05:23:28 AM,2996.0,3194.4,19.60,,,,,,,,
1435,08/08/18 05:53:28 AM,2996.6,3194.4,19.60,,,,,,,,
1436,08/08/18 06:23:28 AM,2998.7,3194.4,19.60,,,,,,,,
1437,08/08/18 06:53:28 AM,2998.2,3195.0,19.61,,,,,,,,
1438,08/08/18 07:23:28 AM,2999.2,3195.0,19.61,,,,,,,,
1439,08/08/18 07:53:28 AM,2999.2,3195.6,19.61,,,,,,,,
1440,08/08/18 08:23:28 AM,2999.2,3196.2,19.61,,,,,,,,
1441,08/08/18 08:53:28 AM,2999.2,3196.2,19.62,,,,,,,,
1442,08/08/18 09:23:28 AM,3000.3,3196.2,19.62,,,,,,,,
1443,08/08/18 09:53:28 AM,3000.3,3196.8,19.62,,,,,,,,
1444,08/08/18 10:23:28 AM,3000.8,3196.8,19.62,,,,,,,,
1445,08/08/18 10:53:28 AM,3000.8,3197.4,19.62,,,,,,,,
1446,08/08/18 11:23:28 AM,3000.3,3197.4,19.63,,,,,,,,
1447,08/08/18 11:53:28 AM,3000.8,3198.0,19.63,,,,,,,,
1448,08/08/18 12:23:28 PM,3000.8,3198.6,19.63,,,,,,,,
1449,08/08/18 12:53:28 PM,3001.4,3198.0,19.63,,,,,,,,
