"Plot Title: HSLE"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20370966, SEN S/N: 20370966)","High Range, μS/cm (LGR S/N: 20370966, SEN S/N: 20370966)","Temp, °F (LGR S/N: 20370966, SEN S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)"
139,01/12/30 08:23:57 AM,2073.1,2142.3,69.12,,,,
140,01/12/30 08:53:57 AM,2071.6,2141.6,69.12,,,,
141,01/12/30 09:23:57 AM,2071.6,2140.4,69.13,,,,
142,01/12/30 09:53:57 AM,2070.6,2140.4,69.13,,,,
143,01/12/30 10:23:57 AM,2070.6,2139.1,69.13,,,,
144,01/12/30 10:53:57 AM,2069.1,2138.5,69.13,,,,
145,01/12/30 11:23:57 AM,2069.1,2137.3,69.13,,,,
146,01/12/30 11:53:57 AM,2068.1,2136.6,69.13,,,,
147,01/12/30 12:23:57 PM,2067.6,2136.0,69.13,,,,
148,01/12/30 12:53:57 PM,2067.6,2134.8,69.13,,,,
149,01/12/30 01:23:57 PM,2066.6,2134.8,69.13,,,,
150,01/12/30 01:53:57 PM,2066.1,2134.1,69.13,,,,
151,01/12/30 02:23:57 PM,2065.6,2134.1,69.12,,,,
152,01/12/30 02:53:57 PM,2064.6,2132.3,69.12,,,,
153,01/12/30 03:23:57 PM,2063.1,2131.0,69.12,,,,
154,01/12/30 03:53:57 PM,2062.6,2130.4,69.12,,,,
155,01/12/30 04:23:57 PM,2061.6,2129.1,69.12,,,,
156,01/12/30 04:53:57 PM,2061.1,2127.9,69.12,,,,
157,01/12/30 05:23:57 PM,2060.1,2127.3,69.12,,,,
158,01/12/30 05:53:57 PM,2059.1,2126.0,69.10,,,,
159,01/12/30 06:23:57 PM,2059.1,2125.4,69.10,,,,
160,01/12/30 06:53:57 PM,2058.1,2124.7,69.10,,,,
161,01/12/30 07:23:57 PM,2056.6,2122.9,69.10,,,,
162,01/12/30 07:53:57 PM,2055.5,2122.9,69.10,,,,
163,01/12/30 08:23:57 PM,2054.5,2121.6,69.10,,,,
164,01/12/30 08:53:57 PM,2054.0,2121.0,69.10,,,,
165,01/12/30 09:23:57 PM,2053.0,2119.1,69.10,,,,
166,01/12/30 09:53:57 PM,2052.0,2118.5,69.06,,,,
167,01/12/30 10:23:57 PM,2051.5,2117.2,69.10,,,,
168,01/12/30 10:53:57 PM,2050.5,2116.6,69.06,,,,
169,01/12/30 11:23:57 PM,2050.0,2115.4,69.10,,,,
170,01/12/30 11:53:57 PM,2049.0,2114.7,69.10,,,,
171,01/13/30 12:23:57 AM,2048.5,2114.1,69.10,,,,
172,01/13/30 12:53:57 AM,2048.0,2113.5,69.10,,,,
173,01/13/30 01:23:57 AM,2047.0,2112.2,69.10,,,,
174,01/13/30 01:53:57 AM,2046.5,2111.0,69.10,,,,
175,01/13/30 02:23:57 AM,2045.5,2110.4,69.10,,,,
176,01/13/30 02:53:57 AM,2044.5,2109.1,69.10,,,,
177,01/13/30 03:23:57 AM,2043.0,2109.1,69.12,,,,
178,01/13/30 03:53:57 AM,2043.0,2108.5,69.12,,,,
179,01/13/30 04:23:57 AM,2042.0,2107.2,69.12,,,,
180,01/13/30 04:53:57 AM,2041.0,2106.0,69.12,,,,
181,01/13/30 05:23:57 AM,2041.0,2105.4,69.13,,,,
182,01/13/30 05:53:57 AM,2040.0,2105.4,69.13,,,,
183,01/13/30 06:23:57 AM,2040.0,2104.1,69.13,,,,
184,01/13/30 06:53:57 AM,2039.5,2103.5,69.13,,,,
185,01/13/30 07:23:57 AM,2039.0,2102.9,69.13,,,,
186,01/13/30 07:53:57 AM,2038.0,2102.9,69.15,,,,
187,01/13/30 08:23:57 AM,2037.5,2101.6,69.15,,,,
188,01/13/30 08:53:57 AM,2036.0,2099.7,69.15,,,,
189,01/13/30 09:23:57 AM,2036.0,2099.7,69.15,,,,
190,01/13/30 09:53:57 AM,2035.0,2098.5,69.17,,,,
191,01/13/30 10:23:57 AM,2034.5,2097.8,69.15,,,,
192,01/13/30 10:53:57 AM,2034.0,2097.2,69.15,,,,
193,01/13/30 11:23:57 AM,2033.0,2096.0,69.15,,,,
194,01/13/30 11:53:57 AM,2032.5,2094.1,69.15,,,,
195,01/13/30 12:23:57 PM,2031.4,2094.1,69.17,,,,
196,01/13/30 12:53:57 PM,2031.4,2094.1,69.17,,,,
197,01/13/30 01:23:57 PM,2030.4,2093.5,69.17,,,,
198,01/13/30 01:53:57 PM,2030.4,2092.2,69.17,,,,
199,01/13/30 02:23:57 PM,2029.4,2092.2,69.17,,,,
200,01/13/30 02:53:57 PM,2028.9,2090.3,69.17,,,,
201,01/13/30 03:23:57 PM,2027.9,2089.7,69.17,,,,
202,01/13/30 03:53:57 PM,2026.4,2089.1,69.17,,,,
203,01/13/30 04:23:57 PM,2026.4,2088.5,69.17,,,,
204,01/13/30 04:53:57 PM,2025.4,2087.2,69.17,,,,
205,01/13/30 05:23:57 PM,2024.4,2086.6,69.17,,,,
206,01/13/30 05:53:57 PM,2023.4,2085.3,69.17,,,,
207,01/13/30 06:23:57 PM,2022.9,2084.7,69.17,,,,
208,01/13/30 06:53:57 PM,2022.4,2083.5,69.17,,,,
209,01/13/30 07:23:57 PM,2020.4,2082.8,69.17,,,,
210,01/13/30 07:53:57 PM,2019.9,2081.0,69.17,,,,
211,01/13/30 08:23:57 PM,2018.9,2079.7,69.17,,,,
212,01/13/30 08:53:57 PM,2017.9,2078.5,69.17,,,,
213,01/13/30 09:23:57 PM,2016.9,2077.8,69.17,,,,
214,01/13/30 09:53:57 PM,2016.4,2076.6,69.17,,,,
215,01/13/30 10:23:57 PM,2015.9,2075.3,69.17,,,,
216,01/13/30 10:53:57 PM,2014.9,2075.3,69.17,,,,
217,01/13/30 11:23:57 PM,2013.4,2073.4,69.17,,,,
218,01/13/30 11:53:57 PM,2012.9,2072.8,69.17,,,,
219,01/14/30 12:23:57 AM,2011.9,2071.6,69.21,,,,
220,01/14/30 12:53:57 AM,2011.4,2070.9,69.21,,,,
221,01/14/30 01:23:57 AM,2010.9,2070.3,69.22,,,,
222,01/14/30 01:53:57 AM,2010.4,2069.7,69.22,,,,
223,01/14/30 02:23:57 AM,2010.4,2068.4,69.24,,,,
224,01/14/30 02:53:57 AM,2008.9,2067.2,69.22,,,,
225,01/14/30 03:23:57 AM,2008.4,2066.6,69.24,,,,
226,01/14/30 03:53:57 AM,2008.4,2065.9,69.24,,,,
227,01/14/30 04:23:57 AM,2007.4,2065.3,69.24,,,,
228,01/14/30 04:53:57 AM,2006.9,2064.7,69.24,,,,
229,01/14/30 05:23:57 AM,2005.9,2063.4,69.26,,,,
230,01/14/30 05:53:57 AM,2004.9,2063.4,69.26,,,,
231,01/14/30 06:23:57 AM,2003.9,2062.2,69.26,,,,
232,01/14/30 06:53:57 AM,2003.4,2061.6,69.28,,,,
233,01/14/30 07:23:57 AM,2002.9,2060.3,69.28,,,,
234,01/14/30 07:53:57 AM,2001.9,2059.7,69.28,,,,
235,01/14/30 08:23:57 AM,2001.4,2059.7,69.28,,,,
236,01/14/30 08:53:57 AM,2000.9,2058.4,69.31,,,,
237,01/14/30 09:23:57 AM,2000.4,2057.8,69.31,,,,
238,01/14/30 09:53:57 AM,1999.4,2057.8,69.31,,,,
239,01/14/30 10:23:57 AM,1998.9,2055.9,69.31,,,,
240,01/14/30 10:53:57 AM,1998.4,2055.3,69.31,,,,
241,01/14/30 11:23:57 AM,1996.9,2054.0,69.33,,,,
242,01/14/30 11:53:57 AM,1995.9,2052.8,69.33,,,,
243,01/14/30 12:23:57 PM,1994.9,2052.2,69.33,,,,
244,01/14/30 12:53:57 PM,1993.9,2050.3,69.33,,,,
245,01/14/30 01:23:57 PM,1992.4,2049.7,69.33,,,,
246,01/14/30 01:53:57 PM,1991.9,2048.4,69.35,,,,
247,01/14/30 02:23:57 PM,1990.9,2047.2,69.35,,,,
248,01/14/30 02:53:57 PM,1989.9,2045.9,69.33,,,,
249,01/14/30 03:23:57 PM,1989.4,2044.7,69.35,,,,
250,01/14/30 03:53:57 PM,1988.9,2044.0,69.35,,,,
251,01/14/30 04:23:57 PM,1987.9,2042.8,69.35,,,,
252,01/14/30 04:53:57 PM,1985.9,2042.2,69.35,,,,
253,01/14/30 05:23:57 PM,1985.4,2040.9,69.35,,,,
254,01/14/30 05:53:57 PM,1984.4,2039.7,69.37,,,,
255,01/14/30 06:23:57 PM,1982.9,2039.0,69.37,,,,
256,01/14/30 06:53:57 PM,1982.4,2037.8,69.39,,,,
257,01/14/30 07:23:57 PM,1981.9,2035.9,69.39,,,,
258,01/14/30 07:53:57 PM,1981.4,2035.3,69.39,,,,
259,01/14/30 08:23:57 PM,4719.8,4794.0,69.57,,,,
260,01/14/30 08:53:57 PM,4915.8,4965.1,69.06,,,,
261,01/14/30 09:23:57 PM,5006.6,5042.4,69.13,,,,
262,01/14/30 09:53:57 PM,5017.0,5052.1,69.24,,,,
263,01/14/30 10:23:57 PM,5047.0,5077.8,69.24,,,,
264,01/14/30 10:53:57 PM,5040.9,5070.8,69.35,,,,
265,01/14/30 11:23:57 PM,5026.2,5060.6,69.39,,,,
266,01/14/30 11:53:57 PM,5011.5,5051.5,69.44,,,,
267,01/15/30 12:23:57 AM,5003.6,5044.5,69.48,,,,
268,01/15/30 12:53:57 AM,4995.0,5035.9,69.49,,,,
269,01/15/30 01:23:57 AM,4986.5,5026.3,69.51,,,,
270,01/15/30 01:53:57 AM,4976.1,5018.2,69.55,,,,
271,01/15/30 02:23:57 AM,4969.4,5010.7,69.57,,,,
272,01/15/30 02:53:57 AM,4961.5,5003.7,69.58,,,,
273,01/15/30 03:23:57 AM,4951.1,4996.2,69.60,,,,
274,01/15/30 03:53:57 AM,4942.6,4989.3,69.62,,,,
275,01/15/30 04:23:57 AM,4936.5,4982.8,69.62,,,,
276,01/15/30 04:53:57 AM,4926.2,4974.2,69.66,,,,
277,01/15/30 05:23:57 AM,4920.1,4969.4,69.67,,,,
278,01/15/30 05:53:57 AM,4909.8,4961.9,69.69,,,,
279,01/15/30 06:23:57 AM,4899.4,4953.3,69.71,,,,
280,01/15/30 06:53:57 AM,4891.6,4945.3,69.73,,,,
281,01/15/30 07:23:57 AM,4885.5,4938.3,69.73,,,,
282,01/15/30 07:53:57 AM,4873.4,4929.7,69.73,,,,
283,01/15/30 08:23:57 AM,4867.3,4924.4,69.75,,,,
284,01/15/30 08:53:57 AM,4861.3,4918.5,69.78,,,,
285,01/15/30 09:23:57 AM,4852.8,4912.0,69.78,,,,
286,01/15/30 09:53:57 AM,4846.8,4906.7,69.80,,,,
287,01/15/30 10:23:57 AM,4840.7,4901.3,69.82,,,,
288,01/15/30 10:53:57 AM,4832.9,4893.8,69.82,,,,
289,01/15/30 11:23:57 AM,4826.8,4889.0,69.84,,,,
290,01/15/30 11:53:57 AM,4819.0,4882.5,69.84,,,,
291,01/15/30 12:23:57 PM,4811.1,4875.6,69.85,,,,
292,01/15/30 12:53:57 PM,4805.1,4870.7,69.85,,,,
293,01/15/30 01:23:57 PM,4799.1,4863.8,69.89,,,,
294,01/15/30 01:53:57 PM,4791.2,4858.4,69.89,,,,
295,01/15/30 02:23:57 PM,4785.2,4852.0,69.89,,,,
296,01/15/30 02:53:57 PM,4777.4,4846.6,69.91,,,,
297,01/15/30 03:23:57 PM,4772.0,4841.2,69.89,,,,
298,01/15/30 03:53:57 PM,4764.2,4832.7,43.23,,,,
299,01/15/30 04:23:57 PM,33656.3,16116.7,42.89,,,,
300,01/15/30 04:53:57 PM,33656.3,15926.8,42.69,,,,
301,01/15/30 05:23:57 PM,33656.3,15610.4,42.40,,,,
302,01/15/30 05:53:57 PM,33656.3,15301.5,42.06,,,,
303,01/15/30 06:23:57 PM,33656.3,15069.9,41.74,,,,
304,01/15/30 06:53:57 PM,33656.3,14894.1,41.45,,,,
305,01/15/30 07:23:57 PM,33656.3,14548.3,41.11,,,,
306,01/15/30 07:53:57 PM,33656.3,14378.1,40.91,,,,
307,01/15/30 08:23:57 PM,33656.3,14209.6,40.66,,,,
308,01/15/30 08:53:57 PM,33656.3,13976.2,40.41,,,,
309,01/15/30 09:23:57 PM,33656.3,13811.3,40.19,,,,
310,01/15/30 09:53:57 PM,33656.3,4771.0,69.93,,,,
311,01/15/30 10:23:57 PM,4685.1,4765.6,69.94,,,,
312,01/15/30 10:53:57 PM,4680.9,4760.8,69.94,,,,
313,01/15/30 11:23:57 PM,4675.5,4755.4,69.94,,,,
314,01/15/30 11:53:57 PM,4667.7,4750.6,69.94,,,,
315,01/16/30 12:23:57 AM,4664.2,4745.7,69.94,,,,
316,01/16/30 12:53:57 AM,4656.4,4741.4,69.94,,,,
317,01/16/30 01:23:57 AM,4652.8,4737.1,69.96,,,,
318,01/16/30 01:53:57 AM,4645.1,4732.3,69.96,,,,
319,01/16/30 02:23:57 AM,4641.5,4727.5,69.96,,,,
320,01/16/30 02:53:57 AM,4633.8,4722.1,69.96,,,,
321,01/16/30 03:23:57 AM,4630.2,4717.8,69.96,,,,
322,01/16/30 03:53:57 AM,4622.4,4712.4,69.96,,,,
323,01/16/30 04:23:57 AM,4617.1,4707.0,69.96,,,,
324,01/16/30 04:53:57 AM,4611.7,4702.2,69.98,,,,
325,01/16/30 05:23:57 AM,4605.8,4697.4,69.98,,,,
326,01/16/30 05:53:57 AM,4600.4,4692.5,69.96,,,,
327,01/16/30 06:23:57 AM,4595.1,4687.2,69.96,,,,
328,01/16/30 06:53:57 AM,4589.2,4681.8,69.96,,,,
329,01/16/30 07:23:57 AM,4582.0,4676.4,69.98,,,,
330,01/16/30 07:53:57 AM,4577.9,4671.0,69.98,,,,
331,01/16/30 08:23:57 AM,4570.8,4666.2,69.98,,,,
332,01/16/30 08:53:57 AM,4565.4,4661.4,69.98,,,,
333,01/16/30 09:23:57 AM,4560.1,4656.0,69.96,,,,
334,01/16/30 09:53:57 AM,4554.2,4651.1,69.98,,,,
335,01/16/30 10:23:57 AM,4548.8,4646.3,69.96,,,,
336,01/16/30 10:53:57 AM,4543.5,4640.9,69.96,,,,
337,01/16/30 11:23:57 AM,4538.2,4635.5,69.96,,,,
338,01/16/30 11:53:57 AM,4530.5,4631.8,69.94,,,,
339,01/16/30 12:23:57 PM,4527.0,4626.4,69.96,,,,
340,01/16/30 12:53:57 PM,4519.9,4621.5,69.94,,,,
341,01/16/30 01:23:57 PM,4516.3,4615.6,69.94,,,,
342,01/16/30 01:53:57 PM,4508.6,4610.8,69.94,,,,
343,01/16/30 02:23:57 PM,4503.3,4606.5,69.94,,,,
344,01/16/30 02:53:57 PM,4498.0,4600.5,69.93,,,,
345,01/16/30 03:23:57 PM,4492.7,4596.2,69.93,,,,
346,01/16/30 03:53:57 PM,4487.4,4590.3,69.94,,,,
347,01/16/30 04:23:57 PM,4482.1,4586.0,69.93,,,,
348,01/16/30 04:53:57 PM,4476.8,4581.7,69.93,,,,
349,01/16/30 05:23:57 PM,4471.5,4576.3,69.93,,,,
350,01/16/30 05:53:57 PM,4465.6,4571.4,69.93,,,,
351,01/16/30 06:23:57 PM,4458.5,4566.6,69.91,,,,
352,01/16/30 06:53:57 PM,4455.0,4561.7,69.91,,,,
353,01/16/30 07:23:57 PM,4449.7,4558.0,69.91,,,,
354,01/16/30 07:53:57 PM,4444.4,4552.6,69.91,,,,
355,01/16/30 08:23:57 PM,4439.1,4547.7,69.91,,,,
356,01/16/30 08:53:57 PM,4433.9,4543.9,69.89,,,,
357,01/16/30 09:23:57 PM,4428.6,4539.6,69.91,,,,
358,01/16/30 09:53:57 PM,4423.3,4534.8,69.91,,,,
359,01/16/30 10:23:57 PM,6828.6,6637.0,69.78,,,,
360,01/16/30 10:53:57 PM,6220.4,6097.0,69.51,,,,
361,01/16/30 11:23:57 PM,6327.2,6185.5,69.46,,,,
362,01/16/30 11:53:57 PM,6345.3,6198.2,69.58,,,,
363,01/17/30 12:23:57 AM,6363.4,6212.0,69.78,,,,
364,01/17/30 12:53:57 AM,6357.4,6206.3,69.85,,,,
365,01/17/30 01:23:57 AM,6352.0,6202.2,69.91,,,,
366,01/17/30 01:53:57 AM,6345.3,6196.4,69.96,,,,
367,01/17/30 02:23:57 AM,6333.2,6187.2,69.98,,,,
368,01/17/30 02:53:57 AM,6323.2,6180.3,70.02,,,,
369,01/17/30 03:23:57 AM,6313.8,6171.1,70.03,,,,
370,01/17/30 03:53:57 AM,6300.4,6159.0,70.05,,,,
371,01/17/30 04:23:57 AM,6292.4,6150.9,70.07,,,,
372,01/17/30 04:53:57 AM,6279.7,6142.3,70.09,,,,
373,01/17/30 05:23:57 AM,6267.0,6133.1,70.12,,,,
374,01/17/30 05:53:57 AM,6261.7,6126.2,70.14,,,,
375,01/17/30 06:23:57 AM,6249.7,6118.2,70.14,,,,
376,01/17/30 06:53:57 AM,6236.4,6106.2,70.16,,,,
377,01/17/30 07:23:57 AM,6231.0,6101.6,70.18,,,,
378,01/17/30 07:53:57 AM,6221.7,6094.1,70.20,,,,
379,01/17/30 08:23:57 AM,6211.8,6082.7,70.23,,,,
380,01/17/30 08:53:57 AM,4934.7,5219.3,25.61,,,,
381,01/17/30 09:23:57 AM,33656.3,5141.8,25.41,,,,
382,01/17/30 09:53:57 AM,33656.3,2192.9,106.16,,,,
383,01/17/30 10:23:57 AM,33656.3,55037.4,86.56,,,,
384,01/17/30 10:53:57 AM,33656.3,55037.4,89.85,,,,
385,01/17/30 11:23:57 AM,33656.3,55037.4,90.32,,,,
386,01/17/30 11:53:57 AM,33656.3,55037.4,90.82,,,,
387,01/17/30 12:23:57 PM,33656.3,55037.4,90.63,,,,
