Plot Title: HSLE,,,,,,,,
#,"Date Time, GMT-04:00","Low Range, ?S/cm (LGR S/N: 20370966, SEN S/N: 20370966)","High Range, ?S/cm (LGR S/N: 20370966, SEN S/N: 20370966)","Temp, °C (LGR S/N: 20370966, SEN S/N: 20370966)",Coupler Detached (LGR S/N: 20370966),Coupler Attached (LGR S/N: 20370966),Stopped (LGR S/N: 20370966),End Of File (LGR S/N: 20370966)
234,8/6/2018 9:53,2984.3,3183.2,19.44,,,,
235,8/6/2018 10:23,2984.9,3184.4,19.44,,,,
236,8/6/2018 10:53,2985.4,3185,19.44,,,,
237,8/6/2018 11:23,2985.4,3185,19.44,,,,
238,8/6/2018 11:53,2987,3185.6,19.44,,,,
239,8/6/2018 12:23,2987,3186.1,19.44,,,,
240,8/6/2018 12:53,2987,3186.1,19.46,,,,
241,8/6/2018 13:23,2987,3187.3,19.46,,,,
242,8/6/2018 13:53,2987.5,3187.3,19.46,,,,
243,8/6/2018 14:23,2988.6,3187.9,19.46,,,,
244,8/6/2018 14:53,2988.6,3188.5,19.47,,,,
245,8/6/2018 15:23,2989.7,3188.5,19.47,,,,
246,8/6/2018 15:53,2989.7,3189.1,19.46,,,,
247,8/6/2018 16:23,2989.7,3189.1,19.47,,,,
248,8/6/2018 16:53,2989.7,3190.3,19.47,,,,
249,8/6/2018 17:21,,,,,Logged,,
250,8/6/2018 17:21,,,,,,Logged,Logged
