Plot Title: HSLE,,,,,,,,
#,"Date Time, GMT-04:00","Low Range, ?S/cm (LGR S/N: 20370966, SEN S/N: 20370966)","High Range, ?S/cm (LGR S/N: 20370966, SEN S/N: 20370966)","Temp, °C (LGR S/N: 20370966, SEN S/N: 20370966)",Coupler Detached (LGR S/N: 20370966),Coupler Attached (LGR S/N: 20370966),Stopped (LGR S/N: 20370966),End Of File (LGR S/N: 20370966)
1,7/9/2018 10:23,0,0,24.19,,,,
2,7/9/2018 10:24,,,,Logged,,,
3,7/9/2018 10:53,2766.9,2941,20.04,,,,
4,7/9/2018 11:23,2751.7,2923.5,19.79,,,,
5,7/9/2018 11:53,2747.5,2918.6,19.7,,,,
6,7/9/2018 12:23,2746.4,2916.8,19.66,,,,
7,7/9/2018 12:53,2744.3,2913.8,19.62,,,,
8,7/9/2018 13:23,2743.3,2912.6,19.6,,,,
9,7/9/2018 13:53,2741.2,2911.4,19.59,,,,
10,7/9/2018 14:23,2741.2,2911.4,19.57,,,,
11,7/9/2018 14:53,2741.2,2910.2,19.56,,,,
12,7/9/2018 15:23,2740.1,2910.2,19.55,,,,
13,7/9/2018 15:53,2740.1,2909.6,19.53,,,,
14,7/9/2018 16:23,2738.6,2909.6,19.53,,,,
15,7/9/2018 16:53,2736,2907.7,19.5,,,,
16,7/9/2018 17:23,2734.4,2907.1,19.5,,,,
17,7/9/2018 17:53,2733.9,2907.1,19.49,,,,
18,7/9/2018 18:23,2733.3,2906.5,19.48,,,,
19,7/9/2018 18:53,2733.9,2907.1,19.47,,,,
20,7/9/2018 19:23,2733.9,2907.1,19.48,,,,
21,7/9/2018 19:53,2734.9,2908.3,19.47,,,,
22,7/9/2018 20:23,2737,2909.6,19.47,,,,
23,7/9/2018 20:53,2736.5,2909.6,19.46,,,,
24,7/9/2018 21:23,2738,2910.2,19.46,,,,
25,7/9/2018 21:53,2738,2910.2,19.46,,,,
26,7/9/2018 22:23,2738,2910.2,19.46,,,,
27,7/9/2018 22:53,2738.6,2910.8,19.44,,,,
28,7/9/2018 23:23,2738,2910.2,19.44,,,,
29,7/9/2018 23:53,2738,2909.6,19.44,,,,
30,7/10/2018 0:23,2738,2909.6,19.44,,,,
31,7/10/2018 0:53,2739.1,2910.2,19.44,,,,
32,7/10/2018 1:23,2738.6,2909.6,19.44,,,,
33,7/10/2018 1:53,2737.5,2908.3,19.44,,,,
34,7/10/2018 2:23,2737,2907.1,19.44,,,,
35,7/10/2018 2:53,2736.5,2906.5,19.43,,,,
36,7/10/2018 3:23,2736.5,2906.5,19.43,,,,
37,7/10/2018 3:53,2736.5,2905.3,19.44,,,,
38,7/10/2018 4:23,2736.5,2905.3,19.44,,,,
39,7/10/2018 4:53,2736,2905.3,19.43,,,,
40,7/10/2018 5:23,2734.9,2903.5,19.44,,,,
41,7/10/2018 5:53,2733.9,2902.9,19.43,,,,
42,7/10/2018 6:23,2733.3,2901.1,19.43,,,,
43,7/10/2018 6:53,2732.3,2899.9,19.43,,,,
44,7/10/2018 7:23,2732.3,2899.9,19.43,,,,
45,7/10/2018 7:53,2731.2,2898.1,19.43,,,,
46,7/10/2018 8:23,2729.1,2896.2,19.43,,,,
47,7/10/2018 8:53,2729.1,2896.2,19.43,,,,
48,7/10/2018 9:23,2729.1,2895.6,19.42,,,,
49,7/10/2018 9:53,2728.1,2893.8,19.42,,,,
50,7/10/2018 10:23,2727,2892,19.42,,,,
51,7/10/2018 10:53,2723.9,2889.6,19.42,,,,
52,7/10/2018 11:23,2722.8,2887.8,19.42,,,,
53,7/10/2018 11:53,2720.8,2886.6,19.42,,,,
54,7/10/2018 12:23,2719.2,2883.5,19.41,,,,
55,7/10/2018 12:53,2718.1,2881.7,19.41,,,,
56,7/10/2018 13:23,2715.5,2879.9,19.41,,,,
57,7/10/2018 13:53,2713.9,2877.5,19.4,,,,
58,7/10/2018 14:23,2712.4,2875.7,19.4,,,,
59,7/10/2018 14:53,2709.8,2873.2,19.38,,,,
60,7/10/2018 15:23,2708.2,2871.4,19.4,,,,
61,7/10/2018 15:53,2706.6,2869,19.38,,,,
62,7/10/2018 16:23,2705.6,2867.8,19.38,,,,
63,7/10/2018 16:53,2707.1,2869,19.37,,,,
64,7/10/2018 17:23,2709.8,2872.6,19.37,,,,
65,7/10/2018 17:53,2710.8,2873.2,19.37,,,,
66,7/10/2018 18:23,2712.9,2876.9,19.37,,,,
67,7/10/2018 18:53,2712.9,2876.3,19.37,,,,
68,7/10/2018 19:23,2716,2880.5,19.36,,,,
69,7/10/2018 19:53,2715,2881.1,19.37,,,,
70,7/10/2018 20:23,2711.9,2879.3,19.37,,,,
71,7/10/2018 20:53,2710.3,2878.1,19.38,,,,
72,7/10/2018 21:23,2707.1,2876.9,19.37,,,,
73,7/10/2018 21:53,2703,2874.4,19.38,,,,
74,7/10/2018 22:23,2699.3,2872,19.38,,,,
75,7/10/2018 22:53,2695.6,2870.2,19.4,,,,
76,7/10/2018 23:23,2691.5,2867.8,19.4,,,,
77,7/10/2018 23:53,2687.8,2866,19.41,,,,
78,7/11/2018 0:23,2684.7,2864.7,19.41,,,,
79,7/11/2018 0:53,2682,2864.7,19.42,,,,
80,7/11/2018 1:23,2680,2864.1,19.42,,,,
81,7/11/2018 1:53,2678.4,2864.7,19.43,,,,
82,7/11/2018 2:23,2676.3,2866,19.44,,,,
83,7/11/2018 2:53,2675.3,2866.6,19.46,,,,
84,7/11/2018 3:23,2672.1,2867.2,19.46,,,,
85,7/11/2018 3:53,2670,2867.8,19.47,,,,
86,7/11/2018 4:23,2667.4,2867.8,19.47,,,,
87,7/11/2018 4:53,2664.3,2868.4,19.48,,,,
88,7/11/2018 5:23,2661.2,2869,19.49,,,,
89,7/11/2018 5:53,2657,2868.4,19.49,,,,
90,7/11/2018 6:23,2652.3,2867.8,19.5,,,,
91,7/11/2018 6:53,2647.6,2866.6,19.51,,,,
92,7/11/2018 7:23,2641.9,2865.3,19.51,,,,
93,7/11/2018 7:53,2637.2,2864.1,19.51,,,,
94,7/11/2018 8:23,2630.9,2860.5,19.53,,,,
95,7/11/2018 8:53,2625.7,2858.7,19.53,,,,
96,7/11/2018 9:23,2622.6,2856.2,19.54,,,,
97,7/11/2018 9:53,2620,2856.2,19.55,,,,
98,7/11/2018 10:23,2619.5,2856.2,19.55,,,,
99,7/11/2018 10:53,2621,2858.1,19.55,,,,
100,7/11/2018 11:23,2621,2856.9,19.55,,,,
101,7/11/2018 11:53,2572.7,2797.3,19.56,,,,
102,7/11/2018 12:23,2023.9,2146.6,19.56,,,,
103,7/11/2018 12:53,244.6,253.6,19.56,,,,
104,7/11/2018 13:23,46.2,146.8,19.61,,,,
105,7/11/2018 13:53,0,0,19.63,,,,
106,7/11/2018 14:23,0,0,19.65,,,,
107,7/11/2018 14:53,0,0,19.65,,,,
108,7/11/2018 15:23,0,0,19.65,,,,
109,7/11/2018 15:53,0,0,19.66,,,,
110,7/11/2018 16:23,0,0,19.66,,,,
111,7/11/2018 16:53,0,0,19.67,,,,
112,7/11/2018 17:23,0,0,19.67,,,,
113,7/11/2018 17:53,0,0,19.67,,,,
114,7/11/2018 18:23,0,0,19.68,,,,
115,7/11/2018 18:53,0,0,19.68,,,,
116,7/11/2018 19:23,0,0,19.68,,,,
117,7/11/2018 19:53,0,0,19.69,,,,
118,7/11/2018 20:23,0,0,19.69,,,,
119,7/11/2018 20:53,0,0,19.69,,,,
120,7/11/2018 21:23,0,0,19.7,,,,
121,7/11/2018 21:53,0,0,19.72,,,,
122,7/11/2018 22:23,0,0,19.72,,,,
123,7/11/2018 22:53,0,0,19.72,,,,
124,7/11/2018 23:23,0,0,19.73,,,,
125,7/11/2018 23:53,0,0,19.74,,,,
126,7/12/2018 0:23,0,0,19.74,,,,
127,7/12/2018 0:53,0,0,19.75,,,,
128,7/12/2018 1:23,0,0,19.76,,,,
129,7/12/2018 1:53,0,0,19.76,,,,
130,7/12/2018 2:23,0,0,19.78,,,,
131,7/12/2018 2:53,0,0,19.78,,,,
132,7/12/2018 3:23,0,0,19.78,,,,
133,7/12/2018 3:53,0,0,19.79,,,,
134,7/12/2018 4:23,0,0,19.79,,,,
135,7/12/2018 4:53,0,0,19.8,,,,
136,7/12/2018 5:23,0,0,19.8,,,,
137,7/12/2018 5:53,0,0,19.8,,,,
138,7/12/2018 6:23,0,0,19.8,,,,
139,7/12/2018 6:53,0,0,19.81,,,,
140,7/12/2018 7:23,0,0,19.81,,,,
141,7/12/2018 7:53,0,0,19.81,,,,
142,7/12/2018 8:23,0,0,19.82,,,,
143,7/12/2018 8:53,0,0,19.82,,,,
144,7/12/2018 9:23,0,0,19.81,,,,
145,7/12/2018 9:53,0,0,19.82,,,,
146,7/12/2018 10:23,0,0,19.82,,,,
147,7/12/2018 10:53,0,0,19.82,,,,
148,7/12/2018 11:23,0,0,19.82,,,,
149,7/12/2018 11:53,0,0,19.82,,,,
150,7/12/2018 12:23,0,0,19.82,,,,
151,7/12/2018 12:53,0,0,19.82,,,,
152,7/12/2018 13:23,0,0,19.82,,,,
153,7/12/2018 13:53,0,0,19.82,,,,
154,7/12/2018 14:23,0,0,19.82,,,,
155,7/12/2018 14:53,0,0,19.81,,,,
156,7/12/2018 15:23,0,0,19.82,,,,
157,7/12/2018 15:53,0,0,19.81,,,,
158,7/12/2018 16:23,0,0,19.81,,,,
159,7/12/2018 16:53,0,0,19.81,,,,
160,7/12/2018 17:23,0,0,19.82,,,,
161,7/12/2018 17:53,0,0,19.82,,,,
162,7/12/2018 18:23,0,0,19.81,,,,
163,7/12/2018 18:53,0,0,19.82,,,,
164,7/12/2018 19:23,0,0,19.81,,,,
165,7/12/2018 19:53,0,0,19.81,,,,
166,7/12/2018 20:23,0,0,19.82,,,,
167,7/12/2018 20:53,0,0,19.82,,,,
168,7/12/2018 21:23,0,0,19.82,,,,
169,7/12/2018 21:53,0,0,19.84,,,,
170,7/12/2018 22:23,0,0,19.84,,,,
171,7/12/2018 22:53,0,0,19.84,,,,
172,7/12/2018 23:23,0,0,19.84,,,,
173,7/12/2018 23:53,0,0,19.85,,,,
174,7/13/2018 0:23,0,0,19.85,,,,
175,7/13/2018 0:53,0,0,19.85,,,,
176,7/13/2018 1:23,0,0,19.86,,,,
177,7/13/2018 1:53,0,0,19.86,,,,
178,7/13/2018 2:23,0,0,19.86,,,,
179,7/13/2018 2:53,0,0,19.86,,,,
180,7/13/2018 3:23,0,0,19.87,,,,
181,7/13/2018 3:53,0,0,19.87,,,,
182,7/13/2018 4:23,0,0,19.87,,,,
183,7/13/2018 4:53,0,0,19.87,,,,
184,7/13/2018 5:23,0,0,19.87,,,,
185,7/13/2018 5:53,0,0,19.88,,,,
186,7/13/2018 6:23,55.7,151,19.81,,,,
187,7/13/2018 6:53,2733.3,2939.2,19.67,,,,
188,7/13/2018 7:23,2797.9,3005.4,19.68,,,,
189,7/13/2018 7:53,2835.9,3049.8,19.7,,,,
190,7/13/2018 8:23,2850.1,3068.3,19.75,,,,
191,7/13/2018 8:53,2868.1,3088.6,19.78,,,,
192,7/13/2018 9:23,2885.6,3109.5,19.8,,,,
193,7/13/2018 9:53,2902,3130.3,19.82,,,,
194,7/13/2018 10:23,2906.7,3142.2,19.84,,,,
195,7/13/2018 10:53,2909.4,3145.2,19.85,,,,
196,7/13/2018 11:23,2914.2,3153.5,19.86,,,,
197,7/13/2018 11:53,2914.7,3158.3,19.87,,,,
198,7/13/2018 12:23,2915.2,3163,19.87,,,,
199,7/13/2018 12:53,2912.6,3163,19.87,,,,
200,7/13/2018 13:23,2904.6,3157.7,19.86,,,,
201,7/13/2018 13:53,2896.1,3150.6,19.86,,,,
202,7/13/2018 14:23,2888.7,3145.8,19.85,,,,
203,7/13/2018 14:53,2887.1,3144,19.84,,,,
204,7/13/2018 15:23,2888.7,3144.6,19.84,,,,
205,7/13/2018 15:53,2888.2,3144.6,19.84,,,,
206,7/13/2018 16:23,2889.3,3144,19.84,,,,
207,7/13/2018 16:53,2890.3,3144.6,19.84,,,,
208,7/13/2018 17:23,2891.4,3144.6,19.84,,,,
209,7/13/2018 17:53,2889.8,3144,19.82,,,,
210,7/13/2018 18:23,2891.4,3144.6,19.82,,,,
211,7/13/2018 18:53,2893,3145.8,19.82,,,,
212,7/13/2018 19:23,2894,3145.8,19.82,,,,
213,7/13/2018 19:53,2895.1,3147,19.82,,,,
214,7/13/2018 20:23,2895.6,3147,19.82,,,,
215,7/13/2018 20:53,2895.6,3148.2,19.82,,,,
216,7/13/2018 21:23,2896.7,3148.8,19.84,,,,
217,7/13/2018 21:53,2897.7,3149.4,19.84,,,,
218,7/13/2018 22:23,2897.7,3150,19.84,,,,
219,7/13/2018 22:53,2897.7,3150,19.84,,,,
220,7/13/2018 23:23,2898.3,3150,19.85,,,,
221,7/13/2018 23:53,2898.8,3151.1,19.85,,,,
222,7/14/2018 0:23,2900.4,3151.1,19.86,,,,
223,7/14/2018 0:53,2899.9,3150.6,19.86,,,,
224,7/14/2018 1:23,2900.9,3151.1,19.86,,,,
225,7/14/2018 1:53,2901.4,3152.3,19.86,,,,
226,7/14/2018 2:23,2902,3152.9,19.86,,,,
227,7/14/2018 2:53,2903,3153.5,19.86,,,,
228,7/14/2018 3:23,2902.5,3152.3,19.86,,,,
229,7/14/2018 3:53,2903.6,3154.1,19.87,,,,
230,7/14/2018 4:23,2905.2,3155.3,19.87,,,,
231,7/14/2018 4:53,2905.2,3155.3,19.87,,,,
232,7/14/2018 5:23,2905.2,3155.3,19.87,,,,
233,7/14/2018 5:53,2906.2,3156.5,19.87,,,,
234,7/14/2018 6:23,2907.3,3157.1,19.86,,,,
235,7/14/2018 6:53,2905.7,3157.1,19.87,,,,
236,7/14/2018 7:23,2905.7,3157.1,19.86,,,,
237,7/14/2018 7:53,2906.2,3156.5,19.86,,,,
238,7/14/2018 8:23,2904.6,3155.9,19.86,,,,
239,7/14/2018 8:53,2904.6,3155.9,19.86,,,,
240,7/14/2018 9:23,2905.2,3155.3,19.85,,,,
241,7/14/2018 9:53,2906.2,3155.9,19.85,,,,
242,7/14/2018 10:23,2905.7,3154.1,19.84,,,,
243,7/14/2018 10:53,2905.7,3155.3,19.85,,,,
244,7/14/2018 11:23,2905.7,3155.3,19.84,,,,
245,7/14/2018 11:53,2905.7,3155.3,19.82,,,,
246,7/14/2018 12:23,2905.7,3155.9,19.82,,,,
247,7/14/2018 12:53,2904.6,3155.3,19.81,,,,
248,7/14/2018 13:23,2905.7,3155.3,19.81,,,,
249,7/14/2018 13:53,2905.7,3154.7,19.81,,,,
250,7/14/2018 14:23,2906.2,3154.7,19.8,,,,
251,7/14/2018 14:53,2907.8,3154.7,19.8,,,,
252,7/14/2018 15:23,2908.3,3155.3,19.79,,,,
253,7/14/2018 15:53,2908.9,3155.9,19.79,,,,
254,7/14/2018 16:23,2907.8,3154.7,19.79,,,,
255,7/14/2018 16:53,2906.7,3153.5,19.78,,,,
256,7/14/2018 17:23,2905.7,3151.1,19.76,,,,
257,7/14/2018 17:53,2904.6,3150,19.76,,,,
258,7/14/2018 18:23,2902,3148.8,19.76,,,,
259,7/14/2018 18:53,2900.4,3147,19.75,,,,
260,7/14/2018 19:23,2898.3,3145.2,19.75,,,,
261,7/14/2018 19:53,2897.2,3144,19.74,,,,
262,7/14/2018 20:23,2896.7,3144.6,19.74,,,,
263,7/14/2018 20:53,2899.9,3144.6,19.74,,,,
264,7/14/2018 21:23,2880.3,3117.8,19.74,,,,
265,7/14/2018 21:53,1768.3,1860.9,19.74,,,,
266,7/14/2018 22:23,57,150.6,19.79,,,,
267,7/14/2018 22:53,0,0,19.8,,,,
268,7/14/2018 23:23,0,0,19.81,,,,
269,7/14/2018 23:53,0,0,19.82,,,,
270,7/15/2018 0:23,0,0,19.82,,,,
271,7/15/2018 0:53,0,0,19.84,,,,
272,7/15/2018 1:23,0,0,19.82,,,,
273,7/15/2018 1:53,0,0,19.85,,,,
274,7/15/2018 2:23,0,0,19.85,,,,
275,7/15/2018 2:53,0,0,19.85,,,,
276,7/15/2018 3:23,0,0,19.86,,,,
277,7/15/2018 3:53,0,0,19.86,,,,
278,7/15/2018 4:23,0,0,19.86,,,,
279,7/15/2018 4:53,0,0,19.87,,,,
280,7/15/2018 5:23,0,0,19.87,,,,
281,7/15/2018 5:53,0,0,19.88,,,,
282,7/15/2018 6:23,0,0,19.88,,,,
283,7/15/2018 6:53,0,0,19.88,,,,
284,7/15/2018 7:23,0,0,19.88,,,,
285,7/15/2018 7:53,0,0,19.89,,,,
286,7/15/2018 8:23,0,0,19.89,,,,
287,7/15/2018 8:53,0,0,19.88,,,,
288,7/15/2018 9:23,0,0,19.89,,,,
289,7/15/2018 9:53,0,0,19.89,,,,
290,7/15/2018 10:23,0,0,19.89,,,,
291,7/15/2018 10:53,0,0,19.89,,,,
292,7/15/2018 11:23,0,0,19.88,,,,
293,7/15/2018 11:53,0,0,19.88,,,,
294,7/15/2018 12:23,0,0,19.88,,,,
295,7/15/2018 12:53,0,0,19.88,,,,
296,7/15/2018 13:23,0,0,19.88,,,,
297,7/15/2018 13:53,0,0,19.88,,,,
298,7/15/2018 14:23,0,0,19.88,,,,
299,7/15/2018 14:53,0,0,19.87,,,,
300,7/15/2018 15:23,0,0,19.87,,,,
301,7/15/2018 15:53,0,0,19.87,,,,
302,7/15/2018 16:23,0,0,19.87,,,,
303,7/15/2018 16:53,0,0,19.87,,,,
304,7/15/2018 17:23,0,0,19.87,,,,
305,7/15/2018 17:53,0,0,19.87,,,,
306,7/15/2018 18:23,0,0,19.86,,,,
307,7/15/2018 18:53,0,0,19.86,,,,
308,7/15/2018 19:23,0,0,19.87,,,,
309,7/15/2018 19:53,0,0,19.87,,,,
310,7/15/2018 20:23,0,0,19.88,,,,
311,7/15/2018 20:53,0,0,19.88,,,,
312,7/15/2018 21:23,0,0,19.87,,,,
313,7/15/2018 21:53,0,0,19.88,,,,
314,7/15/2018 22:23,0,0,19.88,,,,
315,7/15/2018 22:53,0,0,19.88,,,,
316,7/15/2018 23:23,0,0,19.89,,,,
317,7/15/2018 23:53,0,0,19.89,,,,
318,7/16/2018 0:23,0,0,19.91,,,,
319,7/16/2018 0:53,0,0,19.91,,,,
320,7/16/2018 1:23,0,0,19.91,,,,
321,7/16/2018 1:53,0,0,19.92,,,,
322,7/16/2018 2:23,0,0,19.92,,,,
323,7/16/2018 2:53,0,0,19.93,,,,
324,7/16/2018 3:23,0,0,19.93,,,,
325,7/16/2018 3:53,0,0,19.94,,,,
326,7/16/2018 4:23,0,0,19.94,,,,
327,7/16/2018 4:53,0,0,19.94,,,,
328,7/16/2018 5:23,0,0,19.95,,,,
329,7/16/2018 5:53,0,0,19.95,,,,
330,7/16/2018 6:23,0,0,19.95,,,,
331,7/16/2018 6:53,0,0,19.97,,,,
332,7/16/2018 7:23,0,0,19.97,,,,
333,7/16/2018 7:53,0,0,19.97,,,,
334,7/16/2018 8:23,0,0,19.98,,,,
335,7/16/2018 8:53,0,0,19.98,,,,
336,7/16/2018 9:23,0,0,19.98,,,,
337,7/16/2018 9:53,0,0,19.99,,,,
338,7/16/2018 10:23,0,0,19.99,,,,
339,7/16/2018 10:53,0,0,19.99,,,,
340,7/16/2018 11:23,0,0,19.99,,,,
341,7/16/2018 11:53,0,0,20,,,,
342,7/16/2018 12:23,0,0,20,,,,
343,7/16/2018 12:53,0,0,20,,,,
344,7/16/2018 13:23,0,0,20,,,,
345,7/16/2018 13:53,0,0,20,,,,
346,7/16/2018 14:23,0,0,20,,,,
347,7/16/2018 14:53,0,0,20,,,,
348,7/16/2018 15:23,0,0,20,,,,
349,7/16/2018 15:53,0,0,20,,,,
350,7/16/2018 16:00,,,,,Logged,,
351,7/16/2018 16:00,,,,,,Logged,Logged
1,7/16/2018 16:23,0,0,21.01,Logged,,,
2,7/16/2018 16:53,0,0,20.24,,,,
3,7/16/2018 17:23,0,0,20.11,,,,
4,7/16/2018 17:53,0,0,20.08,,,,
5,7/16/2018 18:23,0,0,20.06,,,,
6,7/16/2018 18:53,0,0,20.06,,,,
7,7/16/2018 19:23,0,0,20.06,,,,
8,7/16/2018 19:53,0,0,20.07,,,,
9,7/16/2018 20:23,0,0,20.07,,,,
10,7/16/2018 20:53,0,0,20.08,,,,
11,7/16/2018 21:23,0,0,20.1,,,,
12,7/16/2018 21:53,0,0,20.1,,,,
13,7/16/2018 22:23,0,0,20.11,,,,
14,7/16/2018 22:53,0,0,20.12,,,,
15,7/16/2018 23:23,0,0,20.13,,,,
16,7/16/2018 23:53,0,0,20.14,,,,
17,7/17/2018 0:23,0,0,20.14,,,,
18,7/17/2018 0:53,0,0,20.16,,,,
19,7/17/2018 1:23,0,0,20.17,,,,
20,7/17/2018 1:53,0,0,20.18,,,,
21,7/17/2018 2:23,0,0,20.19,,,,
22,7/17/2018 2:53,0,0,20.2,,,,
23,7/17/2018 3:23,0,0,20.2,,,,
24,7/17/2018 3:53,0,0,20.21,,,,
25,7/17/2018 4:23,0,0,20.23,,,,
26,7/17/2018 4:53,0,0,20.24,,,,
27,7/17/2018 5:23,0,0,20.24,,,,
28,7/17/2018 5:53,0,0,20.25,,,,
29,7/17/2018 6:23,0,0,20.26,,,,
30,7/17/2018 6:53,0,0,20.26,,,,
31,7/17/2018 7:23,0,0,20.26,,,,
32,7/17/2018 7:53,0,0,20.27,,,,
33,7/17/2018 8:23,0,0,20.29,,,,
34,7/17/2018 8:53,0,0,20.29,,,,
35,7/17/2018 9:23,0,0,20.3,,,,
36,7/17/2018 9:53,0,0,20.3,,,,
37,7/17/2018 10:23,0,0,20.31,,,,
38,7/17/2018 10:53,0,0,20.31,,,,
39,7/17/2018 11:23,0,0,20.32,,,,
40,7/17/2018 11:53,0,0,20.32,,,,
41,7/17/2018 12:23,0,0,20.33,,,,
42,7/17/2018 12:53,0,0,20.33,,,,
43,7/17/2018 13:23,0,0,20.33,,,,
44,7/17/2018 13:53,0,0,20.33,,,,
45,7/17/2018 14:23,0,0,20.33,,,,
46,7/17/2018 14:53,0,0,20.35,,,,
47,7/17/2018 15:23,0,0,20.35,,,,
48,7/17/2018 15:53,0,0,20.36,,,,
49,7/17/2018 16:23,0,0,20.39,,,,
50,7/17/2018 16:53,0,0,20.42,,,,
51,7/17/2018 17:23,0,0,20.42,,,,
52,7/17/2018 17:53,2281.2,2428.5,20.31,,,,
53,7/17/2018 18:23,2367,2526.4,20.31,,,,
54,7/17/2018 18:53,2377.8,2540,20.32,,,,
55,7/17/2018 19:23,2345,2506.6,20.33,,,,
56,7/17/2018 19:53,2346,2508.5,20.35,,,,
57,7/17/2018 20:23,2354.2,2519,20.35,,,,
58,7/17/2018 20:53,2396.2,2566.6,20.36,,,,
59,7/17/2018 21:23,2440.4,2614.1,20.38,,,,
60,7/17/2018 21:53,2468.7,2644.2,20.39,,,,
61,7/17/2018 22:23,2495.1,2673.7,20.4,,,,
62,7/17/2018 22:53,2515.7,2697.6,20.4,,,,
63,7/17/2018 23:23,2535.9,2719.1,20.42,,,,
64,7/17/2018 23:53,2558.2,2744.8,20.43,,,,
65,7/18/2018 0:23,2581.5,2769.8,20.43,,,,
66,7/18/2018 0:53,2607.5,2799.1,20.44,,,,
67,7/18/2018 1:23,2632.5,2825.3,20.45,,,,
68,7/18/2018 1:53,2656.5,2852,20.46,,,,
69,7/18/2018 2:23,2681,2879.3,20.48,,,,
70,7/18/2018 2:53,2704,2903.5,20.48,,,,
71,7/18/2018 3:23,2725.5,2927.1,20.49,,,,
72,7/18/2018 3:53,2745.4,2949.4,20.5,,,,
73,7/18/2018 4:23,2764.8,2970.5,20.5,,,,
74,7/18/2018 4:53,2782.7,2991,20.51,,,,
75,7/18/2018 5:23,2799.5,3008.4,20.51,,,,
76,7/18/2018 5:53,2815.3,3024.6,20.52,,,,
77,7/18/2018 6:23,2828.5,3040.2,20.52,,,,
78,7/18/2018 6:53,2841.2,3052.2,20.52,,,,
79,7/18/2018 7:23,2850.7,3064.7,20.52,,,,
80,7/18/2018 7:53,2861.8,3074.3,20.54,,,,
81,7/18/2018 8:23,2870.2,3083.2,20.54,,,,
82,7/18/2018 8:53,2877.6,3090.4,20.54,,,,
83,7/18/2018 9:23,2884,3097,20.54,,,,
84,7/18/2018 9:53,2888.7,3102.9,20.55,,,,
85,7/18/2018 10:23,2893.5,3107.1,20.54,,,,
86,7/18/2018 10:53,2896.1,3110.7,20.55,,,,
87,7/18/2018 11:23,2898.8,3113.1,20.55,,,,
88,7/18/2018 11:53,2902,3115.5,20.55,,,,
89,7/18/2018 12:23,2903,3116,20.55,,,,
90,7/18/2018 12:53,2904.6,3117.2,20.55,,,,
91,7/18/2018 13:23,2905.2,3118.4,20.54,,,,
92,7/18/2018 13:53,2905.7,3117.8,20.54,,,,
93,7/18/2018 14:23,2904.6,3117.2,20.54,,,,
94,7/18/2018 14:53,2904.6,3116,20.52,,,,
95,7/18/2018 15:23,2904.1,3114.9,20.52,,,,
96,7/18/2018 15:53,2902.5,3112.5,20.52,,,,
97,7/18/2018 16:23,2900.4,3110.1,20.52,,,,
98,7/18/2018 16:53,2898.3,3106.5,20.52,,,,
99,7/18/2018 17:23,2896.7,3103.5,20.51,,,,
100,7/18/2018 17:53,2893.5,3100,20.51,,,,
101,7/18/2018 18:23,2889.3,3096.4,20.51,,,,
102,7/18/2018 18:53,2882.9,3088,20.51,,,,
103,7/18/2018 19:23,2876.6,3082.1,20.51,,,,
104,7/18/2018 19:53,2870.7,3075.5,20.51,,,,
105,7/18/2018 20:23,2864.4,3068.9,20.5,,,,
106,7/18/2018 20:53,2859.1,3061.7,20.51,,,,
107,7/18/2018 21:23,2851.7,3054.6,20.51,,,,
108,7/18/2018 21:53,2846.4,3047.4,20.5,,,,
109,7/18/2018 22:23,2840.1,3039,20.51,,,,
110,7/18/2018 22:53,2832.2,3031.8,20.51,,,,
111,7/18/2018 23:23,2825.9,3024,20.51,,,,
112,7/18/2018 23:53,2819.5,3016.8,20.51,,,,
113,7/19/2018 0:23,2813.7,3008.4,20.51,,,,
114,7/19/2018 0:53,2807.4,3001.8,20.5,,,,
115,7/19/2018 1:23,2803.2,2994.6,20.5,,,,
116,7/19/2018 1:53,2796.4,2987.4,20.5,,,,
117,7/19/2018 2:23,2792.7,2980.1,20.5,,,,
118,7/19/2018 2:53,2786.9,2974.1,20.5,,,,
119,7/19/2018 3:23,2781.6,2968.7,20.5,,,,
120,7/19/2018 3:53,2779,2962.7,20.5,,,,
121,7/19/2018 4:23,2773.7,2957.3,20.49,,,,
122,7/19/2018 4:53,2770.1,2952.4,20.49,,,,
123,7/19/2018 5:23,2765.3,2946.4,20.49,,,,
124,7/19/2018 5:53,2761.7,2942.2,20.48,,,,
125,7/19/2018 6:23,2758.5,2937.3,20.48,,,,
126,7/19/2018 6:53,2754.3,2931.9,20.48,,,,
127,7/19/2018 7:23,2750.6,2926.5,20.46,,,,
128,7/19/2018 7:53,2745.4,2921.6,20.46,,,,
129,7/19/2018 8:23,2740.7,2915.6,20.45,,,,
130,7/19/2018 8:53,2735.4,2909.6,20.45,,,,
131,7/19/2018 9:23,2731.2,2902.9,20.44,,,,
132,7/19/2018 9:53,2725.5,2896.9,20.43,,,,
133,7/19/2018 10:23,2718.1,2890.2,20.43,,,,
134,7/19/2018 10:53,2712.9,2883.5,20.42,,,,
135,7/19/2018 11:23,2705,2875,20.42,,,,
136,7/19/2018 11:53,2698.8,2867.8,20.4,,,,
137,7/19/2018 12:23,2692.5,2859.9,20.39,,,,
138,7/19/2018 12:53,2686.2,2851.4,20.38,,,,
139,7/19/2018 13:23,2678.9,2844.1,20.37,,,,
140,7/19/2018 13:53,2672.6,2836.2,20.36,,,,
141,7/19/2018 14:23,2666.4,2828.9,20.36,,,,
