Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	soilp_t_IV	soilp_m_IV	
* 1	2020-01-14 14:51:00	1		3.61576	115	-1.66923	11.7545	0.0551818	
* 2	2020-01-14 14:52:25	2		1.13564	115	-0.914984	11.3	0.037	
* 3	2020-01-14 14:54:24	1		1.5216	114	-1.57814	11.1	0.021	
* 4	2020-01-14 14:55:49	2		0.736859	114	-0.881472	10.8	0.014	
* 5	2020-01-14 14:57:29	1		5.52674	113	-1.19362	10.6	0	
* 6	2020-01-14 14:58:54	2		1.71283	113	-0.689733	10.4	0.015	
* 7	2020-01-14 15:01:00	1		3.86919	116	-1.51299	10.3	0	
* 8	2020-01-14 15:02:25	2		2.19606	116	-1.13722	10.2	0	
* 9	2020-01-14 15:04:41	1		5.52216	111	-3.69014	10.1	0	
* 10	2020-01-14 15:06:05	2		3.94246	111	-2.407	9.88182	0	
* 11	2020-01-14 15:08:02	1		0	110	0	9.8	0	
* 12	2020-01-14 15:09:27	2		2.65125	110	-1.34763	9.7	0	
* 13	2020-01-14 15:11:18	1		0	109	0	9.7	0	
* 14	2020-01-14 15:12:44	2		4.37912	109	-2.55856	9.7	0	
* 15	2020-01-14 15:14:29	1		3.44925	112	-2.69965	9.6	0	
* 16	2020-01-14 15:15:54	2		3.5258	112	-1.78673	9.6	0	
* 17	2020-01-14 15:19:08	1		6.24088	6	-1.26247	9.6	0	
* 18	2020-01-14 15:20:33	2		2.93737	6	-0.706509	9.5	0	
* 19	2020-01-14 15:22:16	1		4.93852	6_2	-0.410684	9.5	0	
* 20	2020-01-14 15:23:42	2		2.66359	6_2	-0.540329	9.5	0	
* 21	2020-01-14 15:25:41	1		4.90868	5	-6.65518	9.5	0	
* 22	2020-01-14 15:27:07	2		4.59446	5	-0.824619	9.5	0.003	
* 23	2020-01-14 15:29:10	1		2.16339	36	-0.148175	9.3	0.002	
* 24	2020-01-14 15:30:36	2		4.42257	36	-0.0655	9.3	0.002	
* 25	2020-01-14 15:32:31	1		3.36617	76	-0.795582	9.2	0.002	
* 26	2020-01-14 15:33:57	2		2.22634	76	-0.28143	9.2	0.002	
* 27	2020-01-14 15:35:54	1		2.06974	16	-0.574784	9.2	0.002	
* 28	2020-01-14 15:37:20	2		1.57963	16	-0.179131	9.1	0.016	
* 29	2020-01-14 15:39:09	1		1.80381	74	-0.121861	9.1	0	
* 30	2020-01-14 15:40:35	2		1.88792	74	-0.117027	9.1	0	
* 31	2020-01-14 15:42:38	1		3.2782	14	-0.0590028	9.1	0	
* 32	2020-01-14 15:44:03	2		2.06726	14	-0.125804	9.1	0	
* 33	2020-01-14 15:46:05	1		9.47742	73	-1.61993	9.2	0	
* 34	2020-01-14 15:47:30	2		3.11222	73	-0.467252	9.2	0	
* 35	2020-01-14 15:49:18	1		3.08168	7	-0.626354	9.2	0.001	
* 36	2020-01-14 15:50:43	2		5.23813	7	-0.50653	9.2	0	
* 37	2020-01-14 15:52:48	1		5.5684	13	-0.911677	9.2	0	
* 38	2020-01-14 15:54:13	2		2.32808	13	-0.289733	9.2	0	
* 39	2020-01-14 15:56:06	1		1.28326	15	0.643559	9.2	0	
* 40	2020-01-14 15:57:31	2		3.09288	15	0.0503753	9.2	0	
* 41	2020-01-14 15:59:17	1		3.74397	34	-0.28253	9.3	0	
* 42	2020-01-14 16:00:43	2		1.41787	34	-0.213745	9.2	0	
* 43	2020-01-14 16:02:43	1		3.92759	75	-0.0529956	9.3	0	
* 44	2020-01-14 16:04:09	2		2.45518	75	0.310633	9.2	0	
* 45	2020-01-14 16:06:15	1		13.1112	8	-1.94205	9.2	0	
* 46	2020-01-14 16:07:40	2		5.25232	8	-0.601715	9.2	0	
* 47	2020-01-14 16:10:07	1		0	33	0	9.24	0	
* 48	2020-01-14 16:11:32	2		2.37731	33	-0.871815	9.2	0	
* 49	2020-01-14 16:14:33	1		3.62673	35	-0.262889	9.2	0.003	
* 50	2020-01-14 16:15:58	2		2.05966	35	-0.0183922	9.08636	0.003	
