Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	soilp_t_IV	soilp_m_IV	
* 79	2020-02-20 11:17:32	1		0.510971	64	-0.0880112	5.97333	0	
* 80	2020-02-20 11:18:57	2		1.45149	64	-0.331753	5.8	0	
* 81	2020-02-20 11:21:00	1		3.14544	91	1.45981	5.7	0	
* 82	2020-02-20 11:22:26	2		0.965689	91	0.138815	5.5	0	
* 83	2020-02-20 11:24:46	1		0.459201	19	-0.0810024	5.4	0	
* 84	2020-02-20 11:26:12	2		0.638459	19	-0.142626	5.3	0	
* 85	2020-02-20 11:28:07	1		0.412674	72	-0.0190929	5.1	0	
* 86	2020-02-20 11:29:32	2		0.718243	72	-0.0577052	5.04091	0	
* 87	2020-02-20 11:32:02	1		2.92709	2	-0.222734	5	0	
* 88	2020-02-20 11:33:27	2		1.00418	2	-0.210927	4.97273	0	
* 89	2020-02-20 11:35:27	1		0.747534	30	-0.207101	5.1	0	
* 90	2020-02-20 11:36:53	2		0.911392	30	-0.264065	5.2	0	
* 91	2020-02-20 11:38:54	1		0.975635	92	-0.156629	5.3	0	
* 93	2020-02-20 11:42:18	1		1.35054	17	0.198298	5.4	0	
* 94	2020-02-20 11:43:43	2		0.639331	17	0.0686686	5.3	0	
* 95	2020-02-20 11:45:52	1		0.533977	63	-0.108692	5.3	0	
* 96	2020-02-20 11:47:18	2		0.521406	63	-0.234744	5.3	0	
* 97	2020-02-20 11:49:25	1		1.65238	71	0.609114	5.3	0	
* 98	2020-02-20 11:50:51	2		1.75693	71	0.532292	5.2	0.194	
* 99	2020-02-20 11:53:24	1		4.2721	1	-0.0529491	5.21364	0	
* 100	2020-02-20 11:54:50	2		2.73846	1	-1.51318	5.1	0	
* 101	2020-02-20 11:57:32	1		2.57798	69	-0.0936662	5.14091	0	
* 102	2020-02-20 11:58:58	2		1.49652	69	-0.317534	5.3	0	
* 103	2020-02-20 12:01:04	1		0.878036	62	-0.0678794	5.4	0	
* 104	2020-02-20 12:02:30	2		0.630124	62	-0.410213	5.3	0	
* 105	2020-02-20 12:04:26	1		0.879796	32	-0.0911368	5.33333	0	
* 107	2020-02-20 12:07:47	1		4.93747	18	-0.277	5.2	0	
* 108	2020-02-20 12:09:12	2		5.77287	18	-0.288346	5.2	0	
* 109	2020-02-20 12:12:18	1		2.63851	20	-0.796203	5.1	0	
* 110	2020-02-20 12:13:43	2		2.65021	20	-0.689675	5.1	0	
* 111	2020-02-20 12:16:07	1		1.27117	3	-0.692135	5.1	0	
* 112	2020-02-20 12:17:32	2		2.26509	3	-1.15159	5	0	
* 114	2020-02-20 12:20:50	2		1.20695	70	-0.100885	5	0	
* 115	2020-02-20 12:22:44	1		3.02121	49	-0.00637156	5.1	0	
* 116	2020-02-20 12:24:10	2		1.91808	49	-0.0322409	5.3	0	
* 117	2020-02-20 12:26:05	1		1.9209	31	-0.717705	5.5	0	
* 118	2020-02-20 12:27:30	2		2.06131	31	-0.851616	5.4	0	
* 119	2020-02-20 12:29:22	1		1.52042	89	-0.0496406	5.3	0	
* 120	2020-02-20 12:30:47	2		1.80725	89	-0.0557155	5.2	0	
* 121	2020-02-20 12:32:38	1		0.956643	61	-0.623008	5.1	0	
* 122	2020-02-20 12:34:03	2		1.1312	61	-0.779594	5	0	
* 123	2020-02-20 12:35:58	1		0.475097	51	-0.612078	4.9	0	
* 124	2020-02-20 12:37:23	2		0.382148	51	-0.119043	4.9	0	
* 125	2020-02-20 13:25:40	1		0.594583	101	-0.517386	8.9	0	
* 126	2020-02-20 13:27:06	2		0.696577	101	-0.522623	8.4	0	
