Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2019-09-25 09:18:21	23	18-5	0.003	0.056	20.3	5.82966	-0.798956	
2019-09-25 09:19:56	23	18-5	0.003	0.056	20.5	3.71276	-0.654562	
2019-09-25 09:22:05	80	18-8	0	0	20.5	5.14304	-2.1708	
2019-09-25 09:23:41	80	18-8	0.002	0.024	20.5	3.17412	-1.94829	
2019-09-25 09:26:00	77	19	0.001	0.008	20.5	6.75334	-1.46107	
2019-09-25 09:27:36	77	19	0.001	0.002	20.7	3.73437	-1.29555	
2019-09-25 09:29:59	11	19	0.012	0.367	20.9	5.26355	-1.16595	
2019-09-25 09:31:34	11	19	0.012	0.369	21.1	3.40843	-13.7619	
2019-09-25 09:35:47	28	18-5	0.006	0.285	21.1	3.9123	-1.35382	
2019-09-25 09:37:23	28	18-5	0.006	0.285	21.5	2.6509	-1.19058	
2019-09-25 09:40:08	26	19	0	0	21.9	3.58455	-2.22861	
2019-09-25 09:41:43	26	19	0.01	0.187	21.7	2.37178	-2.01071	
2019-09-25 09:44:59	25	18-6	0.002	0.069	21.9	3.53998	-1.5602	
2019-09-25 09:46:34	25	18-6	0.002	0.069	21.7	2.26374	-1.20447	
2019-09-25 09:49:11	79	18-2	0.000545455	-0.00772727	21.6545	2.71254	-1.08822	
2019-09-25 09:50:46	79	18-2	0.003	0.037	21.9	2.14201	-0.840795	
2019-09-25 09:52:57	9	19-1	0	0	21.9	5.09499	-0.881428	
2019-09-25 09:54:32	9	19-1	0.004	0.086	21.9	3.30197	-0.926753	
2019-09-25 09:57:12	78	19-7	-0.0681818	-0.111273	21.9	5.67763	0.398007	
2019-09-25 09:58:48	78	19-7	0.249	0.407	21.9	4.6034	0.473224	
2019-09-25 10:00:50	12	19-8	0.048	0.134	21.7	2.31767	0.327821	
2019-09-25 10:02:26	12	19-8	0.229	0.407	21.5	1.8327	0.500464	
2019-09-25 10:06:58	10	19-4	0	0	21.3	1.79551	0.284403	
2019-09-25 10:08:33	10	19-4	0.194	0.406	21.5	1.70705	0.130126	
2019-09-25 10:11:00	21	19-2	0.044	0.323	21.5	15.0045	30.7128	
2019-09-25 10:12:36	21	19-2	0.044	0.325	21.5	4.02274	-0.189505	
2019-09-25 10:15:01	24	19-0	0	0	21.7	7.84542	-1.78717	
2019-09-25 10:16:36	24	19-0	0.004	0.11	21.7	4.87832	-1.45522	
2019-09-25 10:19:09	22	19-3	0	0	21.9	1.92786	0.0598679	
2019-09-25 10:20:45	22	19-3	0.239	0.409	21.9	1.8796	0.0290802	
2019-09-25 10:23:32	27	19-1	0.322	0.738	21.9	2.53721	3.38509	
2019-09-25 10:25:07	27	19-1	0.313	0.854	21.9	2.44579	2.93756	
2019-09-25 10:30:25	118	18-4	0.002	0.026	22.1	3.70201	-2.58643	
2019-09-25 10:32:02	118	18-4	0.002	0.029	22.1	2.26195	-2.23448	
2019-09-25 10:34:28	119	19-1	0.001	0	22.1	3.88792	-2.89105	
2019-09-25 10:36:03	119	19-1	0.001	0	22.4	3.17788	-2.37282	
2019-09-25 10:38:33	117	19-6	0.002	0.027	22.4	2.45076	-2.17245	
2019-09-25 10:40:09	117	19-6	0.002	0.028	22.4	1.86373	-2.11237	
2019-09-25 10:42:13	120	18-8	0.002	0.0247273	22.4	3.05026	-6.08735	
2019-09-25 10:43:49	120	18-8	0.002	0.04	22.4	2.27408	-2.43453	
2019-09-25 10:46:41	123	19-4	0.005	0.089	22.4	8.32655	-8.93554	
2019-09-25 10:48:17	123	19-4	0.00487647	0.0896176	22.4	2.65244	-2.52084	
2019-09-25 10:50:39	122	18-8	0.002	0.015	22.4	2.28043	-3.29597	
2019-09-25 10:52:15	122	18-8	0.002	0.015	22.4	2.1835	-3.05563	
2019-09-25 10:54:55	124	18-4	0.001	0.008	22.4	3.58893	-13.3376	
2019-09-25 10:56:31	124	18-4	0.001	0.014	22.4	2.03465	-3.34411	
2019-09-25 10:59:27	121	19-6	0.002	0.024	22.4	2.91627	-3.47137	
2019-09-25 11:01:02	121	19-6	0.002	0.026	22.6	2.10431	-1.81673	
