Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2019-06-07 09:47:11	116	18-3	0.008	0.236	22.6	15.382	-5.06336	
2019-06-07 09:48:46	116	18-3	0.008	0.235	22.4	5.46967	-1.57608	
2019-06-07 09:52:50	115	18-1	0.001	0	22.4	9.90415	-1.67894	
2019-06-07 09:54:25	115	18-1	0.001	0	22.4	5.52789	-1.10052	
2019-06-07 09:57:01	115	18-1	0.011	0.252	22.6	10.8719	-1.29737	
2019-06-07 09:58:36	115	18-1	0.011	0.256	21.9	4.35453	-0.965505	
2019-06-07 10:01:08	114	18-1	0.001	0	21.9	9.83584	-0.948348	
2019-06-07 10:02:43	114	18-1	0.012	0.253	21.9	4.66026	-0.724891	
2019-06-07 10:05:40	113	18-1	0.022	0.387	21.9	21.6328	-0.929081	
2019-06-07 10:07:16	113	18-1	0.022	0.387	21.7	7.01778	-0.456282	
2019-06-07 10:12:32	111	18-3	0.002	0	21.9	15.3346	0.515606	
2019-06-07 10:14:01	111	18-3	0.002	0	21.9	12.9527	-2.73906	
2019-06-07 10:15:36	111	18-3	0.008	0.204	22.1	10.0434	-2.43106	
2019-06-07 10:19:09	110	17-8	0.001	0	22.1	24.7876	-1.90073	
2019-06-07 10:20:44	110	17-8	0.008	0.277	21.9	10.2182	-1.58274	
2019-06-07 10:23:47	112	18-0	0.001	0	21.9	22.1851	-4.69982	
2019-06-07 10:25:23	112	18-0	0.008	0.235	21.9	9.38778	-2.65952	
2019-06-07 10:28:47	109	17-8	0.011	0.282	21.9	24.9844	-4.78684	
2019-06-07 10:30:23	109	17-8	0.011	0.284	21.9	12.2708	-11.0635	
2019-06-07 10:34:11	6	17-3	0.001	0	21.9	10.9739	-1.53335	
2019-06-07 10:35:46	6	17-3	0.008	0.155	22.1	7.75465	-0.401652	
2019-06-07 10:38:58	93	18-0	0.01	0.192	22.1	15.8261	-3.50839	
2019-06-07 10:40:33	93	18-0	0.01	0.19	22.1	6.95991	0.440891	
