Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2019-06-07 10:43:13	5	17-8	0.001	0	22.1	33.0096	-3.98386	
2019-06-07 10:44:49	5	17-8	0.022	0.308	22.1	11.6531	-0.91135	
2019-06-07 10:47:42	36	17-8	0.012	0.31	22.1	10.5217	-0.417992	
2019-06-07 10:49:18	36	17-8	0.012	0.31	22.1	5.33036	-0.318961	
2019-06-07 10:51:47	76	18-4	0.019	0.319	21.9	8.78137	-0.830713	
2019-06-07 10:53:22	76	18-4	0.019	0.317	22.1	6.39382	0.261275	
2019-06-07 10:56:36	16	18-0	0.027	0.433	22.4	22.8561	58.9204	
2019-06-07 10:58:11	16	18-0	0.028	0.431	22.1	12.7656	43.2956	
2019-06-07 11:01:15	74	17-6	0.001	0	21.9	4.6806	0.134754	
2019-06-07 11:02:50	74	17-6	0.017	0.331	21.9	5.52687	0.681047	
2019-06-07 11:05:24	94	18-0	-0.0034	-0.1444	21.9	12.5672	-1.09443	
2019-06-07 11:06:59	94	18-0	0.013	0.361	21.9	6.78861	0.245369	
2019-06-07 11:10:22	94	18-0	0.013	0.361	21.7	7.17778	-0.485347	
2019-06-07 11:11:58	94	18-0	0.013	0.361	21.5	6.13964	-2.9502	
2019-06-07 11:14:49	14	17-7	0.009	0.237	21.7	6.59119	-0.0884518	
2019-06-07 11:16:24	14	17-7	0.009	0.238	21.7	5.78736	-0.400388	
2019-06-07 11:18:40	14	17-7	0.009	0.24	21.5	5.63795	-0.287472	
2019-06-07 11:20:16	14	17-7	0.009	0.24	21.5	5.29452	-0.510759	
2019-06-07 11:23:00	35	17-8	0.005	0	21.5	12.4468	32.7754	
2019-06-07 11:24:35	35	17-8	0.018	0.487	21.1	8.0075	22.4236	
2019-06-07 11:27:56	13	17-9	0.001	0	21.3	12.1832	1.71177	
2019-06-07 11:29:31	13	17-9	0.023	0.457	21.3	4.81684	2.17882	
2019-06-07 11:32:43	7	17-5	0.025	0.482	21.3	10.8701	1.04535	
2019-06-07 11:34:19	7	17-5	0.024	0.485	21.3	8.48707	0.428297	
2019-06-07 11:37:16	73	17-7	0.001	0	21.3	15.6674	0.198991	
2019-06-07 11:38:51	73	17-7	0.017	0.364	21.5	17.6275	-0.377417	
2019-06-07 11:41:57	15	18-2	0.017	0.351	21.5	9.36309	-0.385038	
2019-06-07 11:43:32	15	18-2	0.017	0.352	21.7	4.41553	0.522608	
2019-06-07 11:46:18	96	17-6	0.001	0	21.9	16.2331	2.15178	
2019-06-07 11:47:53	96	17-6	0.017	0.301	21.9	8.78917	2.31846	
2019-06-07 11:50:30	34	18-4	0.019	0.396	21.9	10.1353	-8.44093	
2019-06-07 11:52:05	34	18-4	0.018	0.398	21.9	4.16922	-0.277003	
2019-06-07 11:55:04	75	17-9	0.025	0.388	22.1	15.1801	0.789448	
2019-06-07 11:56:40	75	17-9	0.025	0.388	22.1	9.406	1.16216	
2019-06-07 11:59:59	8	17-8	0.015	0.219	22.4	39.7787	-3.70096	
2019-06-07 12:01:34	8	17-8	0.015	0.219	22.4	12.9126	-0.848146	
2019-06-07 12:04:31	95	18-4	0.009	0.198	22.4	67.6437	-12.4899	
2019-06-07 12:06:07	95	18-4	0.009	0.197	22.6	20.2174	-2.68233	
2019-06-07 12:09:07	33	18-7	0.013	0.359	22.6	10.6929	-0.582479	
2019-06-07 12:10:42	33	18-7	0.013	0.363	22.6	8.07951	-0.43802	
2019-06-07 14:04:16	121	18-5	0.007	0.238	23.7	14.6662	-1.56076	
2019-06-07 14:05:51	121	18-5	0.007	0.238	23.7	8.75898	-2.50391	
2019-06-07 14:08:43	124	18-1	0.001	0	23.3	11.0462	-1.67978	
2019-06-07 14:10:18	124	18-1	0.008	0.274	23	7.19964	-1.32385	
2019-06-07 14:13:14	122	18-6	0.008	0.244	22.8	23.3254	-7.25438	
2019-06-07 14:14:50	122	18-6	0.008	0.244	22.8	8.18237	-2.15321	
2019-06-07 14:17:35	123	18-9	0.017	0.275	22.6	23.8903	-3.62207	
2019-06-07 14:19:10	123	18-9	0.0164091	0.276182	22.8	12.6104	-2.44327	
2019-06-07 14:22:37	120	18-4	0.001	0	22.8	43.1121	-10.4723	
2019-06-07 14:24:12	120	18-4	0.01	0.212	22.8	11.7303	-2.07034	
2019-06-07 14:27:20	118	18-5	0.01	0.236	22.8	20.2572	-3.68059	
2019-06-07 14:28:55	118	18-5	0.01	0.235	22.8	6.97747	-1.82367	
2019-06-07 14:31:36	119	18-3	0.008	0.168	22.8	20.4685	-6.89897	
2019-06-07 14:33:12	119	18-3	0.008	0.169	22.8	6.5372	-1.88785	
2019-06-07 14:36:05	118	18-4	0.01	0.222727	22.8545	8.42559	-1.21876	
2019-06-07 14:37:41	118	18-4	0.009	0.227	22.6	4.56602	-0.843564	
2019-06-07 14:41:42	21	17-3	0.029	0.5	22.6	10.785	1.12454	
2019-06-07 14:43:18	21	17-3	0.029	0.503	21.9	3.25243	0.00377599	
2019-06-07 14:46:14	11	17-5	0.024	0.497	21.9	34.3437	0.0858505	
2019-06-07 14:47:49	11	17-5	0.024	0.497	21.7	6.39407	-3.31441	
2019-06-07 14:50:18	28	17-4	0.013	0.426	21.7	15.6009	3.82921	
2019-06-07 14:51:54	28	17-4	0.013	0.426	21.5	3.94246	-0.387459	
2019-06-07 14:54:46	80	17-5	0.013	0.372	21.5	16.7475	-1.21669	
2019-06-07 14:56:21	80	17-5	0.014	0.372	21.3	4.04227	-0.516396	
2019-06-07 15:00:08	77	18-0	0.002	1.249e-16	21.5	13.9742	-0.109823	
2019-06-07 15:01:43	77	18-0	0.011	0.409	21.5	4.49324	-0.739106	
2019-06-07 15:05:12	25	17-7	0.015	0.408	21.7	28.3696	-0.612923	
2019-06-07 15:06:48	25	17-7	0.015	0.407	21.7	7.55882	-0.367925	
2019-06-07 15:09:10	79	18-2	0.00509091	0.111864	21.5818	15.6195	-2.7869	
2019-06-07 15:10:45	79	18-2	0.011	0.272	21.7	5.73662	-0.652742	
2019-06-07 15:13:06	9	17-7	-0.00309091	-0.103636	21.6545	24.2144	-1.25212	
2019-06-07 15:14:42	9	17-7	0.019	0.456	21.7	6.08041	-4.39764	
2019-06-07 15:17:32	78	18-0	0.027	0.487	21.7	7.16005	5.24364	
2019-06-07 15:19:08	78	18-0	0.027	0.484	21.9	5.9447	2.87936	
2019-06-07 15:21:21	12	17-8	0.017	0.36	21.9	9.99985	-0.155138	
2019-06-07 15:22:57	12	17-8	0.018	0.361	22.1	3.32217	-0.255443	
2019-06-07 15:25:41	26	18-1	0.019	0.48	22.1	14.7177	5.3473	
2019-06-07 15:27:16	26	18-1	0.02	0.482	21.9	4.48328	3.09862	
2019-06-07 15:30:28	24	17-4	0.022	0.513	21.9	43.8731	52.0429	
2019-06-07 15:32:03	24	17-4	0.021	0.510773	21.7455	8.42418	6.03781	
2019-06-07 15:34:41	10	17-8	0.003	0.003	21.7	3.8131	122.856	
2019-06-07 15:36:15	10	17-8	0.042	0.589	21.5	3.17599	65.6084	
2019-06-07 15:39:14	22	17-1	0.03	0.598	21.7	5.03296	155.818	
2019-06-07 15:40:49	22	17-1	0.029	0.597	21.5	5.59865	89.4363	
2019-06-07 15:45:45	27	17-4	0.036	0.663	21.7	0.86294	3249.6	
