Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	soilp_t_IV	soilp_m_IV	
* 1	2019-09-25 09:18:21	1		5.82966	23	-0.798956	20.3	0.056	
* 2	2019-09-25 09:19:56	2		3.71276	23	-0.654562	20.5	0.056	
* 3	2019-09-25 09:22:05	1		5.14304	80	-2.1708	20.5	0	
* 4	2019-09-25 09:23:41	2		3.17412	80	-1.94829	20.5	0.024	
* 5	2019-09-25 09:26:00	1		6.75334	77	-1.46107	20.5	0.008	
* 6	2019-09-25 09:27:36	2		3.73437	77	-1.29555	20.7	0.002	
* 7	2019-09-25 09:29:59	1		5.26355	11	-1.16595	20.9	0.367	
* 8	2019-09-25 09:31:34	2		3.40843	11	-13.7619	21.1	0.369	
* 9	2019-09-25 09:35:47	1		0	28	0	21.1	0.285	
* 10	2019-09-25 09:37:23	2		2.6509	28	-1.19058	21.5	0.285	
* 11	2019-09-25 09:40:08	1		3.58455	26	-2.22861	21.9	0	
* 12	2019-09-25 09:41:43	2		2.37178	26	-2.01071	21.7	0.187	
* 13	2019-09-25 09:44:59	1		3.53998	25	-1.5602	21.9	0.069	
* 14	2019-09-25 09:46:34	2		2.26374	25	-1.20447	21.7	0.069	
* 15	2019-09-25 09:49:11	1		2.71254	79	-1.08822	21.6545	-0.00772727	
* 16	2019-09-25 09:50:46	2		2.14201	79	-0.840795	21.9	0.037	
* 17	2019-09-25 09:52:57	1		5.09499	9	-0.881428	21.9	0	
* 18	2019-09-25 09:54:32	2		3.30197	9	-0.926753	21.9	0.086	
* 19	2019-09-25 09:57:12	1		5.67763	78	0.398007	21.9	-0.111273	
* 20	2019-09-25 09:58:48	2		4.6034	78	0.473224	21.9	0.407	
* 21	2019-09-25 10:00:50	1		2.31767	12	0.327821	21.7	0.134	
* 22	2019-09-25 10:02:26	2		1.8327	12	0.500464	21.5	0.407	
* 23	2019-09-25 10:06:58	1		1.79551	10	0.284403	21.3	0	
* 24	2019-09-25 10:08:33	2		1.70705	10	0.130126	21.5	0.406	
* 25	2019-09-25 10:11:00	1		15.0045	21	30.7128	21.5	0.323	
* 26	2019-09-25 10:12:36	2		0	21	0	21.5	0.325	
* 27	2019-09-25 10:15:01	1		7.84542	24	-1.78717	21.7	0	
* 28	2019-09-25 10:16:36	2		4.87832	24	-1.45522	21.7	0.11	
* 29	2019-09-25 10:19:09	1		1.92786	22	0.0598679	21.9	0	
* 30	2019-09-25 10:20:45	2		1.8796	22	0.0290802	21.9	0.409	
* 31	2019-09-25 10:23:32	1		2.53721	27	3.38509	21.9	0.738	
* 32	2019-09-25 10:25:07	2		2.44579	27	2.93756	21.9	0.854	
* 33	2019-09-25 10:30:25	1		3.70201	118	-2.58643	22.1	0.026	
* 34	2019-09-25 10:32:02	2		2.26195	118	-2.23448	22.1	0.029	
* 35	2019-09-25 10:34:28	1		3.88792	119	-2.89105	22.1	0	
* 36	2019-09-25 10:36:03	2		3.17788	119	-2.37282	22.4	0	
* 37	2019-09-25 10:38:33	1		2.45076	117	-2.17245	22.4	0.027	
* 38	2019-09-25 10:40:09	2		1.86373	117	-2.11237	22.4	0.028	
* 39	2019-09-25 10:42:13	1		3.05026	120	-6.08735	22.4	0.0247273	
* 40	2019-09-25 10:43:49	2		2.27408	120	-2.43453	22.4	0.04	
* 41	2019-09-25 10:46:41	1		8.32655	123	-8.93554	22.4	0.089	
* 42	2019-09-25 10:48:17	2		2.65244	123	-2.52084	22.4	0.0896176	
* 43	2019-09-25 10:50:39	1		2.28043	122	-3.29597	22.4	0.015	
* 44	2019-09-25 10:52:15	2		2.1835	122	-3.05563	22.4	0.015	
* 45	2019-09-25 10:54:55	1		3.58893	124	-13.3376	22.4	0.008	
* 46	2019-09-25 10:56:31	2		0	124	0	22.4	0.014	
* 47	2019-09-25 10:59:27	1		2.91627	121	-3.47137	22.4	0.024	
* 48	2019-09-25 11:01:02	2		2.10431	121	-1.81673	22.6	0.026	
