Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2020-05-06 10:37:41	60	12-6	0.0228636	0.403	14.4136	7.74493	-0.684964	
2020-05-06 10:39:07	60	12-6	0.024	0.402	14.1	4.16178	-0.41798	
2020-05-06 10:42:02	85	12-7	0.022	0.457	13.7	3.6847	-0.256207	
2020-05-06 10:43:27	85	12-7	0.022	0.457	13.5	2.85878	-0.210376	
2020-05-06 10:45:55	58	12-5	0.024	0.431	13.1	4.27059	-0.205868	
2020-05-06 10:47:20	58	12-5	0.024	0.433	13.1	3.00239	-2.65299	
2020-05-06 10:52:55	43	12-5	0.001	0.015	12.7	3.33731	-0.0879599	
2020-05-06 10:54:21	43	12-5	0.022	0.512	12.6	2.27363	-0.183565	
2020-05-06 10:59:54	55	11-9	0.023	0.194	12	0.804452	-0.0166301	
2020-05-06 11:01:20	55	11-9	0.011	0.141	12	0.803851	-0.00909696	
2020-05-06 11:03:26	86	12	0.001	0.016	11.9	7.04003	-0.0295288	
2020-05-06 11:04:51	86	12	0.005	0.154	11.9	3.76525	-0.0295741	
2020-05-06 11:07:06	42	11-9	0	0.104	11.9	2.12144	-0.0374614	
2020-05-06 11:08:32	42	11-9	0	0.102	11.9	1.27924	0.00437925	
2020-05-06 11:10:35	41	11-9	0	0.096	11.9	6.28427	0.000573201	
2020-05-06 11:12:00	41	11-9	0	0.086	11.9	3.05918	0.030629	
2020-05-06 11:14:17	59	12-3	0	0.081	11.7	4.48949	-0.248013	
2020-05-06 11:15:43	59	12-3	0	0.0748182	11.7	2.6024	-0.208739	
2020-05-06 11:18:08	87	12	0	0.069	11.9	2.19627	-0.0356603	
2020-05-06 11:19:33	87	12	0	0.071	11.7	1.84637	0.000547454	
2020-05-06 11:23:22	53	11-9	0	0.07	11.6	1.70471	0.00853513	
2020-05-06 11:25:31	54	12-1	0	0.024	11.7	2.10118	-0.18589	
2020-05-06 11:26:56	54	12-1	0	0.071	11.6	1.67474	-0.165721	
2020-05-06 11:31:24	56	12-5	0	0	11.6	16.3548	-2.79203	
2020-05-06 11:32:49	56	12-5	0	0.057	11.5	8.30441	-1.432	
2020-05-06 11:36:51	44	12-1	0	0.052	11.5	5.5295	-0.377272	
2020-05-06 11:38:16	44	12-1	0	0.049	11.5	2.38476	-0.129863	
2020-05-06 11:40:55	88	12-4	0	0.054	11.5	6.02604	-0.205459	
2020-05-06 11:42:21	88	12-4	0	0.049	11.5	2.85183	-0.00107113	
2020-05-06 11:44:15	57	12-1	0	0.051	11.5	4.28372	-0.164604	
2020-05-06 11:45:41	57	12-1	0	0.0511364	11.5	3.04593	-0.0756313	
2020-05-06 11:49:26	66	12-6	0	0.039	11.5	5.46946	-0.370063	
2020-05-06 11:50:52	66	12-6	0	0.044	11.5	4.21136	-0.313824	
2020-05-06 11:52:44	82	13-3	0	0.0444091	11.5	7.54424	-0.854874	
2020-05-06 11:54:10	82	13-3	0	0.047	11.5	5.2535	-0.649082	
2020-05-06 11:56:15	37	13-7	0	0.03	11.6	14.1865	-1.97861	
2020-05-06 11:57:42	37	13-7	8.67362e-18	0.036	11.6	8.20031	-1.3969	
2020-05-06 12:03:41	48	12-7	0.00581818	0.0177727	11.5273	3.81995	-0.158277	
2020-05-06 12:05:07	48	12-7	0.02	0.064	11.3	2.63432	-0.211636	
2020-05-06 12:08:29	83	13-4	0.003	0	11.5	14.2996	-0.365353	
2020-05-06 12:09:55	83	13-4	0	0.034	11.5	4.45844	-0.20716	
2020-05-06 12:12:26	38	13-5	0.011	0.104	11.6	11.748	-0.880563	
2020-05-06 12:13:52	38	13-5	0.017	0.06	11.7	5.64994	-0.549101	
2020-05-06 12:16:03	47	13-5	0	0.036	11.9	6.10313	-0.334619	
2020-05-06 12:17:28	47	13-5	0	0.036	11.9	4.83824	-1.29273	
2020-05-06 12:19:55	81	13-3	0.014	0.043	12	10.2668	-0.56099	
2020-05-06 12:21:20	81	13-3	0.016	0.052	12	5.41491	-0.417493	
2020-05-06 12:23:22	39	13-7	0.001	0	12	5.89683	-0.468492	
2020-05-06 12:24:48	39	13-7	0.005	0.025	12	5.92904	-0.483058	
2020-05-06 12:26:54	46	13-9	0.015	0.047	12	7.9633	-1.12848	
2020-05-06 12:28:20	46	13-9	0.012	0.043	12	4.70341	-0.424607	
2020-05-06 12:30:41	65	12-9	-0.0005	0.00195455	12	2.83511	-0.122588	
2020-05-06 12:32:07	65	12-9	0.022	0.081	12	2.58739	-3.48266	
2020-05-06 12:34:26	67	13-5	0.001	0.014	12	5.1505	-0.449763	
2020-05-06 12:35:53	67	13-5	0	0.04	11.9	4.00589	-0.422454	
2020-05-06 12:38:11	45	12-7	0.001	0.031	12	11.2275	-1.27401	
2020-05-06 12:39:36	45	12-7	-0.00313514	0.0320811	11.9	5.80617	-0.426922	
2020-05-06 12:41:33	40	12-9	0.004	0	11.9	6.47527	-1.2859	
2020-05-06 12:42:58	40	12-9	0.039	0.277	11.9	4.48155	-1.07014	
2020-05-06 12:45:08	84	12-9	0.043	0.212	11.9	6.7079	-0.9544	
2020-05-06 12:46:34	84	12-9	0.024	0.077	11.9	7.77018	-1.01803	
2020-05-06 12:48:47	68	12-8	0	0.033	12	3.65426	-0.442386	
2020-05-06 12:50:12	68	12-8	0.003	0.03	12	3.1633	-0.394396	
