Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2020-02-20 14:17:43	102	6-7	0	0	4.6	0.699165	-0.690634	
2020-02-20 14:19:09	102	6-7	0	0	4.5	0.793381	-0.838355	
2020-02-20 14:26:24	103	6-6	0	0	4.5	0.650045	-0.476698	
2020-02-20 14:27:50	103	6-6	0	0	4.6	0.891963	-0.677618	
2020-02-20 13:41:09	104	6-3	0	0	5.7	0.394379	-0.192515	
2020-02-20 13:42:34	104	6-3	0	0	5.6	0.299699	-0.23271	
2020-02-20 15:20:57	105	6-3	0	0	4.42	0.850328	-0.623384	
2020-02-20 15:22:23	105	6-3	0	0	4.3	0.900687	-0.761128	
2020-02-20 14:42:10	106	6-3	0	0	4.7	0.425364	-0.213907	
2020-02-20 14:43:36	106	6-3	0	0	4.8	0.680568	-0.339861	
2020-02-20 15:42:49	107	6-5	0	0	4.2	0.557792	-0.274229	
2020-02-20 15:44:14	107	6-5	0	0	4.2	0.611695	-0.334814	
2020-02-20 14:56:25	108	6-3	0	0	4.3	0.394071	-0.247118	
2020-02-20 14:57:51	108	6-3	0	0	4.3	0.634279	-0.358442	
2020-02-20 13:30:57	37	6-4	0	0	7.7	1.78724	-1.55016	
2020-02-20 13:32:23	37	6-4	0	0	7.3	1.47971	-1.36625	
2020-02-20 13:51:28	38	6-3	0	0	5.1	0.754717	-0.553472	
2020-02-20 13:52:53	38	6-3	0	0	4.97273	1.02393	-0.839812	
2020-02-20 14:03:37	39	6-5	0	0	5.1	1.9428	-0.81648	
2020-02-20 14:05:02	39	6-5	0	0	5.1	2.25446	-0.855828	
2020-02-20 14:31:20	40	6-5	0	0	4.6	0.848742	-0.698188	
2020-02-20 14:32:45	40	6-5	0	0	4.6	1.02351	-0.76093	
2020-02-20 15:46:10	41	6-2	0	0	4.3	1.83085	-1.02473	
2020-02-20 15:47:36	41	6-2	0	0	4.3	1.26237	-0.839689	
2020-02-20 15:03:16	42	6-2	0	0	4.4	0.333566	-0.570454	
2020-02-20 15:04:42	42	6-2	0	0	4.4	0.55823	-0.699798	
2020-02-20 15:24:32	43	6-4	0	0	4.3	0.467168	-0.522211	
2020-02-20 15:25:57	43	6-4	0	0	4.3	0.463617	-0.604842	
2020-02-20 14:45:31	44	6-4	0	0	4.8	0.664574	-0.679936	
2020-02-20 14:46:57	44	6-4	0	0	4.7	0.614518	-0.648157	
2020-02-20 14:21:32	45	6-5	0	0	4.5	1.12861	-0.706643	
2020-02-20 14:22:58	45	6-5	0	0	4.5	0.947149	-0.716848	
2020-02-20 14:07:24	46	6-2	0	0	5.1	1.0659	-0.915095	
2020-02-20 14:08:49	46	6-2	0	0	5	0.85657	-0.65881	
2020-02-20 13:55:03	47	6-5	0	0	5	0.691945	-0.37821	
2020-02-20 13:56:29	47	6-5	0	0	5	0.786759	-0.348281	
2020-02-20 13:44:39	48	6-3	0	0	5.3	0.412111	-0.219393	
2020-02-20 13:46:05	48	6-3	0	0	5.1	0.706238	-0.366564	
2020-02-20 14:59:54	53	6-3	0	0	4.4	1.03011	-0.600153	
2020-02-20 15:01:19	53	6-3	0	0	4.4	1.39267	-0.8333	
2020-02-20 14:53:03	54	6-2	0	0	4.4	2.71827	-5.72565	
2020-02-20 14:54:29	54	6-2	0	0	4.4	2.05513	-3.16481	
2020-02-20 15:17:16	55	6-0	0	0	4.5	0.292654	-0.406902	
2020-02-20 15:18:41	55	6-0	0	0	4.4	0.355867	-0.410203	
2020-02-20 14:49:16	56	6-1	0	0	4.6	0.924475	-1.044	
2020-02-20 14:50:41	56	6-1	0	0	4.6	0.790989	-1.03133	
2020-02-20 15:13:53	57	6-1	0	0	4.5	0.949274	-0.356776	
2020-02-20 15:15:19	57	6-1	0	0	4.5	1.03512	-0.474595	
2020-02-20 15:28:08	58	6-5	0	0	4.3	0.654734	-0.390915	
2020-02-20 15:29:34	58	6-5	0	0	4.3	0.799022	-0.412458	
2020-02-20 15:39:09	59	6-3	0	0	4.2	0.583634	-0.425311	
2020-02-20 15:40:35	59	6-3	0	0	4.2	0.808567	-0.461389	
2020-02-20 15:35:27	60	6-5	0	0	4.3	0.732427	-0.757488	
2020-02-20 15:36:52	60	6-5	0	0	4.3	0.735821	-0.826519	
2020-02-20 14:14:09	65	6-3	0	0	4.7	0.881726	-0.376652	
2020-02-20 14:15:34	65	6-3	0	0	4.7	0.741444	-0.384617	
2020-02-20 13:37:48	66	6-5	0	0	6.4	0.595226	-0.327921	
2020-02-20 13:39:14	66	6-5	0	0	6	0.565185	-0.436897	
2020-02-20 14:10:38	67	6-3	0	0	5	0.443623	-0.580372	
2020-02-20 14:12:04	67	6-3	0	0	4.9	0.415566	-0.551498	
2020-02-20 14:38:07	68	6-4	0	0	4.7	0.561528	-0.438498	
2020-02-20 14:39:32	68	6-4	0	0	4.8	0.641422	-0.49581	
2020-02-20 14:00:11	81	6-4	0	0	5.1	0.932372	-0.541669	
2020-02-20 14:01:36	81	6-4	0	0	5.1	0.920621	-0.65563	
2020-02-20 13:34:11	82	6-5	0	0	7	0.745198	-0.386612	
2020-02-20 13:35:36	82	6-5	0	0	6.7	0.877287	-0.798654	
2020-02-20 13:48:10	83	6-4	0	0	5	0.587109	-0.228283	
