Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	soilp_t_IV	soilp_m_IV	
* 1	2020-05-06 10:37:41	1		7.74493	60	-0.684964	14.4136	0.403	
* 2	2020-05-06 10:39:07	2		4.16178	60	-0.41798	14.1	0.402	
* 3	2020-05-06 10:42:02	1		3.6847	85	-0.256207	13.7	0.457	
* 4	2020-05-06 10:43:27	2		2.85878	85	-0.210376	13.5	0.457	
* 5	2020-05-06 10:45:55	1		4.27059	58	-0.205868	13.1	0.431	
* 6	2020-05-06 10:47:20	2		3.00239	58	-2.65299	13.1	0.433	
* 7	2020-05-06 10:52:55	1		3.33731	43	-0.0879599	12.7	0.015	
* 8	2020-05-06 10:54:21	2		2.27363	43	-0.183565	12.6	0.512	
* 9	2020-05-06 10:59:54	1		0.804452	55	-0.0166301	12	0.194	
* 10	2020-05-06 11:01:20	2		0.803851	55	-0.00909696	12	0.141	
* 11	2020-05-06 11:03:26	1		7.04003	86	-0.0295288	11.9	0.016	
* 12	2020-05-06 11:04:51	2		3.76525	86	-0.0295741	11.9	0.154	
* 13	2020-05-06 11:07:06	1		2.12144	42	-0.0374614	11.9	0.104	
* 14	2020-05-06 11:08:32	2		1.27924	42	0.00437925	11.9	0.102	
* 15	2020-05-06 11:10:35	1		6.28427	41	0.000573201	11.9	0.096	
* 16	2020-05-06 11:12:00	2		3.05918	41	0.030629	11.9	0.086	
* 17	2020-05-06 11:14:17	1		4.48949	59	-0.248013	11.7	0.081	
* 18	2020-05-06 11:15:43	2		2.6024	59	-0.208739	11.7	0.0748182	
* 19	2020-05-06 11:18:08	1		2.19627	87	-0.0356603	11.9	0.069	
* 20	2020-05-06 11:19:33	2		1.84637	87	0.000547454	11.7	0.071	
* 21	2020-05-06 11:21:57	1		0	53	0	0	0	
* 22	2020-05-06 11:23:22	2		1.70471	53	0.00853513	11.6	0.07	
* 23	2020-05-06 11:25:31	1		2.10118	54	-0.18589	11.7	0.024	
* 24	2020-05-06 11:26:56	2		1.67474	54	-0.165721	11.6	0.071	
* 25	2020-05-06 11:31:24	1		16.3548	56	-2.79203	11.6	0	
* 26	2020-05-06 11:32:49	2		8.30441	56	-1.432	11.5	0.057	
* 27	2020-05-06 11:36:51	1		5.5295	44	-0.377272	11.5	0.052	
* 28	2020-05-06 11:38:16	2		2.38476	44	-0.129863	11.5	0.049	
* 29	2020-05-06 11:40:55	1		6.02604	88	-0.205459	11.5	0.054	
* 30	2020-05-06 11:42:21	2		2.85183	88	-0.00107113	11.5	0.049	
* 31	2020-05-06 11:44:15	1		4.28372	57	-0.164604	11.5	0.051	
* 32	2020-05-06 11:45:41	2		3.04593	57	-0.0756313	11.5	0.0511364	
* 33	2020-05-06 11:49:26	1		5.46946	66	-0.370063	11.5	0.039	
* 34	2020-05-06 11:50:52	2		0	66	0	11.5	0.044	
* 35	2020-05-06 11:52:44	1		7.54424	82	-0.854874	11.5	0.0444091	
* 36	2020-05-06 11:54:10	2		5.2535	82	-0.649082	11.5	0.047	
* 37	2020-05-06 11:56:15	1		14.1865	37	-1.97861	11.6	0.03	
* 38	2020-05-06 11:57:42	2		8.20031	37	-1.3969	11.6	0.036	
* 39	2020-05-06 12:03:41	1		3.81995	48	-0.158277	11.5273	0.0177727	
* 40	2020-05-06 12:05:07	2		2.63432	48	-0.211636	11.3	0.064	
* 41	2020-05-06 12:08:29	1		14.2996	83	-0.365353	11.5	0	
* 42	2020-05-06 12:09:55	2		4.45844	83	-0.20716	11.5	0.034	
* 43	2020-05-06 12:12:26	1		11.748	38	-0.880563	11.6	0.104	
* 44	2020-05-06 12:13:52	2		5.64994	38	-0.549101	11.7	0.06	
* 45	2020-05-06 12:16:03	1		6.10313	47	-0.334619	11.9	0.036	
* 46	2020-05-06 12:17:28	2		4.83824	47	-1.29273	11.9	0.036	
* 47	2020-05-06 12:19:55	1		10.2668	81	-0.56099	12	0.043	
* 48	2020-05-06 12:21:20	2		5.41491	81	-0.417493	12	0.052	
* 49	2020-05-06 12:23:22	1		5.89683	39	-0.468492	12	0	
* 50	2020-05-06 12:24:48	2		5.92904	39	-0.483058	12	0.025	
* 51	2020-05-06 12:26:54	1		7.9633	46	-1.12848	12	0.047	
* 52	2020-05-06 12:28:20	2		4.70341	46	-0.424607	12	0.043	
* 53	2020-05-06 12:30:41	1		2.83511	65	-0.122588	12	0.00195455	
* 54	2020-05-06 12:32:07	2		2.58739	65	-3.48266	12	0.081	
* 55	2020-05-06 12:34:26	1		5.1505	67	-0.449763	12	0.014	
* 56	2020-05-06 12:35:53	2		4.00589	67	-0.422454	11.9	0.04	
* 57	2020-05-06 12:38:11	1		11.2275	45	-1.27401	12	0.031	
* 58	2020-05-06 12:39:36	2		0	45	0	11.9	0.0320811	
* 59	2020-05-06 12:41:33	1		6.47527	40	-1.2859	11.9	0	
* 60	2020-05-06 12:42:58	2		0	40	0	11.9	0.277	
* 61	2020-05-06 12:45:08	1		6.7079	84	-0.9544	11.9	0.212	
* 62	2020-05-06 12:46:34	2		7.77018	84	-1.01803	11.9	0.077	
* 63	2020-05-06 12:48:47	1		3.65426	68	-0.442386	12	0.033	
* 64	2020-05-06 12:50:12	2		3.1633	68	-0.394396	12	0.03	
