Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	soilp_t_IV	soilp_m_IV	
* 50	2019-06-14 13:18:56	2		8.74276	54	-0.876231	18.9	0.003	
* 51	2019-06-14 13:21:01	1		12.324	54new	-1.68013	18.9	-0.0806364	
* 52	2019-06-14 13:22:37	2		5.52215	54new	-0.382157	18.9	0.376	
* 53	2019-06-14 13:25:11	1		4.2146	108new	-0.202152	18.9	0.491	
* 54	2019-06-14 13:26:46	2		2.89269	108new	-0.154201	18.9	0.494	
* 55	2019-06-14 13:29:52	1		7.7539	53	-0.338873	18.9	0	
* 56	2019-06-14 13:31:28	2		4.87706	53	-0.874714	18.8	0.403	
* 57	2019-06-14 13:34:09	1		9.47512	42	-0.361387	18.8	0	
* 58	2019-06-14 13:35:44	2		0	42	0	18.9	0	
* 59	2019-06-14 13:37:50	1		0	42new	0	18.9	0	
* 60	2019-06-14 13:39:25	2		7.52283	42new	-0.279087	19.5	0.496	
* 61	2019-06-14 13:41:38	1		9.63203	87	-0.93888	19.7	0.448	
* 62	2019-06-14 13:43:14	2		5.16392	87	-0.217623	19.5	0.45	
* 63	2019-06-14 13:45:25	1		5.10555	59	-0.171732	19.5	0.432	
* 64	2019-06-14 13:47:00	2		2.55027	59	-0.223959	19.5	0.436182	
* 65	2019-06-14 13:49:35	1		9.24198	107	-0.394626	19.5	0.398	
* 66	2019-06-14 13:51:10	2		4.81953	107	-0.0908825	19.7	0.404	
* 67	2019-06-14 13:53:23	1		11.346	41	-0.33967	19.7	0.396	
* 68	2019-06-14 13:54:58	2		7.82055	41	-0.256248	19.6545	0.399545	
* 69	2019-06-14 13:57:31	1		6.58819	60	-0.1519	19.7	0	
* 70	2019-06-14 13:59:07	2		5.98355	60	-0.370121	19.7	0	
* 71	2019-06-14 14:01:04	1		7.14237	60new	-0.136801	19.7	4.16334e-17	
* 72	2019-06-14 14:02:39	2		4.31301	60new	-0.117602	19.7	0.443	
* 73	2019-06-14 14:04:44	1		10.3087	85	-0.473438	19.7	0	
* 74	2019-06-14 14:06:20	2		5.06278	85	-0.374016	19.5	0.442	
* 75	2019-06-14 14:08:18	1		12.7572	58	-2.01888	19.5	0.006	
* 76	2019-06-14 14:09:53	2		0	58	0	19.5	0.012	
* 77	2019-06-14 14:12:02	1		6.89349	58new	-0.234127	19.7273	-0.0534545	
* 78	2019-06-14 14:13:38	2		2.82669	58new	-0.143039	19.5	0.469	
* 79	2019-06-14 14:16:56	1		6.72664	43	-1.86962	19.3	0	
* 80	2019-06-14 14:18:32	2		5.09717	43	-0.178116	19.3	0.512	
* 81	2019-06-14 14:20:31	1		3.89406	105	-0.236589	19.3	0	
* 82	2019-06-14 14:22:06	2		3.20061	105	-0.185117	19.4364	0.456	
* 83	2019-06-14 14:24:19	1		4.05044	55	-0.0967967	19.5	0.294	
* 84	2019-06-14 14:25:55	2		2.49339	55	-0.234673	19.7	0.299	
* 85	2019-06-14 15:01:41	1		9.66795	86	-0.315039	19.9	0.454	
* 86	2019-06-14 15:03:17	2		0	86	0	19.9	0.454	
* 87	2019-06-14 15:05:37	1		13.0411	88	-0.180548	19.9	0.064	
* 88	2019-06-14 15:07:12	2		5.39202	88	-0.140858	20.1	0.061	
* 89	2019-06-14 15:09:07	1		6.37481	57	-0.224925	20.3	0.064	
* 90	2019-06-14 15:10:41	2		3.441	57	-0.614822	20.3	0.066	
