Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	soilp_t_IV	soilp_m_IV	
* 39	2019-09-18 09:12:50	1		2.00815	51	0.0604167	21.1	0	
* 40	2019-09-18 09:14:25	2		0	51	0	20.9	0.95	
* 41	2019-09-18 09:16:49	1		1.81775	51new	5.05889	20.7	0.779	
* 42	2019-09-18 09:18:24	2		1.57434	51new	-0.0220744	20.7	0.95	
* 43	2019-09-18 09:21:13	1		0	61	0	20.6152	0.0408832	
* 44	2019-09-18 09:22:49	2		0	61	0	20.7	0.071	
* 45	2019-09-18 09:25:20	1		4.33827	61new	-1.3046	20.7	0.071	
* 46	2019-09-18 09:26:56	2		2.5181	61new	-1.04971	20.9	0.071	
* 47	2019-09-18 09:29:33	1		4.92951	31	-1.34605	20.9	0.112	
* 48	2019-09-18 09:31:09	2		4.39367	31	-1.23361	21.1	0.114609	
* 49	2019-09-18 09:34:17	1		18.814	3	-5.15217	21.3	0.09	
* 50	2019-09-18 09:35:52	2		8.45528	3	-1.96065	21.3	0.09	
* 51	2019-09-18 09:38:57	1		0	18	0	21.5	0	
* 52	2019-09-18 09:40:33	2		4.8155	18	-0.516825	21.7	0.157	
* 53	2019-09-18 09:44:14	1		11.9105	20	-1.9679	21.9	0.04	
* 54	2019-09-18 09:45:49	2		4.50351	20	-0.756524	22.1	0.04	
* 55	2019-09-18 09:50:18	1		13.9933	2	-2.97944	23	0.33	
* 56	2019-09-18 09:51:53	2		5.04355	2	-0.658229	23.3	0.331	
* 57	2019-09-18 09:54:58	1		12.6041	30	-1.31737	23.5	0	
* 58	2019-09-18 09:56:34	2		0	30	0	23.5	0.239	
* 59	2019-09-18 09:58:00	1		6.0855	30new	-0.573943	23.3	0.239	
* 60	2019-09-18 09:59:36	2		4.84786	30new	-0.425857	23.3	0.24	
* 61	2019-09-18 11:25:43	1		8.17704	39	-2.61593	22.4	0.081	
* 62	2019-09-18 11:27:20	2		6.55822	81new	-2.31025	22.4	0.081	
* 63	2019-09-18 11:29:37	1		10.894	39new	-1.80213	22.4	0	
* 64	2019-09-18 11:31:12	2		6.95314	39new	-1.31329	22.4	0.143	
* 65	2019-09-18 11:34:31	1		18.9454	47	-3.59441	22.1	0.107	
* 66	2019-09-18 11:36:06	2		9.6945	47	-2.28484	22.4	0.109	
* 67	2019-09-18 11:39:16	1		10.2841	38	-2.13423	22.4	0.101	
* 68	2019-09-18 11:40:51	2		7.32076	38	-2.15147	22.6	0.100273	
* 69	2019-09-18 11:45:09	1		6.86411	46	-2.69295	22.6	0.133	
* 70	2019-09-18 11:46:44	2		4.19937	46	-2.20677	22.8	0.135	
* 71	2019-09-18 11:50:19	1		1.81129	67	-1.33141	22.8	0.105	
* 72	2019-09-18 11:51:55	2		1.98903	67	-1.32919	22.8	0.101	
* 73	2019-09-18 11:55:10	1		10.9515	45	-4.03057	22.8	0.114	
* 74	2019-09-18 11:56:46	2		5.98223	45	-1.94444	22.8	0.114	
* 75	2019-09-18 12:00:32	1		4.65098	40	-1.23898	23	0.088	
* 76	2019-09-18 12:02:08	2		2.54214	40	-0.783891	23	0.137	
* 77	2019-09-18 12:05:34	1		8.49527	84	-2.00695	22.8	0.121	
* 78	2019-09-18 12:07:10	2		3.97336	84	-1.77276	23	0.121	
* 79	2019-09-18 12:09:54	1		2.94207	68	-1.64871	23	0.051	
* 80	2019-09-18 12:11:29	2		0	68	0	22.8	0.051	
* 81	2019-09-18 12:15:01	1		2.2838	65	-1.32465	22.6	0.128	
* 82	2019-09-18 12:16:37	2		2.3124	65	-1.32076	22.6	0.123	
* 83	2019-09-18 12:20:55	1		6.77646	83	-2.16527	22.1	0	
* 84	2019-09-18 12:22:30	2		3.72024	83	-2.1978	22.1	0	
* 85	2019-09-18 12:30:28	1		2.1825	48	-1.73341	22.4	0.109	
* 86	2019-09-18 12:32:04	2		1.43881	48	-1.45215	22.6	0.111	
* 87	2019-09-18 12:35:36	1		3.11693	82	-2.11626	22.4	0	
* 88	2019-09-18 12:37:12	2		3.05263	82	-1.90858	22.6	0.11	
* 89	2019-09-18 12:40:25	1		5.23787	37	-2.59235	22.4	0.128	
* 90	2019-09-18 12:42:00	2		0	37	0	22.6	0.126	
* 91	2019-09-18 12:52:42	1		5.92751	66	-1.49577	22.1	0.0937273	
* 92	2019-09-18 12:54:16	2		3.37942	66	-1.6392	22.1	0.092	
* 93	2019-09-19 12:51:06	1			55		20.9	0.116	
* 94	2019-09-19 12:52:41	2			55		20.7	0.116	
* 95	2019-09-19 12:59:49	1		1.73071	55new	-1.29178	20.3	0.113	
* 96	2019-09-19 13:01:24	2		1.29823	55new	-1.08479	20.1	0.115	
* 97	2019-09-19 13:05:01	1		6.01665	43	-1.62335	20.3	0.108	
* 98	2019-09-19 13:06:36	2		3.154	43	-1.13294	20.2446	0.11	
* 99	2019-09-19 13:09:41	1		7.22963	58	-2.01472	20.564	0.02208	
* 100	2019-09-19 13:11:17	2		3.75975	58	-1.60533	20.7	0.07	
* 101	2019-09-19 13:13:33	1		3.31306	85	-2.34148	20.7	0	
* 102	2019-09-19 13:15:09	2		2.50547	85	-2.086	20.9	0.047	
* 103	2019-09-19 13:17:40	1		6.29702	60	-1.93591	21.1	-0.0244685	
* 104	2019-09-19 13:19:14	2		2.47652	60	-1.48572	21.3	0.099	
* 105	2019-09-19 13:22:19	1		9.72218	41	-4.92403	21.1	0.081	
* 106	2019-09-19 13:23:53	2		0	41	0	21.3	0.077	
* 107	2019-09-19 13:26:49	1		2.82086	87	-1.79851	21.3	0.119	
* 108	2019-09-19 13:28:24	2		2.35332	87	-1.54416	21.1	0.119	
* 109	2019-09-19 13:33:17	1		4.62085	59	-1.64952	21.1	0.091	
* 110	2019-09-19 13:34:53	2		0	59	0	21.1	0.093	
* 111	2019-09-19 13:39:51	1		6.31056	42	-2.24022	21.1	0.144	
* 112	2019-09-19 13:41:27	2		2.69915	42	-1.66987	20.9	0.143	
* 113	2019-09-19 13:45:00	1		3.27578	53	-1.39579	20.9	0.095	
* 114	2019-09-19 13:46:36	2		4.04495	53	-1.47112	20.8522	0.098	
* 115	2019-09-19 13:51:28	1		6.21086	54new	-6.12431	20.9	0	
* 116	2019-09-19 13:53:05	2		0	54new	0	21.1	0.119	
* 117	2019-09-19 13:56:04	1		6.84837	56	-2.56068	21.1	0.114	
* 118	2019-09-19 13:57:38	2		2.29877	56	-1.98487	21.1	0.114	
* 119	2019-09-19 14:01:23	1		2.33892	44	-1.11527	20.9	0.138	
* 120	2019-09-19 14:02:58	2		0	44	0	21.1	0.141	
* 121	2019-09-19 14:07:40	1		6.71213	88new	-3.92259	21.5	-0.0285045	
* 122	2019-09-19 14:09:16	2		0	88new	0	21.5	0.114	
* 123	2019-09-19 14:11:53	1		13.6984	57	-8.25476	21.5	0.135	
* 124	2019-09-19 14:13:30	2		0	57	0	21.5	0.135	
* 125	2019-09-19 14:16:08	1		5.59937	86	-1.46903	21.5	0.105	
* 126	2019-09-19 14:17:43	2		2.95934	86	-1.25981	21.5	0.105	
* 127	2019-09-20 12:51:51	1		22.8808	8	1.5976	24.4	0.179	
* 128	2019-09-20 12:53:26	2		9.31336	8	-0.071156	24.2	0.186	
* 129	2019-09-20 12:55:56	1		10.4616	33	-0.627066	23.9	0	
* 130	2019-09-20 12:57:31	2		4.53435	33	-0.0536924	23.9	0	
* 131	2019-09-20 12:59:18	1		5.06577	33new	-4.02889	23.9	0.012	
* 132	2019-09-20 13:00:54	2		4.08347	33new	0.102184	24.2	0.012	
* 133	2019-09-20 13:03:48	1		9.99627	75	-1.26158	24.32	0	
* 134	2019-09-20 13:05:23	2		0	75	0	24.2	0	
* 135	2019-09-20 13:07:11	1		5.78063	75new	-3.89931	24.2	0.406	
* 136	2019-09-20 13:08:46	2		5.24584	75new	1.18843	23.9667	0.405	
* 137	2019-09-20 13:11:41	1		2.26761	15	203.684	23.7	0.105	
* 138	2019-09-20 13:13:16	2		1.92184	15	0.364726	23.7	0.358	
* 139	2019-09-20 13:15:27	1		11.0807	34	-0.625289	23.9	0.207	
* 140	2019-09-20 13:17:02	2		4.92548	34	-0.476008	23.9	0.203	
* 141	2019-09-20 13:19:58	1		13.2224	73	2.03753	23.9	0.272	
* 142	2019-09-20 13:21:33	2		5.44892	73	1.40097	23.7	0.268	
* 143	2019-09-20 13:23:42	1		1.92847	7	5.91885	23.5	0.268	
* 144	2019-09-20 13:25:17	2		2.20137	7	0.530063	23.5	0	
* 145	2019-09-20 13:28:29	1		19.7234	13	-649.057	23.5	0.383	
* 146	2019-09-20 13:30:04	2		5.80653	13	-10.4875	23.5	0.39	
* 147	2019-09-20 13:32:20	1		5.65011	35	1.93177	23.5	0.409	
* 148	2019-09-20 13:33:56	2		2.49206	35	12.0802	23.5	0.408	
* 149	2019-09-20 13:36:32	1		4.05449	14	-1.165	23.5	0.392	
* 150	2019-09-20 13:38:08	2		2.71175	14	12.7398	23.3	0.39	
* 151	2019-09-20 13:40:15	1		4.59081	74	0.307193	23.3	0	
* 152	2019-09-20 13:41:50	2		4.63574	74	74.0039	23.3	0.3524	
* 153	2019-09-20 13:44:43	1		7.62018	16	0.275909	23	0	
* 154	2019-09-20 13:46:19	2		8.46616	16	-0.186657	23	0.224	
* 155	2019-09-20 13:48:39	1		3.7244	36	-35.5237	23.3	0	
* 156	2019-09-20 13:50:15	2		4.47844	36	1.50845	23.7	0.392	
* 157	2019-09-20 13:52:11	1		6.64345	76	5.71735	24.2	0.389	
* 158	2019-09-20 13:53:46	2		4.5299	76	-1.89041	24.9333	0.389333	
* 159	2019-09-20 13:56:03	1		9.33859	5	-1.19145	25.9	0.323	
* 160	2019-09-20 13:57:39	2		8.02217	5	-1.79426	25.6	0.313	
* 161	2019-09-20 14:00:03	1		3.75941	6	-0.74918	25.1	0.169	
* 162	2019-09-20 14:01:39	2		2.77812	6	-0.787174	24.9	0.167	
* 163	2019-09-20 14:05:20	1		11.0568	111	-5.12008	24.7	0.074	
* 164	2019-09-20 14:06:55	2		5.02773	111	-3.99966	24.7	0.082	
* 165	2019-09-20 14:08:38	1		5.12531	111new	-4.35399	24.7	0.081	
* 166	2019-09-20 14:10:14	2		4.15315	111new	-3.31509	24.4	0.215	
* 167	2019-09-20 14:12:23	1		5.24582	112	-4.5877	24.2	0.176	
* 168	2019-09-20 14:13:58	2		2.98558	112	-3.86173	23.9	0.174	
* 169	2019-09-20 14:15:52	1		4.54477	109	-4.58922	23.8467	0.180933	
* 170	2019-09-20 14:17:27	2		3.39794	109	-3.40187	23.7	0.191	
* 171	2019-09-20 14:19:21	1		6.0365	110	-2.73526	23.7	0.105	
* 172	2019-09-20 14:20:57	2		4.64612	110	-2.41524	23.5	0.17	
* 173	2019-09-20 14:23:38	1		3.88024	116	-6.44929	23.5	0.182	
* 174	2019-09-20 14:25:13	2		2.23077	116	-3.14683	23.3	0.193	
* 175	2019-09-20 14:27:27	1		4.18855	114	-2.06089	23.3	0.153	
* 176	2019-09-20 14:29:02	2		2.8366	114	-1.99258	23.3	0.151	
* 177	2019-09-20 14:31:32	1		2.94871	113	-1.80476	23	0.087	
* 178	2019-09-20 14:33:08	2		3.26428	113	-1.91694	23	0.184	
* 179	2019-09-20 14:35:27	1		5.66104	115	-2.67524	23	0.139	
* 180	2019-09-20 14:37:02	2		0	115	0	23	0.139	
