Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2020-05-07 07:27:03	50	11-5	0.012	0.128	11.3	0.985052	0.05051	
2020-05-07 07:28:28	50	11-5	0.009	0.118	11.3	0.894555	0.0755721	
2020-05-07 07:30:54	4	11-7	0	0	11.1	2.29248	0.155023	
2020-05-07 07:32:20	4	11-7	0	0	11	1.61814	0.0768928	
2020-05-07 07:34:59	29	11-5	0	0	10.4	0.313945	0.302734	
2020-05-07 07:36:25	29	11-5	0	0.066	10.3	0.181586	0.377995	
2020-05-07 07:38:25	52	11-7	0	0.059	10.2	0.699313	0.00333375	
2020-05-07 07:39:51	52	11-7	0	0.059	9.9	0.656701	0.00633075	
2020-05-07 07:42:01	2	10-8	0	0.053	9.9	1.97886	0.0126958	
2020-05-07 07:43:27	2	10-8	0	0.049	9.9	1.59128	0.0272991	
2020-05-07 07:45:20	64	11-5	0	0.042	9.9	1.62991	0.00907663	
2020-05-07 07:46:46	64	11-5	0	0.039	10.2	1.31536	-0.00221815	
2020-05-07 07:51:52	72	11-7	0	0.033	10.2	2.65023	0.140131	
2020-05-07 07:53:18	72	11-7	0	0.032	10.2	2.55804	0.123516	
2020-05-07 07:55:11	19	11-6	0	0.035	10.3	1.59234	0.110375	
2020-05-07 07:56:36	19	11-6	0	0.0286364	10.3	1.13351	0.570195	
2020-05-07 07:58:50	30	11-4	0.024	0.569	10.4	2.77079	0.240382	
2020-05-07 08:00:15	30	11-4	0.028	0.564	10.3	2.18344	0.0175511	
2020-05-07 08:02:13	17	11-5	0	0.013	10.3	1.81441	0.044592	
2020-05-07 08:03:38	17	11-5	0	0.00933333	10.3	1.02629	0.105699	
2020-05-07 08:05:43	63	11-3	0	0.015	10.3	1.1482	0.186552	
2020-05-07 08:07:08	63	11-3	0	0.015	10.3	0.763995	0.0787472	
2020-05-07 08:09:24	71	11-3	0	0	10.4	4.05683	2.24605	
2020-05-07 08:10:50	71	11-3	0	0.015	10.3	2.04677	1.42765	
2020-05-07 08:13:07	1	11-4	0	0.011	10.2	3.43845	0.55784	
2020-05-07 08:14:33	1	11-4	0	0.009	10.3	2.52749	0.543059	
2020-05-07 08:16:26	69	11-6	0	0.008	10.6	4.07414	0.542238	
2020-05-07 08:17:51	69	11-6	0	0.009	10.6	2.66952	0.275852	
2020-05-07 08:19:40	62	11-2	0	0.0106364	10.6182	0.936794	0.412116	
2020-05-07 08:21:06	62	11-2	0	0.009	10.8	0.916967	0.379244	
2020-05-07 08:22:55	32	11-6	0	0.009	10.8	2.70004	0.114336	
2020-05-07 08:24:21	32	11-6	0	0.007	10.8	1.94472	0.107257	
2020-05-07 08:26:46	20	11-8	0	0.008	10.8	4.18637	-0.176745	
2020-05-07 08:28:12	20	11-8	0	0.008	10.8	3.70673	-0.0726147	
2020-05-07 08:30:16	18	11-4	0	0	10.8	5.00829	0.22439	
2020-05-07 08:31:41	18	11-4	0	0.007	10.8	2.92846	0.151685	
2020-05-07 08:33:46	3	11-6	0	0.001	10.7	4.29199	-0.216976	
2020-05-07 08:35:12	3	11-6	0	0	10.8	3.61562	-0.106209	
2020-05-07 08:37:08	70	11-8	0	0.008	10.8	8.8981	2.40068	
2020-05-07 08:38:34	70	11-8	0	0.007	11	9.36718	0.534588	
2020-05-07 08:40:49	49	11-6	0	0.01	11.1	0.979913	3.47375	
2020-05-07 08:42:15	49	11-6	0	0.009	11.2	0.567749	2.83416	
2020-05-07 08:44:34	31	11-5	0	0	11.3227	5.51718	-0.368106	
2020-05-07 08:46:01	31	11-5	0	0	11.2	3.29823	-0.280249	
2020-05-07 08:47:56	61	11-6	0	0.005	11.2	2.48072	-0.31486	
2020-05-07 08:49:22	61	11-6	0	0.005	11.2	2.68883	-0.325539	
2020-05-07 08:51:23	51	11-6	0	0.001	11.2	1.42864	0.102666	
2020-05-07 08:52:49	51	11-6	0	0.012	11.3	0.698512	0.080162	
