Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2020-01-17 11:13:03	1		0	0.005	3.8	0.796793	-0.00330225	
2020-01-17 11:14:29	1		0	0.005	3.7	0.746908	-0.000218754	
2020-01-24 15:42:29	10	5-8	0.039	0.223	11	2.13538	-0.0744664	
2020-01-24 15:43:54	10	5-8	0.027	0.195	11	0.645134	-0.112856	
2020-01-24 15:03:36	11	5-1	0	0.021	11.9	1.93695	-0.170657	
2020-01-24 15:05:02	11	5-1	0	0.0278	11.74	0.908211	-0.0981593	
2020-01-24 16:00:49	117	4-8	0	0	10.3	1.04759	-1.46022	
2020-01-24 16:02:14	117	4-8	0.001	0.001	10.3	1.21717	-1.09019	
2020-01-24 16:08:01	118	4-6	0	0	9.6	0.732481	-1.23649	
2020-01-24 16:09:27	118	4-6	0	0	9.5	0.703168	-0.712183	
2020-01-24 15:57:08	119	4-8	0.0012	0	10.6	1.59709	-2.97078	
2020-01-24 15:58:33	119	4-8	0.002	0	10.4	1.694	-2.13025	
2020-01-24 15:35:09	12	6-0	0	0.022	11	0.584746	-0.163253	
2020-01-24 15:36:34	12	6-0	0	0.022	11	1.32375	-0.0987371	
2020-01-24 16:04:24	120	4-3	0	0	10.1	1.01025	-2.09602	
2020-01-24 16:05:49	120	4-3	0	0	9.9	0.648949	-0.857897	
2020-01-24 16:11:48	121	4-7	0	0	9.5	1.82184	-0.893235	
2020-01-24 16:13:13	121	4-7	0	0	9.3	1.65314	-1.25425	
2020-01-24 16:18:38	122	4-5	0	0	9.6	2.25088	-2.79021	
2020-01-24 16:20:04	122	4-5	0	0	9.6	1.14966	-1.89593	
2020-01-24 16:22:31	123	4-8	0	0	9.6	2.02705	-3.08143	
2020-01-24 16:23:57	123	4-8	0	0	9.6	1.47804	-1.65207	
2020-01-24 16:15:11	124	5-1	0	0	9.3	0.923116	-1.39675	
2020-01-24 16:16:37	124	5-1	0	0	9.5	1.10195	-1.73254	
2020-01-17 11:22:13	17		0	0	3.6	1.3179	0.148223	
2020-01-17 11:23:38	17		0	0	3.6	1.27271	0.186629	
2020-01-17 10:59:20	18		0	0	5.2	0.694236	-0.144501	
2020-01-17 11:00:45	18		0	0.005	4.9	0.813802	-0.211022	
2020-01-17 11:38:14	19		0	0	4	0.643714	-0.104931	
2020-01-17 11:39:39	19		0	0	4.1	0.705366	-0.0937268	
2020-01-17 11:28:33	2		0	0	3.4	0.387615	-0.179319	
2020-01-17 11:29:59	2		0	0	3.5	0.233997	-0.112118	
2020-01-17 11:09:28	20		0	0	4	3.49869	-0.730873	
2020-01-17 11:10:54	20		0	0	4.13333	1.5524	-0.565112	
2020-01-24 14:55:03	21		0.0106	0.377	13.86	0.916564	-0.543624	
2020-01-24 14:56:28	21		0.013	0.375	13	0.750787	-0.422291	
2020-01-24 15:49:16	22	6-0	0	0.014	11	1.17656	-0.0380937	
2020-01-24 15:50:41	22	6-0	0	0.016	10.8	0.713114	-0.40161	
2020-01-24 15:15:33	23	5-2	0	0.013	11.1	4.93564	-1.07933	
2020-01-24 15:16:59	23	5-2	0	0.012	11.1	0.939405	-0.195297	
2020-01-24 15:45:47	24	5-7	0	0	11	1.30288	-0.189298	
2020-01-24 15:47:12	24	5-7	0	0	11	1.13606	-0.273546	
2020-01-24 15:20:31	25	5-4	0	0	11	1.23814	-0.359503	
2020-01-24 15:21:57	25	5-4	0	0	11	0.892864	-0.24719	
2020-01-24 15:38:46	26	5-5	0	0	10.8	1.15445	-0.0496481	
2020-01-24 15:40:12	26	5-5	0	0.012	11.1	0.992899	-0.191223	
2020-01-24 15:52:50	27	6-0	0	0	10.7	1.06697	-0.0233097	
2020-01-24 15:54:16	27	6-0	0.001	0.021	10.7	0.853638	-0.113409	
2020-01-24 15:07:10	28	5-4	0	0.032	11.5	1.4939	-0.906826	
2020-01-24 15:08:35	28	5-4	0	0.03	11.5	1.16027	-0.37764	
2020-01-17 11:45:30	29		0	0	4	0.42734	0.000134928	
