Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2019-06-14 10:04:16	68	17-3	0.013	0.21	18.4	10.4022	-1.01788	
2019-06-14 10:05:50	68	17-3	0.013	0.212	18.2	5.72707	-0.691179	
2019-06-14 10:10:54	84	17-5	0.041	0.408	18	21.8783	-1.26742	
2019-06-14 10:12:29	84	17-5	0.041	0.4094	18	10.2986	-0.701719	
2019-06-14 10:15:13	40	17-5	0.001	0	17.9	34.0329	-2.20712	
2019-06-14 10:16:49	40	17-5	0.016	0.336	18	8.0059	-0.324235	
2019-06-14 10:19:12	103	17-5	0.001	0	18	12.539	-0.742205	
2019-06-14 10:20:48	103	17-5	0.045	0.436	17.9	8.75604	-0.541646	
2019-06-14 10:23:25	45	17-4	-0.0113333	-0.143667	18	9.69104	-0.508515	
2019-06-14 10:25:00	45	17-4	0.042	0.436	17.9	6.35036	-0.33657	
2019-06-14 10:28:06	102	16-9	0.002	0	17.9	9.27425	-0.699679	
2019-06-14 10:29:42	102	16-9	0.039	0.435	17.7	4.88099	-0.562517	
2019-06-14 10:32:20	67	17-1	0.001	0	17.7	10.1346	-1.15156	
2019-06-14 10:33:56	67	17-1	0.033	0.414	17.7	3.9653	-0.600214	
2019-06-14 10:37:37	65	17-0	0.036	0.47	17.7	8.93669	-0.421363	
2019-06-14 10:39:13	65	17-0	0.036	0.473	17.7	5.3702	-0.13565	
2019-06-14 10:42:03	46	17-2	0.028	0.418	17.9	9.54901	-0.78626	
2019-06-14 10:43:39	46	17-2	0.029	0.425	17.9	5.19408	-0.505647	
2019-06-14 10:46:57	101	17-5	0.032	0.398	17.9	24.0407	-1.60156	
2019-06-14 10:48:32	101	17-5	0.0332	0.4032	17.9	8.97147	-0.477878	
2019-06-14 10:52:04	39	17-5	0.001	0	18	12.1483	-0.285839	
2019-06-14 10:53:40	39	17-5	0.026	0.504	18	5.5912	-0.162088	
2019-06-14 11:16:43	81	17-4	0.026	0.429	18.4	7.60767	-0.541307	
2019-06-14 11:18:19	81	17-4	0.026	0.429	18.4	6.17906	-0.295153	
2019-06-14 11:21:26	47	17-3	0.033	0.445622	18.2	6.31323	-0.150615	
2019-06-14 11:23:00	47	17-3	0.034	0.455	18.2	4.50082	-0.158575	
2019-06-14 11:28:17	38	17-2	0.02	0.356	17.9	8.79354	-0.597975	
2019-06-14 11:29:54	38	17-2	0.021	0.356	17.9	6.28994	-0.53039	
2019-06-14 11:32:15	83	17-0	0.004	0.065	17.7	3.27162	-0.149411	
2019-06-14 11:33:52	83	17-0	0.046	0.531	17.7	3.08396	-0.11402	
2019-06-14 11:36:22	48	17-0	0.001	0	17.7	1.97691	-0.0558259	
2019-06-14 11:37:56	48	17-0	0.021	0.343	17.7	1.80932	-0.198401	
2019-06-14 11:41:35	104	16-9	0.045	0.511	17.7	3.71595	-0.13231	
2019-06-14 11:43:10	104	16-9	0.045	0.511	17.7	3.66383	-0.118468	
2019-06-14 11:45:58	82	17-0	0.031	0.391	17.7	6.78427	-1.05798	
2019-06-14 11:47:32	82	17-0	0.031	0.396	17.7	5.86447	-1.00678	
2019-06-14 11:50:05	37	17-1	0.002	0	17.9	11.2108	-0.684211	
2019-06-14 11:51:41	37	17-1	0.023	0.44	17.9	7.358	-0.505177	
2019-06-14 11:53:53	66	16-9	0.027	0.38	17.9	6.73637	-0.561321	
2019-06-14 11:55:28	66	16-9	0.027	0.384787	17.9	3.68751	-0.274052	
2019-06-14 13:04:24	106	17-3	0.048	0.459	18.8	8.16228	-0.297558	
2019-06-14 13:05:59	106	17-3	0.048	0.459	18.8	6.78385	-0.16693	
2019-06-14 13:09:22	56	17-0	0.043	0.468	18.6	8.55565	-0.553386	
2019-06-14 13:10:58	56	17-0	0.043	0.471	18.6	6.64944	-0.412113	
2019-06-14 13:13:24	44	17-2	0.021	0.453	18.6	10.0437	-0.365591	
2019-06-14 13:14:59	44	17-2	0.021	0.457	18.5455	6.82308	-0.248477	
2019-06-14 13:21:01	54	16-9	-0.00468182	-0.0806364	18.9	12.6161	-1.71998	
2019-06-14 13:22:37	54	16-9	0.025	0.376	18.9	5.67376	-0.391217	
2019-06-14 13:25:11	108	16-9	0.036	0.491	18.9	4.41986	-0.211736	
2019-06-14 13:26:46	108	16-9	0.035	0.494	18.9	3.02982	-0.161512	
2019-06-14 13:29:52	53	17-1	0.001	0	18.9	7.7539	-0.338873	
2019-06-14 13:31:28	53	17-1	0.034	0.403	18.8	4.87706	-0.874714	
2019-06-14 13:37:50	42	17-4	0.001	0	18.9	5.09853	-0.324824	
2019-06-14 13:39:25	42	17-4	0.032	0.496	19.5	7.87944	-0.292311	
2019-06-14 13:41:38	87	17-1	0.033	0.448	19.7	9.63203	-0.93888	
2019-06-14 13:43:14	87	17-1	0.033	0.45	19.5	5.16392	-0.217623	
2019-06-14 13:45:25	59	17-3	0.027	0.432	19.5	5.10555	-0.171732	
2019-06-14 13:47:00	59	17-3	0.0282727	0.436182	19.5	2.55027	-0.223959	
2019-06-14 13:49:35	107	17-3	0.031	0.398	19.5	9.24198	-0.394626	
2019-06-14 13:51:10	107	17-3	0.031	0.404	19.7	4.81953	-0.0908825	
2019-06-14 13:53:23	41	17-2	0.018	0.396	19.7	11.346	-0.33967	
2019-06-14 13:54:58	41	17-2	0.017	0.399545	19.6545	7.82055	-0.256248	
2019-06-14 14:01:04	60	17-0	0.001	4.16334e-17	19.7	7.14454	-0.136805	
2019-06-14 14:02:39	60	17-0	0.031	0.443	19.7	4.31302	-0.1176	
2019-06-14 14:04:44	85	17-2	0.002	0	19.7	10.3087	-0.473438	
2019-06-14 14:06:20	85	17-2	0.025	0.442	19.5	5.06278	-0.374016	
2019-06-14 14:12:02	58	17-2	-0.00209091	-0.0534545	19.7273	7.05691	-0.239675	
2019-06-14 14:13:38	58	17-2	0.031	0.469	19.5	2.89368	-0.146431	
2019-06-14 14:16:56	43	17-4	0.001	0	19.3	6.72664	-1.86962	
2019-06-14 14:18:32	43	17-4	0.026	0.512	19.3	5.09717	-0.178116	
2019-06-14 14:20:31	105	17-4	0.002	0	19.3	3.89406	-0.236589	
2019-06-14 14:22:06	105	17-4	0.03	0.456	19.4364	3.20061	-0.185117	
2019-06-14 14:24:19	55	17-3	0.019	0.294	19.5	4.05044	-0.0967967	
2019-06-14 14:25:55	55	17-3	0.019	0.299	19.7	2.49339	-0.234673	
2019-06-14 15:01:41	86	17-5	0.035	0.454	19.9	9.66795	-0.315039	
2019-06-14 15:03:17	86	17-5	0.035	0.454	19.9	5.08503	-0.232535	
2019-06-14 15:05:37	88	17-5	0.004	0.064	19.9	13.0411	-0.180548	
2019-06-14 15:07:12	88	17-5	0.004	0.061	20.1	5.39202	-0.140858	
2019-06-14 15:09:07	57	17-6	0.004	0.064	20.3	6.37481	-0.224925	
2019-06-14 15:10:41	57	17-6	0.004	0.066	20.3	3.441	-0.614822	
