Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2019-11-04 15:03:58	94		0.043	0.228	15.7	2.16844	-0.0804593	
2019-11-04 15:06:13	14		0.001	0.016	15.7	0.963296	-0.0470761	
2019-11-04 15:07:39	14		0.016	0.277	15.7	1.03987	-0.0877373	
2019-11-04 15:10:25	35		0.001	0.016	15.7	1.00582	-0.0266881	
2019-11-04 15:11:51	35		0.092	0.37	15.5	1.15336	0.0735877	
2019-11-04 15:14:17	13		0.001	0.016	15.5	1.32695	-0.112789	
2019-11-04 15:15:43	13		0.037	0.275	15.4	1.2861	-0.0910741	
2019-11-04 15:18:10	7		0.063	0.357	15.4	1.59547	-0.0948961	
2019-11-04 15:19:35	7		0.066	0.362	15.4	0.646697	-0.0764516	
2019-11-04 15:22:36	73		0.002	0	15.4	6.14425	-0.182498	
2019-11-04 15:24:02	73		0.022	0.319	15.4	3.64141	-0.853412	
2019-11-04 15:26:44	15		0.0044	0.0522667	15.3467	1.44477	-0.017648	
2019-11-04 15:28:10	15		0.011	0.197	15.2	1.14147	-0.0211634	
2019-11-04 15:30:41	96		0.00633333	0.166667	15.2667	1.84794	-0.00578058	
2019-11-04 15:32:08	96		0.025	0.298	15	2.54597	0.0199029	
2019-11-04 15:37:27	34		0.001	0	14.7	1.75505	-0.201224	
2019-11-04 15:38:53	34		0.008	0.158	14.7	1.72305	-0.28292	
2019-11-04 15:41:29	75		0.001	0	14.7	2.13876	0.0760428	
2019-11-04 15:42:55	75		0.142	0.435	14.7	2.12939	0.201346	
2019-11-04 15:45:18	8		0.001	0	14.6	4.7414	-0.182323	
2019-11-04 15:46:44	8		0.0267333	0.265333	14.6267	2.85292	-0.158808	
2019-11-04 15:48:48	95		0.007	0.148	14.7	2.96877	-1.27743	
2019-11-04 15:50:13	95		0.007	0.154	14.7	2.94494	-1.23792	
2019-11-04 15:52:25	33		0.001	0.014	14.6	5.86174	-1.63441	
2019-11-04 15:53:51	33		0.026	0.316	14.7	3.56843	-0.375142	
2019-11-04 15:57:16	109		0.003	0.049	14.7	1.97761	-1.65066	
2019-11-04 15:58:42	109		0.005	0.15	14.6	1.93718	-2.00263	
2019-11-04 16:00:43	112		0.006	0.148	14.6	1.06995	-1.26056	
2019-11-04 16:02:09	112		0.007	0.232	14.4	1.33408	-1.30715	
2019-11-04 16:04:35	110		0.001	0.011	14.3	2.24302	-1.07461	
2019-11-04 16:06:01	110		0.004	0.17	14.1	1.59851	-0.851362	
2019-11-04 16:08:08	111		0.006	0.158	14	1.65064	-2.06899	
2019-11-04 16:09:35	111		0.006	0.163	14	2.16142	-2.1752	
2019-11-04 16:12:46	114		0.007	0.221	13.8	1.58935	-0.811121	
2019-11-04 16:14:12	114		0.007	0.225	13.7	1.60032	-0.961864	
2019-11-04 16:16:11	113		0.001	0.01	13.7	0.828427	-0.279121	
2019-11-04 16:17:37	113		0.0058	0.1774	13.7	1.36861	-0.379776	
2019-11-04 16:19:50	115		0.005	0.176	13.7	1.00441	-0.796872	
2019-11-04 16:21:16	115		0.005	0.18	13.5	1.42417	-0.986058	
2019-11-04 16:23:34	116		0.001	0	13.5	0.78017	-0.75307	
2019-11-04 16:24:59	116		0.007	0.183	13.5	0.810796	-0.960627	
