Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2019-11-04 11:24:35	27	13-3	0.269	0.632	18.2	0.985503	0.0913857	
2019-11-04 11:26:01	27	13-3	0.27	0.632	18.4	0.71319	-188.913	
2019-11-04 11:30:48	98	13-1	0.263	0.674	18.8	1.87786	-1.57619	
2019-11-04 11:32:14	98	13-1	0.27	0.633	18.8	2.03068	-0.0451872	
2019-11-04 11:34:57	22	13-7	0.123	0.466	18.8	1.07079	-0.0766405	
2019-11-04 11:36:24	22	13-7	0.124	0.468	18.8	0.897417	-0.0719298	
2019-11-04 11:39:14	10	13-3	0.143	0.527	18.4	0.739984	-0.0983056	
2019-11-04 11:40:40	10	13-3	0.149	0.5164	18.2	0.7114	-0.0665654	
2019-11-04 11:43:26	78	13-5	0.013	0.08	18.4	2.47917	0.264976	
2019-11-04 11:44:53	78	13-5	0.105	0.445	18.8	3.52969	0.192494	
2019-11-04 11:47:45	12	13-5	0.0698636	0.315636	19.0364	1.62695	0.339669	
2019-11-04 11:49:11	12	13-5	0.104	0.452	18.9	1.02743	0.133624	
2019-11-04 11:51:47	99	13-4	0.027	0.287	18.4	3.8795	0.18685	
2019-11-04 11:53:13	99	13-4	0.028	0.288	18.4	3.11581	0.119899	
2019-11-04 11:56:01	100	13-0	0.022	0.378	18.4	1.86415	-0.82754	
2019-11-04 11:57:26	100	13-0	0.022	0.382	18.2	2.23251	-0.130307	
2019-11-04 12:01:25	26	12-7	0.029	0.384	17.5	1.27809	-0.150145	
2019-11-04 12:02:51	26	12-7	0.029	0.384	17.9	1.08128	-0.0671074	
2019-11-04 12:05:32	24	12-9	0.001	0	17.9	1.89389	-0.286672	
2019-11-04 12:06:58	24	12-9	0.017	0.273	17.9	2.17609	-0.26002	
2019-11-04 12:11:30	25	12-6	0.005	0.097	17.9	1.87023	-0.409465	
2019-11-04 12:12:57	25	12-6	0.005	0.099	18	2.11575	-0.338708	
2019-11-04 12:15:22	79	12-1	0	0	18	2.2361	-0.155176	
2019-11-04 12:16:48	79	12-1	0.017	0.21	18	1.65636	-0.168296	
2019-11-04 12:19:10	9	12-6	0.008	0.158	17.7	2.40982	-0.13507	
2019-11-04 12:20:37	9	12-6	0.008	0.1584	17.7	3.38026	-0.105881	
2019-11-04 12:28:40	97	12-5	-0.0092	-0.0792	17.5	3.61975	-0.394103	
2019-11-04 12:30:06	97	12-5	0.024	0.196	17.5	2.61088	-0.355604	
2019-11-04 12:32:36	77	12-5	0	0	17.3	2.19667	-0.564956	
2019-11-04 12:34:02	77	12-5	0.003	0.137	17.3	1.23694	-0.366342	
2019-11-04 12:36:20	11	12-5	0.011	0.259	17.5	2.89097	-0.414913	
2019-11-04 12:37:46	11	12-5	0.011	0.27	17.7	2.4998	-0.31172	
2019-11-04 12:40:17	23	12-3	0.012	0.238	17.5	1.94754	-0.444035	
2019-11-04 12:41:43	23	12-3	0.013	0.241	17.5	1.751	-0.303568	
2019-11-04 12:44:57	80	12-3	0.004	0.164	17.3	1.76307	-1.16862	
2019-11-04 12:46:23	80	12-3	0.004	0.164	17.3	1.35616	-0.805308	
2019-11-04 12:48:47	28	12-3	0.006	0.191	16.8	1.56501	-0.554698	
2019-11-04 12:50:13	28	12-3	0.006	0.193	16.8	1.52806	-0.52979	
2019-11-04 12:53:13	21	13-0	0.018	0.359	16.7	0.900817	-0.303236	
2019-11-04 12:54:38	21	13-0	0.018	0.361	16.7	1.21155	-0.378562	
2019-11-04 12:58:03	119	11-9	0.009	0.213	16.5	2.33681	-2.49518	
2019-11-04 12:59:29	119	11-9	0.009	0.211	16.3	2.2513	-2.39192	
2019-11-04 13:01:41	117	11-5	0.0103333	0.218333	15.8	1.11964	-1.16463	
2019-11-04 13:03:07	117	11-5	0.005	0.195	15.8	1.19504	-1.18314	
2019-11-04 13:05:33	120	11-8	0	0	15.8	1.66623	-1.19594	
2019-11-04 13:06:59	120	11-8	0.006	0.182	15.8	1.496	-1.14018	
2019-11-04 13:09:45	118	11-5	0.0036	0.1332	15.58	1.89639	-1.18194	
2019-11-04 13:11:11	118	11-5	0.006	0.223	15.5	1.72598	-1.30244	
2019-11-04 13:13:46	123	12-0	0.007	0.141	15.4	1.51888	-1.93277	
2019-11-04 13:15:12	123	12-0	0.007	0.142	15.2	2.36703	-1.89728	
2019-11-04 13:17:49	122	11-4	0.005	0.201	15	1.65954	-2.66563	
2019-11-04 13:19:15	122	11-4	0.005	0.202	15.2	1.93572	-2.41328	
2019-11-04 13:21:42	124	11-9	-0.0006	-0.0338	15.68	1.67044	-1.70191	
2019-11-04 13:23:08	124	11-9	0.003	0.173	15.7	1.45268	-1.63443	
2019-11-04 13:25:43	121	11-7	6.50521e-19	2.77556e-17	15.7	1.82794	-0.97719	
2019-11-04 13:27:09	121	11-7	0.005	0.23	15.5	2.91646	-1.02799	
2019-11-04 14:32:37	6		-0.0022	-0.042	18.24	1.58475	-0.237264	
2019-11-04 14:34:03	6		0.012	0.21	18	2.68058	-0.512887	
2019-11-04 14:36:24	93		0	0	17.9	1.71718	0.103367	
2019-11-04 14:37:51	93		0.054	0.229	17.7	2.00771	0.123028	
2019-11-04 14:40:06	5		0.023	0.153	17.3	3.77305	-0.181935	
2019-11-04 14:41:33	5		0.024	0.159	17.2	6.71286	-0.400834	
2019-11-04 14:46:40	36		-0.0276	-0.1236	16.78	2.42687	-0.126817	
2019-11-04 14:48:05	36		0.07	0.314	16.5	2.75882	-0.141896	
2019-11-04 14:50:44	76		0.0234	0.116067	16.2733	1.55906	-0.222643	
2019-11-04 14:52:10	76		0.074	0.381	16	1.79784	-0.207269	
2019-11-04 14:54:46	16		0.117	0.407	15.8	3.84536	-0.174042	
2019-11-04 14:56:11	16		0.119	0.401	15.8	0.838854	-0.086791	
2019-11-04 14:58:48	74		0.028	0.325	15.7	1.16159	-0.0493828	
2019-11-04 15:00:14	74		0.03	0.324	15.5	1.25364	-0.138474	
2019-11-04 15:02:33	94		0.001	0	15.5	1.99511	-0.0501052	
