Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2019-11-06 11:04:26	71	12-1	0.028	0.072	12	2.30655	6.31988	
2019-11-06 11:05:51	71	12-1	0.032	0.096	12.1	2.37916	5.1528	
2019-11-06 11:08:41	1	12-1	0	0	12.1	2.45871	0.921257	
2019-11-06 11:10:07	1	12-1	0.001	0.0846	12.06	3.3347	1.36239	
2019-11-06 11:13:43	69	12-4	0.031	0.327	12.1	3.25436	1.31926	
2019-11-06 11:15:08	69	12-4	0.031	0.334364	12.1364	2.90596	-0.00141617	
2019-11-06 11:17:36	62	12-3	0.001	0.052	12.1	1.62354	-0.00947351	
2019-11-06 11:19:01	62	12-3	0.007	0.052	12.1	1.79794	-0.00985624	
2019-11-06 11:21:31	32	12-2	0.001	0.066	12	7.65841	-0.559188	
2019-11-06 11:22:56	32	12-2	0.001	0.067	12.1	2.72992	-0.250608	
2019-11-06 11:26:07	89	12-2	-0.0004	-0.0154	12.28	3.23261	4.06552	
2019-11-06 11:27:33	89	12-2	0.002	0.077	12.4	3.01463	3.09997	
2019-11-06 11:29:46	49	12-2	0.001	0.087	12.4	3.06074	1.88689	
2019-11-06 11:31:12	49	12-2	0.001	0.091	12.4	3.80698	2.06673	
2019-11-06 11:34:00	70	12-1	0.025	0.126	12.1	3.48652	-0.673381	
2019-11-06 11:35:26	70	12-1	0.058	0.431	12.3	3.06285	-0.471687	
2019-11-06 11:39:00	51	12-0	0.001	0.069	12.4	1.2685	0.0051084	
2019-11-06 11:40:26	51	12-0	0.001	0.071	12.7	1.08669	-2.10828	
2019-11-06 11:42:56	61	12-3	0	0	12.8	3.35331	-0.248987	
2019-11-06 11:44:23	61	12-3	0.001	0.031	13	3.40085	-0.195969	
2019-11-06 11:46:58	31	11-6	0	0.018	13.1	4.20348	-1.09814	
2019-11-06 11:48:24	31	11-6	0.01	0.057	13.1	3.27049	-1.07945	
2019-11-06 11:51:01	3	12-4	-0.000136364	-0.003	13.1	5.43477	-1.44063	
2019-11-06 11:52:28	3	12-4	0.001	0.025	13.1	3.09967	-1.1995	
2019-11-06 11:54:46	18	12-4	0	0	13.3	3.97641	-0.248192	
2019-11-06 11:56:12	18	12-4	0.001	0.042	13.4	3.14728	-0.229511	
2019-11-06 11:58:52	20	12-2	0	0.012	13.5	6.36881	-1.39873	
2019-11-06 12:00:17	20	12-2	0	0.02	13.7	4.46655	-1.17589	
2019-11-06 13:22:18	81	11-8	0.019	0.19	13	5.45504	-2.33154	
2019-11-06 13:23:44	81	11-8	0.02	0.187	13.1	3.04819	-1.79299	
2019-11-06 13:26:13	46	11-9	0.012	0.049	13.1	4.13034	-2.45399	
2019-11-06 13:27:39	46	11-9	0.015	0.0735272	13.1	3.0174	-2.17424	
2019-11-06 13:30:29	67	11-1	0	0.044	13.1	6.70781	-3.30263	
2019-11-06 13:31:56	67	11-1	0.001	0.043	13.1	2.82853	-0.984554	
2019-11-06 13:34:52	45	11-9	0.001	0.033	13.1	4.76086	-2.07501	
2019-11-06 13:36:18	45	11-9	0.001	0.041	13.1	3.63438	-1.81715	
2019-11-06 13:39:01	103	12-2	0.001	0.047	13.1	3.44042	-1.57685	
2019-11-06 13:40:27	103	12-2	0.001	0.048	13.1	2.8726	-1.51731	
2019-11-06 13:42:34	40	12-0	0.001	0.043	13.1	2.86218	-1.41567	
2019-11-06 13:44:00	40	12-0	0.001	0.013	13.1	2.18336	-1.2077	
2019-11-06 13:46:19	84	11-9	0.001	0.049	13	3.10036	-1.95616	
2019-11-06 13:47:45	84	11-9	0.001	0.0516364	13	2.34779	-1.86673	
2019-11-06 13:49:54	68	11-3	0.001	0.035	12.8	3.17147	-1.5726	
2019-11-06 13:51:19	68	11-3	0.001	0.033	12.8	2.57927	-1.37265	
2019-11-06 13:54:37	102	12-1	0	0	12.7	4.88101	-2.27291	
2019-11-06 13:56:04	102	12-1	0.001	0.022	12.6	2.68682	-1.80818	
2019-11-06 13:58:46	65	11-9	0.001	0.0301818	12.7	4.59537	-1.78566	
2019-11-06 14:00:12	65	11-9	0.001	0.032	12.8	3.11398	-1.43749	
2019-11-06 14:02:51	47	11-7	0.001	0.017	13	4.52867	-1.96653	
2019-11-06 14:04:16	47	11-7	0.001	0.025	13	2.78926	-1.5398	
2019-11-06 14:06:48	38	11-6	0	0.017	13	6.01915	-2.03187	
2019-11-06 14:08:14	38	11-6	0	0.024	13.1	4.11525	-1.66805	
2019-11-06 14:10:21	83	11-9	0.001	0.027	13.1	6.90982	-2.70084	
2019-11-06 14:11:47	83	11-9	0.001	0.0267173	13.3	3.62784	-2.01029	
2019-11-06 14:14:08	48	11-8	0.001	0.034	13.4	3.02606	-1.6929	
2019-11-06 14:15:34	48	11-8	0.001	0.03	13.4	2.37766	-1.53837	
2019-11-06 14:18:11	104	11-8	0.001	0.022	13.3	2.71538	-1.72189	
2019-11-06 14:19:37	104	11-8	0.001	0.029	13.5	2.2538	-1.41211	
2019-11-06 14:22:48	82	12-0	0.001	0.028	13.5	4.53558	-2.34165	
2019-11-06 14:24:14	82	12-0	0.001	0.033	13.5	3.14178	-2.03058	
2019-11-06 14:27:06	66	12-0	0.001	0.039	13.5	3.65164	-1.51819	
2019-11-06 14:28:32	66	12-0	0.001	0.037	13.5	2.76929	-1.24386	
2019-11-06 14:30:58	37	11-7	0.008	0.105	13.5	4.8099	-2.26815	
2019-11-06 14:32:24	37	11-7	0.001	0.006	13.5	4.04047	-1.86247	
2019-11-06 14:36:47	56	11-8	0.000681818	0.0204545	13.3	3.07976	-2.56937	
2019-11-06 14:38:13	56	11-8	0.002	0.028	13.3	2.88695	-2.27261	
2019-11-06 14:40:33	44	11-9	0	0	13.1	3.93365	-1.51362	
2019-11-06 14:41:59	44	11-9	0.001	0.029	13.1	2.66749	-1.32472	
2019-11-06 14:44:12	106	11-9	0.001	0.018	13.1	2.39549	-1.17393	
2019-11-06 14:45:37	106	11-9	0.001	0.018	13.1	2.63807	-1.12495	
2019-11-06 14:48:06	88	12-0	0.001	0.031	13	4.79784	-1.26269	
2019-11-06 14:49:32	88	12-0	0.001	0.032	13	4.68606	-1.19089	
2019-11-06 14:51:38	57	12-0	0.001	0.0360909	13	13.7566	-3.90549	
2019-11-06 14:53:04	57	12-0	0.001	0.027	13	6.95086	-1.29746	
2019-11-06 14:55:33	86	11-9	0	0	13	5.44456	-1.52288	
2019-11-06 14:56:59	86	11-9	0	0.032	13	3.68991	-1.43727	
2019-11-06 14:59:53	55	12-0	0.001	0.031	12.8	3.7275	-1.49859	
2019-11-06 15:01:18	55	12-0	0.001	0.034	12.8	2.57874	-1.12284	
2019-11-06 15:04:20	105	12-1	0	0	12.8	2.71581	-1.71153	
2019-11-06 15:05:46	105	12-1	0.001	0.0232273	12.8	2.58735	-1.58943	
2019-11-06 15:07:52	43	12-2	0.001	0.034	12.8	5.87398	-2.03601	
2019-11-06 15:09:18	43	12-2	0.001	0.031	12.8	2.5114	-1.55557	
2019-11-06 15:11:29	58	12-4	0	0	12.8	6.08791	-1.52484	
2019-11-06 15:12:55	58	12-4	0.001	0.018	12.8	2.57908	-1.22088	
2019-11-06 15:15:02	85	12-5	0.001	0.006	12.8	2.85781	-2.24753	
2019-11-06 15:16:27	85	12-5	0.001	0.006	12.8	2.8137	-1.88152	
2019-11-06 15:18:42	60	12-3	-0.000227273	-0.00454545	12.8	4.129	-1.89594	
2019-11-06 15:20:09	60	12-3	0.001	0.023	12.8	3.34793	-1.7408	
2019-11-06 15:22:18	107	12-3	0	0	12.8	2.21105	-0.802555	
2019-11-06 15:23:44	107	12-3	0.001	0.03	12.8	1.79026	-0.784697	
2019-11-06 15:26:07	41	12-1	0.001	0.016	12.7	6.96121	-2.5168	
2019-11-06 15:27:33	41	12-1	0.001	0.016	12.7	3.52067	-1.72247	
2019-11-06 15:29:57	87	12-2	0.001	0.026	12.6	4.35505	-1.80988	
2019-11-06 15:31:22	87	12-2	0	0.032	12.6	2.53494	-1.5977	
2019-11-06 15:35:46	59	12-2	0.001	0.0236667	12.6	8.50426	-4.65974	
2019-11-06 15:37:10	59	12-2	0.001	0.031	12.6	2.38901	-1.38727	
2019-11-06 15:39:20	42	12-0	0	0	12.4	4.63951	-2.16923	
2019-11-06 15:41:05	42	12-0	0.001	0.009	12.4	3.46194	-2.07754	
2019-11-06 15:42:31	42	12-0	0.001	0.006	12.4	3.41738	-2.17283	
2019-11-06 15:45:08	53	12-0	0.012	0.083	12.4	7.06295	-1.67062	
2019-11-06 15:46:34	53	12-0	0.013	0.073	12.4	2.4745	-1.06253	
2019-11-06 15:48:58	108	12-0	0.001	0.023	12.4	3.97719	-1.66683	
2019-11-06 15:50:23	108	12-0	0.001	0.024	12.4	2.19791	-1.25273	
2019-11-06 15:54:23	54	11-8	0	0	12.4	3.058	-2.53547	
2019-11-06 15:55:49	54	11-8	0.001	0.027	12.4	2.38883	-2.33578	
