Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2019-12-19 11:36:08	115		0	0	13.4	1.36412	-1.50714	
2019-12-19 11:37:33	115		0.004	0.206	12.7	1.01557	-1.81316	
2019-12-19 11:39:32	113		0	0	11.5	0.766971	-0.58588	
2019-12-19 11:40:57	113		0.008	0.063	10.1	1.11064	-0.858333	
2019-12-19 11:42:54	114		0	0.035	9	0.340266	-0.593402	
2019-12-19 11:44:20	114		0	0.02	8.5	0.614467	-0.813473	
2019-12-19 11:51:32	116		0	0	6.5	1.0609	-0.754933	
2019-12-19 11:52:58	116		0	0	6.2	1.23977	-0.931586	
2019-12-19 11:55:09	112		0	0	6.1	2.02376	-2.47883	
2019-12-19 11:56:35	112		0	0	6	2.06279	-2.71063	
2019-12-19 11:58:25	109		0	0	6.1	0.894668	-1.31052	
2019-12-19 11:59:51	109		0	0	6	1.07278	-1.76849	
2019-12-19 12:02:04	111		0	0	5.7	1.71562	-2.7836	
2019-12-19 12:03:30	111		0	0	5.5	1.55715	-2.43523	
2019-12-19 12:06:03	6		0	0.005	5.1	4.69011	-0.78376	
2019-12-19 12:07:29	6		0	0.001	5.1	6.33794	-0.651895	
2019-12-19 12:09:34	93		0	0	5.6	0.615995	-0.00375399	
2019-12-19 12:10:59	93		0	0	5.5	0.786204	0.0189183	
2019-12-19 12:12:59	5		0	0	5.3	0.66284	-0.202268	
2019-12-19 12:14:24	5		0	0	5.3	0.846602	-0.295112	
2019-12-19 12:16:26	76		0	0	5.4	1.85919	-0.447319	
2019-12-19 12:17:52	76		0	0	5.42667	1.13477	-0.379463	
2019-12-19 12:19:50	36		0	0	5.48	1.07094	-0.21294	
2019-12-19 12:21:16	36		0	0	5.8	1.51171	-0.0569193	
2019-12-19 12:23:14	16		0	0	6.3	0.604417	-0.160067	
2019-12-19 12:24:39	16		0	0.002	6.4	0.447017	-0.213925	
2019-12-19 12:26:29	74		0	0	6.6	0.824974	-0.110619	
2019-12-19 12:27:54	74		0	0	7.1	0.878771	-0.114183	
2019-12-19 12:30:22	94		0	0	7.4	0.523584	-0.0759252	
2019-12-19 12:31:47	94		0	0	7.5	0.782771	-0.130547	
2019-12-19 12:33:51	14		0	0	7.5	1.76419	-0.25712	
