Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2019-12-20 09:42:34	56		0	0.015	10.7	-0.0534602	-0.841646	
2019-12-20 09:43:59	56		0.001	0.005	9	0.407653	-1.38433	
2019-12-20 09:46:39	106		0	0	7.7	0.500836	-1.99614	
2019-12-20 09:48:05	106		0	0.016	6.5	0.667435	-0.59558	
2019-12-20 09:50:04	44		0	0	5.7	0.841056	-0.845957	
2019-12-20 09:51:30	44		0	0	5.2	0.515202	-0.763169	
2019-12-20 09:53:43	88		0	0	4.5	0.702557	-0.605028	
2019-12-20 09:55:09	88		0	0.008	3.7	0.730321	-0.586013	
2019-12-20 09:57:13	57		0	0.004	3.1	2.18122	-1.3043	
2019-12-20 09:58:38	57		0	0.004	2.8	1.54546	-1.22621	
2019-12-20 10:01:19	43		0	0	2.1	1.02731	-1.10308	
2019-12-20 10:02:44	43		0	0	2	0.797289	-0.872614	
2019-12-20 10:04:46	105		0	0	1.71364	0.609424	-0.549516	
2019-12-20 10:06:12	105		0	0	1.4	0.522714	-0.768742	
2019-12-20 10:08:15	55		0	0.004	1.1	0.674682	-0.715387	
2019-12-20 10:09:42	55		0	0.004	1.1	0.775282	-0.681891	
2019-12-20 10:11:44	86		0	0.004	0.9	0.382352	-0.397507	
2019-12-20 10:13:10	86		0	0	0.7	0.617605	-0.454336	
2019-12-20 10:15:29	54		0	0	0.6	0.702013	-1.64041	
2019-12-20 10:16:55	54		0	0	0.6	1.32658	-2.63517	
2019-12-20 10:18:56	108		0	0	0.6	0.46824	-0.562351	
2019-12-20 10:20:22	108		0	0	0.6	0.489642	-0.598744	
2019-12-20 10:22:21	42		0	0	0.6	0.470775	-0.602208	
2019-12-20 10:23:47	42		0	0	0.6	0.385074	-0.733012	
2019-12-20 10:25:45	53		0	0	0.6	0.804228	-0.597925	
2019-12-20 10:27:11	53		0	0	0.5	0.945142	-0.780105	
2019-12-20 10:29:25	87		0	0	0.5	0.442093	-0.562987	
2019-12-20 10:30:51	87		0	0	0.5	0.702164	-0.705479	
2019-12-20 10:32:44	41		0	0	0.5	1.29588	-1.60827	
2019-12-20 10:34:10	41		0	0	0.5	1.49375	-1.46083	
2019-12-20 10:36:12	59		0	0	0.5	0.559452	-0.533812	
2019-12-20 10:37:39	59		0	0	0.5	0.635412	-0.53687	
2019-12-20 10:39:38	107		0	0	0.4	0.240686	-0.189555	
2019-12-20 10:41:04	107		0	0	0.4	0.349039	-0.300948	
2019-12-20 10:43:15	60		0	0	0.4	0.508329	-0.525794	
2019-12-20 10:44:41	60		0	0	0.5	0.56385	-0.593304	
2019-12-20 10:46:46	85		0	0	0.586364	0.574812	-0.784914	
2019-12-20 10:48:12	85		0	0	0.8	0.409475	-0.851828	
2019-12-20 10:50:04	58		0	0	1	0.292182	-0.333283	
2019-12-20 10:51:30	58		0	0	0.9	0.677553	-0.585266	
2019-12-20 12:31:21	50		0	0	10.8	1.04687	3.28667	
2019-12-20 12:32:47	50		0	0	10.0818	0.273196	-0.0447008	
2019-12-20 12:34:54	4		0	0	8.39333	1.62224	-0.546712	
2019-12-20 12:36:19	4		0	0	7.7	2.09081	-0.628867	
2019-12-20 12:38:13	90		0	0	7.3	0.642288	0.168186	
2019-12-20 12:39:39	90		0	0	7	0.782468	0.344414	
2019-12-20 12:41:24	29		0	0	6.6	0.840535	0.155792	
2019-12-20 12:43:51	29a		0	0	6.13333	0.546356	0.0709127	
2019-12-20 12:45:16	29a		0	0	5	0.501916	0.0434786	
2019-12-20 12:47:05	52		0	0	4.4	0.391269	-0.430819	
2019-12-20 12:48:31	52		0	0	4.2	0.372435	-0.0100326	
2019-12-20 12:50:43	91		0	0	4	1.01581	0.66166	
2019-12-20 12:52:09	91		0	0	3.8	1.34814	0.783848	
2019-12-20 12:53:55	19		0	0	3.54	0.771124	-0.147825	
2019-12-20 12:55:20	19		0	0	3.4	0.505237	-0.180107	
2019-12-20 12:57:10	72		0	0	3.3	0.343351	-0.164739	
2019-12-20 12:58:35	72		0	0	3.3	0.663412	-0.183931	
2019-12-20 13:00:22	64		0	0	3.3	0.755183	-0.233643	
2019-12-20 13:01:47	64		0	0	3.52273	1.50838	-0.217803	
2019-12-20 13:03:51	2		0	0	3.43333	2.365	-0.674325	
