Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	soilp_t_IV	soilp_m_IV	
* 1	2020-01-17 10:39:18	1		0.400199	51	-0.172104	11.6	0.455	
* 2	2020-01-17 10:40:43	2		0.428867	51	-0.42751	11	0.441	
* 3	2020-01-17 10:42:47	1		0.416902	61	-0.168321	9.8	0.403	
* 4	2020-01-17 10:44:13	2		0.474092	61	-0.286921	9	0.037	
* 5	2020-01-17 10:45:58	1		0.756846	31	-0.454416	8.56	0.1618	
* 6	2020-01-17 10:47:23	2		0	31	0	8	0.215	
* 7	2020-01-17 10:49:19	1		1.51615	3	-1.01698	7.1	0.038	
* 8	2020-01-17 10:50:45	2		3.88366	3	-2.01198	6.6	0.031	
* 9	2020-01-17 10:52:32	1		0.492572	70	-0.0530032	6.2	0	
* 10	2020-01-17 10:53:56	2		0	70	0	5.98182	0.0396364	
* 11	2020-01-17 10:56:03	1		0.383933	49	-0.0160149	5.5	0.033	
* 12	2020-01-17 10:57:29	2		0.507556	49	-0.0018001	5.4	0.027	
* 13	2020-01-17 10:59:20	1		0.694236	18	-0.144501	5.2	0	
* 14	2020-01-17 11:00:45	2		0.813802	18	-0.211022	4.9	0.005	
* 15	2020-01-17 11:02:47	1		0.395372	62	-0.105559	4.6	0.006	
* 16	2020-01-17 11:04:13	2		0.726096	62	-0.153451	4.4	0.012	
* 17	2020-01-17 11:06:15	1		0.835521	32	-0.273585	4.3	0.006	
* 18	2020-01-17 11:07:41	2		0.918751	32	-0.403306	4.2	0.006	
* 19	2020-01-17 11:09:28	1		3.49869	20	-0.730873	4	0	
* 20	2020-01-17 11:10:54	2		1.5524	20	-0.565112	4.13333	0	
* 21	2020-01-17 11:13:03	1		0.796793	1	-0.00330225	3.8	0.005	
* 22	2020-01-17 11:14:29	2		0.746908	1	-0.000218754	3.7	0.005	
* 23	2020-01-17 11:16:10	1		0.341324	71	0.958253	3.5	0.006	
* 24	2020-01-17 11:17:36	2		0.559786	71	1.80887	3.5	0.002	
* 25	2020-01-17 11:19:12	1		2.26734	63	0.384368	3.5	0	
* 26	2020-01-17 11:20:37	2		2.01901	63	0.123431	3.6	0	
* 27	2020-01-17 11:22:13	1		1.3179	17	0.148223	3.6	0	
* 28	2020-01-17 11:23:38	2		1.27271	17	0.186629	3.6	0	
* 29	2020-01-17 11:25:21	1		0.542754	30	-0.149407	3.4	0	
* 30	2020-01-17 11:26:47	2		0.483772	30	-0.214209	3.4	0	
* 31	2020-01-17 11:28:33	1		0.387615	2	-0.179319	3.4	0	
* 32	2020-01-17 11:29:59	2		0.233997	2	-0.112118	3.5	0	
* 33	2020-01-17 11:31:48	1		0.700107	64	-0.196341	3.5	0	
* 34	2020-01-17 11:33:14	2		1.25071	64	-0.226185	3.6	0.001	
* 35	2020-01-17 11:35:03	1		0.401037	72	-0.119113	3.8	0	
* 36	2020-01-17 11:36:29	2		0.455273	72	-0.149856	3.9	0	
* 37	2020-01-17 11:38:14	1		0.643714	19	-0.104931	4	0	
* 38	2020-01-17 11:39:39	2		0.705366	19	-0.0937268	4.1	0	
* 39	2020-01-17 11:42:27	1		0.216075	52	-0.0795105	4	0.006	
* 40	2020-01-17 11:43:53	2		0.275662	52	-0.696149	4	0.004	
* 41	2020-01-17 11:45:30	1		0.42734	29	0.000134928	4	0	
* 42	2020-01-17 11:46:56	2		0.270103	29	-0.0974427	4	0	
* 43	2020-01-17 11:48:41	1		1.31322	4	-0.308514	4.1	0	
* 44	2020-01-17 11:50:07	2		3.51534	4	-0.792917	4	0	
* 45	2020-01-17 11:51:52	1		0.281919	50	-0.0445752	4	0	
* 46	2020-01-17 11:53:17	2		0	50	0	4	0	
* 49	2020-01-24 14:55:03	1		0	21	0	13.86	0.377	
* 50	2020-01-24 14:56:28	2		0	21	0	13	0.375	
* 51	2020-01-24 14:59:15	1		1.14111	77	-2.38355	12.3	0.136	
* 52	2020-01-24 15:00:40	2		0.562476	77	-0.292923	12.1	0.138	
* 53	2020-01-24 15:03:36	1		1.93695	11	-0.170657	11.9	0.021	
* 54	2020-01-24 15:05:02	2		0.908211	11	-0.0981593	11.74	0.0278	
* 55	2020-01-24 15:07:10	1		1.4939	28	-0.906826	11.5	0.032	
* 56	2020-01-24 15:08:35	2		1.16027	28	-0.37764	11.5	0.03	
* 57	2020-01-24 15:10:49	1		1.39529	80	-1.7955	11.3	0	
* 58	2020-01-24 15:12:15	2		0.747621	80	-1.00395	11.1	0.008	
* 59	2020-01-24 15:15:33	1		4.93564	23	-1.07933	11.1	0.013	
* 60	2020-01-24 15:16:59	2		0.939405	23	-0.195297	11.1	0.012	
* 61	2020-01-24 15:20:31	1		1.23814	25	-0.359503	11	0	
* 62	2020-01-24 15:21:57	2		0.892864	25	-0.24719	11	0	
* 63	2020-01-24 15:24:20	1		1.07442	79	0.186518	11.1	0.014	
* 64	2020-01-24 15:25:46	2		0.522207	79	-0.245074	11.1	0.025	
* 65	2020-01-24 15:27:48	1		1.45033	9	-0.105139	10.8	0	
* 66	2020-01-24 15:29:13	2		1.00573	9	-0.0948951	10.8	0.036	
* 67	2020-01-24 15:31:47	1		2.22803	78	-0.0208608	10.8	0.04	
* 68	2020-01-24 15:33:12	2		1.23507	78	-0.129443	11	0.06	
* 69	2020-01-24 15:35:09	1		0.584746	12	-0.163253	11	0.022	
* 70	2020-01-24 15:36:34	2		1.32375	12	-0.0987371	11	0.022	
* 71	2020-01-24 15:38:46	1		1.15445	26	-0.0496481	10.8	0	
* 72	2020-01-24 15:40:12	2		0.992899	26	-0.191223	11.1	0.012	
* 73	2020-01-24 15:42:29	1		0	10	0	11	0.223	
* 74	2020-01-24 15:43:54	2		0.645134	10	-0.112856	11	0.195	
* 75	2020-01-24 15:45:47	1		1.30288	24	-0.189298	11	0	
* 76	2020-01-24 15:47:12	2		1.13606	24	-0.273546	11	0	
* 77	2020-01-24 15:49:16	1		1.17656	22	-0.0380937	11	0.014	
* 78	2020-01-24 15:50:41	2		0.713114	22	-0.40161	10.8	0.016	
* 79	2020-01-24 15:52:50	1		1.06697	27	-0.0233097	10.7	0	
* 80	2020-01-24 15:54:16	2		0.853638	27	-0.113409	10.7	0.021	
* 81	2020-01-24 15:57:08	1		1.59709	119	-2.97078	10.6	0	
