Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	soilp_t_IV	soilp_m_IV	
* 77	2020-04-03 13:07:32	1		2.32772	31	-0.552947	16.7	0.280818	
* 78	2020-04-03 13:08:57	2		2.74803	31	-0.650132	16.7	0.194	
* 79	2020-04-03 13:10:54	1		1.88881	3	-0.32871	17	0.288	
* 80	2020-04-03 13:12:19	2		3.99807	3	-0.819552	17	0.293	
* 81	2020-04-03 13:14:21	1		1.67064	70	-0.00144129	17.2	0.297	
* 82	2020-04-03 13:15:46	2		2.91657	70	-0.0289056	17.3	0.459	
* 83	2020-04-03 13:17:48	1		1.95452	49	0.101131	17.5	0.558	
* 84	2020-04-03 13:19:14	2		1.92691	49	0.0997579	17.9	0.564	
* 85	2020-04-03 13:21:14	1		1.24774	18	-0.016377	18	0.112	
* 86	2020-04-03 13:22:40	2		3.3316	18	-0.119062	17.9	0.484	
* 87	2020-04-03 13:24:41	1		0.802469	32	0.0390222	17.7	0.556	
* 88	2020-04-03 13:26:06	2		0.64817	32	-0.0125768	17.7	0.556	
* 89	2020-04-03 13:28:27	1		0.970879	62	-0.099865	17.5545	0.560545	
* 90	2020-04-03 13:29:53	2		1.34409	62	-0.0852863	17.3	0.544	
* 91	2020-04-03 13:32:14	1		2.53852	69	-0.0240922	17.2	0.542	
* 92	2020-04-03 13:33:40	2		2.14122	69	-0.161539	17.2	0.542	
* 93	2020-04-03 13:35:43	1		4.61901	1	2.57245	17.2	0.633	
* 94	2020-04-03 13:37:09	2		3.82173	1	2.14253	16.8	0.633	
* 95	2020-04-03 13:39:11	1		2.39864	71	0.142299	16.5	0.123	
* 96	2020-04-03 13:40:36	2		2.69901	71	0.0389722	16.7	0.523	
* 97	2020-04-03 13:42:46	1		1.19122	63	-0.0177821	17	0.435	
* 98	2020-04-03 13:44:11	2		0.874953	63	-0.0290795	17	0.439	
* 99	2020-04-03 13:46:02	1		1.50391	17	0.0922672	17.2	0.117	
* 100	2020-04-03 13:47:28	2		1.0936	17	-0.0149522	17.16	0.4188	
* 101	2020-04-03 13:49:39	1		1.76947	30	-0.140796	17.3	0.444	
* 102	2020-04-03 13:51:04	2		1.84541	30	-0.282447	17.5	0.45	
* 103	2020-04-03 13:53:00	1		1.14658	2	-0.140986	17.9	0.53	
* 104	2020-04-03 13:54:25	2		0.969316	2	-0.0713941	17.9	0.531	
* 105	2020-04-03 13:56:35	1		1.28179	64	-0.0168141	17.9	0.331	
* 106	2020-04-03 13:58:00	2		1.56629	64	-0.0975361	18	0.333	
* 107	2020-04-03 13:59:56	1		0.648792	72	0.0123457	18	0.557	
* 108	2020-04-03 14:01:22	2		0.912694	72	-0.0356995	18.2	0.557	
* 109	2020-04-03 14:03:16	1		1.00157	19	-0.0346433	18.2	0.55	
* 110	2020-04-03 14:04:42	2		1.02454	19	-0.115499	18.4	0.512	
* 111	2020-04-03 14:06:41	1		1.57308	4	-0.0355558	18.2	0.481	
* 112	2020-04-03 14:08:07	2		1.29143	4	-0.0755711	18.2	0.484	
* 113	2020-04-03 14:10:01	1		1.69554	50	-0.128515	18	0.529	
* 114	2020-04-03 14:11:25	2		1.02354	50	-0.126135	17.1591	0.532	
* 115	2020-04-03 14:13:27	1		0.96744	29	-0.287873	15.64	0.5464	
* 116	2020-04-03 14:14:52	2		0.894601	29	-0.042705	16.7	0.503	
* 117	2020-04-03 14:16:55	1		1.67414	52	-0.0950998	17.3	0.577	
* 118	2020-04-03 14:18:20	2		1.4383	52	-0.11956	17.3	0.577	
