Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	soilp_t_IV	soilp_m_IV	
* 1	2020-04-03 10:36:00	1		1.38784	56	-0.954689	18	0.244	
* 2	2020-04-03 10:37:25	2		0	56	0	17.8	0.2446	
* 3	2020-04-03 10:40:50	1		0	106	0	16.2	0.37	
* 4	2020-04-03 10:42:15	2		1.24399	106	-0.344909	16	0.369	
* 5	2020-04-03 10:44:16	1		1.35966	44	-0.610242	15.4	0	
* 6	2020-04-03 10:45:41	2		1.78723	44	-0.88636	14.9	0.281	
* 7	2020-04-03 10:48:01	1		1.44761	57	-0.252294	14.6	0.267	
* 8	2020-04-03 10:49:26	2		3.79361	57	-0.53331	14.4273	0.271	
* 9	2020-04-03 10:51:39	1		1.18681	88	-0.324952	14.3	0.358	
* 10	2020-04-03 10:53:04	2		0.947132	88	-0.285256	14.1	0.36	
* 11	2020-04-03 10:55:25	1		1.74863	43	-0.804732	14.04	-0.042	
* 12	2020-04-03 10:56:50	2		1.57534	43	-0.786129	14	0.212	
* 13	2020-04-03 10:58:49	1		0.855288	105	-0.294294	13.8	0.302	
* 14	2020-04-03 11:00:14	2		0.791334	105	-0.323171	13.8	0.302	
* 15	2020-04-03 11:02:08	1		1.55833	55	-0.489399	13.7	0	
* 16	2020-04-03 11:03:33	2		0	55	0	13.7	0.3242	
* 17	2020-04-03 11:05:48	1		0.797859	86	-0.345974	14	0.35	
* 18	2020-04-03 11:07:14	2		1.03905	86	-0.346319	13.8	0.353	
* 19	2020-04-03 11:12:35	1		5.75103	54	-2.68433	14.3	0.109	
* 20	2020-04-03 11:14:01	2		2.62787	54	-1.70924	14.4	0.123	
* 21	2020-04-03 11:15:47	1		0.738462	108	-0.179912	14.7	0.288	
* 22	2020-04-03 11:17:13	2		0	108	0	14.7	0.281	
* 23	2020-04-03 11:19:14	1		3.05731	53	-0.728664	14.9	0	
* 24	2020-04-03 11:20:39	2		2.32628	53	-0.54073	15	0.291	
* 25	2020-04-03 11:22:52	1		1.71197	42	-0.538759	15.4	0.287	
* 26	2020-04-03 11:24:17	2		2.22202	42	-0.73036	15.4	0.288	
* 27	2020-04-03 11:26:44	1		1.88445	41	-0.588969	15.5	0.306	
* 28	2020-04-03 11:28:09	2		1.71021	41	-0.623643	15.5	0.308	
* 29	2020-04-03 11:29:59	1		0	87	0	15.5	0.34	
* 30	2020-04-03 11:31:25	2		1.21785	87	-0.465834	15.4	0.3536	
* 31	2020-04-03 11:33:44	1		1.67627	59	-0.479268	15.4	0.313	
* 32	2020-04-03 11:35:09	2		1.17497	59	-0.306059	15.2	0.314	
* 33	2020-04-03 11:37:04	1		0.940556	107	-0.13099	15	0.34	
* 34	2020-04-03 11:38:29	2		0	107	0	15.2	0.346333	
* 35	2020-04-03 11:40:32	1		1.11339	60	-0.448442	15.4409	0.331818	
* 36	2020-04-03 11:41:58	2		0	60	0	15.7	0.313	
* 37	2020-04-03 11:44:09	1		1.25048	85	-0.527159	16	0.036	
* 38	2020-04-03 11:45:35	2		1.70902	85	-0.662541	16	0.34	
* 39	2020-04-03 11:50:41	1		1.41679	68	-0.492983	15.8	0.302	
* 40	2020-04-03 11:52:06	2		1.7882	68	-0.539725	15.8	0.305	
* 41	2020-04-03 11:54:10	1		1.49349	84	-0.596925	15.8	0.063	
* 42	2020-04-03 11:55:36	2		0	84	0	15.8	0.393	
* 43	2020-04-03 11:57:32	1		1.38215	103	-0.468091	15.7	0.3885	
* 44	2020-04-03 11:58:58	2		1.52936	103	-0.529271	15.7	0.387	
* 45	2020-04-03 12:01:11	1		2.302	40	-0.82857	15.7	0.07	
* 46	2020-04-03 12:02:36	2		2.4023	40	-0.807505	15.8	0.358	
* 47	2020-04-03 12:04:41	1		0.982044	45	-0.214957	16.2	0.44	
* 48	2020-04-03 12:06:06	2		1.17411	45	-0.292544	16.2	0.441	
* 49	2020-04-03 12:08:21	1		1.73809	67	-0.559154	16	0.293	
* 50	2020-04-03 12:09:46	2		2.03057	67	-0.722447	15.8	0.273	
* 51	2020-04-03 12:11:41	1		0.766716	65	-0.0898487	15.7	0.416	
* 52	2020-04-03 12:13:06	2		1.19243	65	-0.243133	15.7	0.418	
* 53	2020-04-03 12:17:28	1		1.40743	46	-0.506905	15.72	0.422	
* 54	2020-04-03 12:18:54	2		1.28942	46	-0.509342	16	0.411	
* 55	2020-04-03 12:20:44	1		1.29716	81	-0.41218	15.7	0.305	
* 56	2020-04-03 12:22:09	2		2.10927	81	-0.608106	15.7	0.308	
* 57	2020-04-03 12:24:12	1		0.980727	47	-0.274087	15.7	0.311	
* 58	2020-04-03 12:25:37	2		0.843472	47	-0.108423	15.8	0.367	
* 59	2020-04-03 12:27:34	1		1.54389	38	-0.625226	15.7	0.372	
* 60	2020-04-03 12:29:00	2		0	38	0	15.8	0.374	
* 61	2020-04-03 12:31:00	1		0.718278	83	-0.109899	16	0.391	
* 62	2020-04-03 12:32:24	2		0.827612	83	-0.130622	16.1591	0.396591	
* 63	2020-04-03 12:34:24	1		0.900584	48	-0.14079	16.7	0.4	
* 64	2020-04-03 12:35:49	2		1.44001	48	-0.207205	16.8	0.338	
* 65	2020-04-03 12:37:53	1		0.868326	66	-0.2056	16.7	0.009	
* 66	2020-04-03 12:39:19	2		3.81099	66	-1.05047	16.7	0.012	
* 67	2020-04-03 12:41:24	1		1.77648	82	-0.744992	17	0.012	
* 68	2020-04-03 12:42:50	2		2.5195	82	-0.901819	17	0.346	
* 69	2020-04-03 12:44:48	1		1.8052	37	-0.765829	17	0.27	
* 70	2020-04-03 12:46:13	2		1.86153	37	-0.787712	17	0.274	
* 71	2020-04-03 12:48:26	1		1.92588	39	-0.396513	16.9333	-0.00199999	
* 72	2020-04-03 12:49:51	2		2.78499	39	-0.541735	17.2	0.407	
* 73	2020-04-03 12:59:28	1		0.733245	51	-0.0652095	17	-0.0972273	
* 74	2020-04-03 13:00:54	2		0.636401	51	-0.194864	16.8	0.498	
* 75	2020-04-03 13:03:00	1		1.43307	61	-0.496953	16.7	0.323	
* 76	2020-04-03 13:04:26	2		2.03824	61	-0.67146	16.7	0.332636	
