Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	soilp_t_IV	soilp_m_IV	
* 70	2020-03-26 10:34:08	2		1.42339	77	-0.218847	13.3	0	
* 71	2020-03-26 10:36:05	1		2.49517	11	-0.0943195	13.1	0	
* 72	2020-03-26 10:37:31	2		2.23702	11	-0.627537	13.3	0	
* 73	2020-03-26 10:39:28	1		3.36643	23	-0.811281	13.3	0	
* 74	2020-03-26 10:40:53	2		1.84999	23	-0.203384	13.0409	0	
* 75	2020-03-26 10:43:04	1		1.51197	80	-0.9451	12.4	0	
* 76	2020-03-26 10:44:29	2		0	80	0	12.4	0	
* 77	2020-03-26 10:46:36	1		2.52288	28	-0.416947	12.4	0	
* 78	2020-03-26 10:48:02	2		1.88252	28	-0.319193	12.4	0	
* 79	2020-03-26 10:49:52	1		1.61249	21	-0.340294	12.4	0	
* 80	2020-03-26 10:51:17	2		1.22046	21	-0.321459	12.3	0	
* 81	2020-03-26 10:53:33	1		1.65268	119	-0.745644	12.3	0	
* 82	2020-03-26 10:54:58	2		1.71065	119	-1.00638	12.3727	0	
* 83	2020-03-26 10:56:54	1		1.51536	118	-0.478139	12.68	0	
* 84	2020-03-26 10:58:19	2		1.78385	118	-0.592039	12.8	0	
* 85	2020-03-26 11:00:21	1		3.0744	117	-0.927454	12.8	0	
* 86	2020-03-26 11:01:47	2		2.17944	117	-0.808367	13.1	0	
* 87	2020-03-26 11:03:33	1		1.01043	120	-0.5447	13.3	0	
* 88	2020-03-26 11:04:58	2		1.65871	120	-0.787292	13.2667	0	
* 89	2020-03-26 11:07:08	1		2.64964	123	-1.8156	13.4	0	
* 90	2020-03-26 11:08:34	2		2.14743	123	-1.5307	13.5	0	
* 91	2020-03-26 11:10:33	1		2.63053	122	-1.7427	13.7	0	
* 92	2020-03-26 11:11:59	2		1.7266	122	-1.58846	13.74	0	
* 93	2020-03-26 11:13:52	1		1.17256	124	-0.627819	13.4	0	
* 94	2020-03-26 11:15:18	2		1.94233	124	-0.980148	13.4	0	
* 95	2020-03-26 11:17:25	1		1.93742	121	-0.837471	13.3	0	
* 96	2020-03-26 11:18:50	2		2.60084	121	-0.868429	13.5	0	
