Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2020-04-03 10:36:00	56	9-5	0.013	0.244	18	1.38784	-0.954689	
2020-04-03 10:37:25	56	9-5	0.0128	0.2446	17.8	2.16255	-1.2844	
2020-04-03 10:40:50	106	9-5	0.031	0.37	16.2	1.09171	-0.226157	
2020-04-03 10:42:15	106	9-5	0.033	0.369	16	1.24399	-0.344909	
2020-04-03 10:44:16	44	9-6	0	0	15.4	1.35966	-0.610242	
2020-04-03 10:45:41	44	9-6	0.013	0.281	14.9	1.78723	-0.88636	
2020-04-03 10:48:01	57	9-6	0.013	0.267	14.6	1.44761	-0.252294	
2020-04-03 10:49:26	57	9-6	0.0127273	0.271	14.4273	3.79361	-0.53331	
2020-04-03 10:51:39	88	9-5	0.023	0.358	14.3	1.18681	-0.324952	
2020-04-03 10:53:04	88	9-5	0.024	0.36	14.1	0.947132	-0.285256	
2020-04-03 10:55:25	43	9-8	-0.0016	-0.042	14.04	1.74863	-0.804732	
2020-04-03 10:56:50	43	9-8	0.008	0.212	14	1.57534	-0.786129	
2020-04-03 10:58:49	105	9-7	0.015	0.302	13.8	0.855288	-0.294294	
2020-04-03 11:00:14	105	9-7	0.016	0.302	13.8	0.791334	-0.323171	
2020-04-03 11:02:08	55	9-7	0	0	13.7	1.55833	-0.489399	
2020-04-03 11:03:33	55	9-7	0.018	0.3242	13.7	1.91202	-0.645392	
2020-04-03 11:05:48	86	9-5	0.025	0.35	14	0.797859	-0.345974	
2020-04-03 11:07:14	86	9-5	0.025	0.353	13.8	1.03905	-0.346319	
2020-04-03 11:12:35	54	9-5	0.003	0.109	14.3	5.75103	-2.68433	
2020-04-03 11:14:01	54	9-5	0.003	0.123	14.4	2.62787	-1.70924	
2020-04-03 11:15:47	108	9-5	0.018	0.288	14.7	0.738462	-0.179912	
2020-04-03 11:17:13	108	9-5	0.021	0.281	14.7	0.73207	-0.178575	
2020-04-03 11:19:14	53	9-6	0	0	14.9	3.05731	-0.728664	
2020-04-03 11:20:39	53	9-6	0.017	0.291	15	2.32628	-0.54073	
2020-04-03 11:22:52	42	9-8	0.011	0.287	15.4	1.71197	-0.538759	
2020-04-03 11:24:17	42	9-8	0.012	0.288	15.4	2.22202	-0.73036	
2020-04-03 11:26:44	41	9-7	0.011	0.306	15.5	1.88445	-0.588969	
2020-04-03 11:28:09	41	9-7	0.01	0.308	15.5	1.71021	-0.623643	
2020-04-03 11:29:59	87	9-5	0.017	0.34	15.5	1.00924	-0.379714	
2020-04-03 11:31:25	87	9-5	0.0168	0.3536	15.4	1.21785	-0.465834	
2020-04-03 11:33:44	59	9-7	0.015	0.313	15.4	1.67627	-0.479268	
2020-04-03 11:35:09	59	9-7	0.015	0.314	15.2	1.17497	-0.306059	
2020-04-03 11:37:04	107	9-9	0.019	0.34	15	0.940556	-0.13099	
2020-04-03 11:38:29	107	9-9	0.0193333	0.346333	15.2	1.16911	-0.295926	
2020-04-03 11:40:32	60	9-9	0.0169545	0.331818	15.4409	1.11339	-0.448442	
2020-04-03 11:41:58	60	9-9	0.013	0.313	15.7	1.40327	-0.732241	
2020-04-03 11:44:09	85	9-9	0.002	0.036	16	1.25048	-0.527159	
2020-04-03 11:45:35	85	9-9	0.015	0.34	16	1.70902	-0.662541	
2020-04-03 11:50:41	68	9-9	0.019	0.302	15.8	1.41679	-0.492983	
2020-04-03 11:52:06	68	9-9	0.018	0.305	15.8	1.7882	-0.539725	
2020-04-03 11:54:10	84	10	0.002	0.063	15.8	1.49349	-0.596925	
2020-04-03 11:55:36	84	10	0.028	0.393	15.8	1.90971	-0.850517	
2020-04-03 11:57:32	103	10	0.029	0.3885	15.7	1.38215	-0.468091	
2020-04-03 11:58:58	103	10	0.028	0.387	15.7	1.52936	-0.529271	
2020-04-03 12:01:11	40	10	0.003	0.07	15.7	2.302	-0.82857	
2020-04-03 12:02:36	40	10	0.016	0.358	15.8	2.4023	-0.807505	
