Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	soilp_t_IV	soilp_m_IV	
* 51	2019-11-06 11:46:58	1		4.20348	31	-1.09814	13.1	0.018	
* 52	2019-11-06 11:48:24	2		3.27049	31	-1.07945	13.1	0.057	
* 53	2019-11-06 11:51:01	1		5.43477	3	-1.44063	13.1	-0.003	
* 54	2019-11-06 11:52:28	2		3.09967	3	-1.1995	13.1	0.025	
* 55	2019-11-06 11:54:46	1		3.97641	18	-0.248192	13.3	0	
* 56	2019-11-06 11:56:12	2		3.14728	18	-0.229511	13.4	0.042	
* 57	2019-11-06 11:58:52	1		6.36881	20	-1.39873	13.5	0.012	
* 58	2019-11-06 12:00:17	2		0	20	0	13.7	0.02	
* 59	2019-11-06 13:11:18	1			101		13.4	0	
* 60	2019-11-06 13:12:43	2			101		13.4	0.0260455	
* 61	2019-11-06 13:17:12	1			39		13.1	0	
* 62	2019-11-06 13:18:38	2			39		13.1	0.142955	
* 63	2019-11-06 13:22:18	1		5.45504	81	-2.33154	13	0.19	
* 64	2019-11-06 13:23:44	2		3.04819	81	-1.79299	13.1	0.187	
* 65	2019-11-06 13:26:13	1		4.13034	46	-2.45399	13.1	0.049	
* 66	2019-11-06 13:27:39	2		3.0174	46	-2.17424	13.1	0.0735272	
* 67	2019-11-06 13:30:29	1		6.70781	67	-3.30263	13.1	0.044	
* 68	2019-11-06 13:31:56	2		2.82853	67	-0.984554	13.1	0.043	
* 69	2019-11-06 13:34:52	1		4.76086	45	-2.07501	13.1	0.033	
* 70	2019-11-06 13:36:18	2		3.63438	45	-1.81715	13.1	0.041	
* 71	2019-11-06 13:39:01	1		3.44042	103	-1.57685	13.1	0.047	
* 72	2019-11-06 13:40:27	2		2.8726	103	-1.51731	13.1	0.048	
* 73	2019-11-06 13:42:34	1		2.86218	40	-1.41567	13.1	0.043	
* 74	2019-11-06 13:44:00	2		2.18336	40	-1.2077	13.1	0.013	
* 75	2019-11-06 13:46:19	1		3.10036	84	-1.95616	13	0.049	
* 76	2019-11-06 13:47:45	2		2.34779	84	-1.86673	13	0.0516364	
* 77	2019-11-06 13:49:54	1		3.17147	68	-1.5726	12.8	0.035	
* 78	2019-11-06 13:51:19	2		2.57927	68	-1.37265	12.8	0.033	
* 79	2019-11-06 13:54:37	1		4.88101	102	-2.27291	12.7	0	
* 80	2019-11-06 13:56:04	2		2.68682	102	-1.80818	12.6	0.022	
* 81	2019-11-06 13:58:46	1		4.59537	65	-1.78566	12.7	0.0301818	
* 82	2019-11-06 14:00:12	2		3.11398	65	-1.43749	12.8	0.032	
* 83	2019-11-06 14:02:51	1		4.52867	47	-1.96653	13	0.017	
* 84	2019-11-06 14:04:16	2		2.78926	47	-1.5398	13	0.025	
* 85	2019-11-06 14:06:48	1		6.01915	38	-2.03187	13	0.017	
* 86	2019-11-06 14:08:14	2		4.11525	38	-1.66805	13.1	0.024	
* 87	2019-11-06 14:10:21	1		6.90982	83	-2.70084	13.1	0.027	
* 88	2019-11-06 14:11:47	2		3.62784	83	-2.01029	13.3	0.0267173	
* 89	2019-11-06 14:14:08	1		3.02606	48	-1.6929	13.4	0.034	
* 90	2019-11-06 14:15:34	2		2.37766	48	-1.53837	13.4	0.03	
* 91	2019-11-06 14:18:11	1		2.71538	104	-1.72189	13.3	0.022	
* 92	2019-11-06 14:19:37	2		2.2538	104	-1.41211	13.5	0.029	
* 93	2019-11-06 14:22:48	1		4.53558	82	-2.34165	13.5	0.028	
* 94	2019-11-06 14:24:14	2		3.14178	82	-2.03058	13.5	0.033	
* 95	2019-11-06 14:27:06	1		3.65164	66	-1.51819	13.5	0.039	
* 96	2019-11-06 14:28:32	2		2.76929	66	-1.24386	13.5	0.037	
* 97	2019-11-06 14:30:58	1		4.8099	37	-2.26815	13.5	0.105	
* 98	2019-11-06 14:32:24	2		4.04047	37	-1.86247	13.5	0.006	
* 99	2019-11-06 14:36:47	1		3.07976	56	-2.56937	13.3	0.0204545	
* 100	2019-11-06 14:38:13	2		2.88695	56	-2.27261	13.3	0.028	
* 101	2019-11-06 14:40:33	1		3.93365	44	-1.51362	13.1	0	
* 102	2019-11-06 14:41:59	2		2.66749	44	-1.32472	13.1	0.029	
* 103	2019-11-06 14:44:12	1		2.39549	106	-1.17393	13.1	0.018	
* 104	2019-11-06 14:45:37	2		2.63807	106	-1.12495	13.1	0.018	
* 105	2019-11-06 14:48:06	1		4.79784	88	-1.26269	13	0.031	
* 106	2019-11-06 14:49:32	2		4.68606	88	-1.19089	13	0.032	
* 107	2019-11-06 14:51:38	1		13.7566	57	-3.90549	13	0.0360909	
* 108	2019-11-06 14:53:04	2		6.95086	57	-1.29746	13	0.027	
* 109	2019-11-06 14:55:33	1		5.44456	86	-1.52288	13	0	
* 110	2019-11-06 14:56:59	2		0	86	0	13	0.032	
* 111	2019-11-06 14:59:53	1		3.7275	55	-1.49859	12.8	0.031	
* 112	2019-11-06 15:01:18	2		2.57874	55	-1.12284	12.8	0.034	
* 113	2019-11-06 15:04:20	1		2.71581	105	-1.71153	12.8	0	
* 114	2019-11-06 15:05:46	2		2.58735	105	-1.58943	12.8	0.0232273	
* 115	2019-11-06 15:07:52	1		5.87398	43	-2.03601	12.8	0.034	
* 116	2019-11-06 15:09:18	2		2.5114	43	-1.55557	12.8	0.031	
* 117	2019-11-06 15:11:29	1		6.08791	58	-1.52484	12.8	0	
* 118	2019-11-06 15:12:55	2		2.57908	58	-1.22088	12.8	0.018	
* 119	2019-11-06 15:15:02	1		2.85781	85	-2.24753	12.8	0.006	
* 120	2019-11-06 15:16:27	2		2.8137	85	-1.88152	12.8	0.006	
* 121	2019-11-06 15:18:42	1		4.129	60	-1.89594	12.8	-0.00454545	
* 122	2019-11-06 15:20:09	2		3.34793	60	-1.7408	12.8	0.023	
* 123	2019-11-06 15:22:18	1		2.21105	107	-0.802555	12.8	0	
* 124	2019-11-06 15:23:44	2		1.79026	107	-0.784697	12.8	0.03	
* 125	2019-11-06 15:26:07	1		6.96121	41	-2.5168	12.7	0.016	
* 126	2019-11-06 15:27:33	2		3.52067	41	-1.72247	12.7	0.016	
* 127	2019-11-06 15:29:57	1		4.35505	87	-1.80988	12.6	0.026	
* 128	2019-11-06 15:31:22	2		2.53494	87	-1.5977	12.6	0.032	
* 129	2019-11-06 15:35:46	1		8.50426	59	-4.65974	12.6	0.0236667	
* 130	2019-11-06 15:37:10	2		2.38901	59	-1.38727	12.6	0.031	
* 131	2019-11-06 15:39:20	1		4.63951	42	-2.16923	12.4	0	
* 132	2019-11-06 15:41:05	1		3.22581	42new	-1.93583	12.4	0.009	
* 133	2019-11-06 15:42:31	2		3.1843	42new	-2.02462	12.4	0.006	
* 134	2019-11-06 15:45:08	1		7.06295	53	-1.67062	12.4	0.083	
* 135	2019-11-06 15:46:34	2		2.4745	53	-1.06253	12.4	0.073	
* 136	2019-11-06 15:48:58	1		3.97719	108	-1.66683	12.4	0.023	
* 137	2019-11-06 15:50:23	2		2.19791	108	-1.25273	12.4	0.024	
* 138	2019-11-06 15:54:23	1		2.91572	54new	-2.4175	12.4	0	
* 139	2019-11-06 15:55:49	2		2.27767	54new	-2.22709	12.4	0.027	
