Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	soilp_t_IV	soilp_m_IV	
* 38	2020-05-20 10:36:20	2		3.41402	24	-0.154331	13.3	0.448	
* 39	2020-05-20 10:38:14	1		0	26	0	13.3	0.482	
* 40	2020-05-20 10:39:40	2		2.62075	26	-0.1987	13.1	0.485	
* 41	2020-05-20 10:41:43	1		2.9889	12	28.6713	13.3	0.089	
* 42	2020-05-20 10:43:08	2		1.05095	12	1.26148	13.4	0.345	
* 43	2020-05-20 10:45:00	1		2.6703	78	0.112782	13.4	0.489	
* 44	2020-05-20 10:46:26	2		4.11608	78	0.0496797	13.5	0.487	
* 45	2020-05-20 10:51:09	1		3.56834	9	-0.725921	13.7	0.062	
* 46	2020-05-20 10:52:35	2		3.21892	9	-0.651009	13.8	0.093	
* 47	2020-05-20 10:54:17	1		2.70572	79	-0.613744	13.8	0.3	
* 48	2020-05-20 10:55:43	2		0	79	0	13.8	0.304	
* 49	2020-05-20 10:57:35	1		1.70176	25	-0.167156	13.7	0.069	
* 50	2020-05-20 10:59:02	2		1.81169	25	-0.185244	13.7	0.392	
* 51	2020-05-20 11:00:48	1		2.0718	77	-0.344001	13.7	0.4308	
* 52	2020-05-20 11:02:14	2		1.79937	77	-0.28847	13.7	0.304	
* 53	2020-05-20 11:04:05	1		3.34047	80	-1.12263	13.7	0.314	
* 54	2020-05-20 11:05:31	2		0	80	0	13.7	0.316	
* 55	2020-05-20 11:07:18	1		1.48193	28	-0.21147	13.7	0.384	
* 56	2020-05-20 11:08:45	2		1.29857	28	-0.173102	13.7	0.385	
* 57	2020-05-20 11:10:35	1		0	21	0	13.7	0.142	
* 58	2020-05-20 11:12:01	2		2.24931	21	-0.526166	13.7	0.483	
* 59	2020-05-20 11:13:55	1		2.94432	11	0.0441415	13.7	0.415	
* 60	2020-05-20 11:15:20	2		3.50634	11	0.175085	13.7	0.414	
* 61	2020-05-20 11:17:33	1		4.71624	119	-2.11752	13.7	0.055	
* 62	2020-05-20 11:18:59	2		3.23241	119	-1.96178	13.7	0.26	
* 63	2020-05-20 11:20:44	1		2.86265	117	-2.26879	13.5	0.26	
* 64	2020-05-20 11:22:09	2		3.12711	117	-2.28131	13.5	0.282	
* 65	2020-05-20 11:23:59	1		2.85121	120	-2.20827	13.7	0.324	
* 66	2020-05-20 11:25:25	2		2.67747	120	-1.99156	13.7	0.324	
* 67	2020-05-20 11:27:57	1		2.9618	118	-1.69164	13.7	0.303	
* 68	2020-05-20 11:29:23	2		2.90883	118	-1.64335	13.7	0.305	
* 69	2020-05-20 11:32:04	1		4.40583	121	-1.75515	13.7	0.256	
* 70	2020-05-20 11:33:31	2		0	121	0	13.7	0.255	
* 71	2020-05-20 11:35:29	1		2.75796	124	-2.14774	13.8	0.086	
* 72	2020-05-20 11:36:56	2		2.66217	124	-2.45509	13.8	0.315	
* 73	2020-05-20 11:38:46	1		3.72664	122	-3.19667	13.8	0.330227	
* 74	2020-05-20 11:40:12	2		2.77173	122	-2.79737	13.8	0.248	
* 75	2020-05-20 11:42:00	1		5.63718	123	-3.95384	13.8	0.294	
* 76	2020-05-20 11:43:26	2		4.35465	123	-2.4673	14	0.294	
