Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	soilp_t_IV	soilp_m_IV	
* 1	2020-05-20 09:21:44	1		6.81048	33	-1.14914	14.4	0.183	
* 2	2020-05-20 09:23:09	2		4.04513	33	-0.8421	14.4	0.183	
* 3	2020-05-20 09:26:52	1		2.93418	8	-0.359955	14.3	0.0345455	
* 4	2020-05-20 09:28:18	2		4.16686	8	-0.497793	14.3	0.19	
* 5	2020-05-20 09:30:30	1		3.43435	75	0.00679771	14.3	0.265	
* 6	2020-05-20 09:31:56	2		2.63211	75	0.0110408	14	0.392	
* 7	2020-05-20 09:33:52	1		0	34	0	13.9636	0.362545	
* 8	2020-05-20 09:35:18	2		3.37803	34	-0.505487	13.8	0.232	
* 9	2020-05-20 09:37:08	1		0.608768	15	-0.0102376	13.8	0.449	
* 10	2020-05-20 09:38:34	2		0.971118	15	0.0058778	13.8	0.449	
* 11	2020-05-20 09:40:35	1		1.49653	7	-0.328914	13.7	0.005	
* 12	2020-05-20 09:42:00	2		1.70798	7	-0.437624	13.7	0.438	
* 13	2020-05-20 09:43:50	1		7.82556	73	-0.362398	13.7	0.446455	
* 14	2020-05-20 09:45:16	2		5.6587	73	-0.325405	13.7	0.378	
* 15	2020-05-20 09:47:06	1		1.0786	35	-0.0747184	13.8	0.424	
* 16	2020-05-20 09:48:32	2		0	35	0	13.7	0.427	
* 17	2020-05-20 09:50:26	1		1.22881	14	-0.178829	13.7	0.006	
* 18	2020-05-20 09:51:53	2		1.4305	14	-0.229758	13.6467	0.169	
* 19	2020-05-20 09:53:42	1		1.33849	74	-0.22633	13.5	0.169	
* 20	2020-05-20 09:55:07	2		1.89988	74	-0.0787587	13.5	0.401	
* 21	2020-05-20 09:57:00	1		6.84518	16	24.4136	13.4	0.314	
* 22	2020-05-20 09:58:25	2		6.40116	16	22.2901	13.4	0.327	
* 23	2020-05-20 10:00:20	1		4.86633	36	-0.418184	13.3	0.345	
* 24	2020-05-20 10:01:46	2		3.50915	36	-0.350977	13.3455	0.350227	
* 25	2020-05-20 10:03:23	1		3.60177	76	-0.626866	13.1	0.005	
* 26	2020-05-20 10:04:49	2		2.77113	76	-0.60693	13.3	0.319545	
* 27	2020-05-20 10:06:35	1		6.8871	5	-1.30464	13.3	0.004	
* 28	2020-05-20 10:08:01	2		6.5843	5	-1.25816	13.3	0.288	
* 29	2020-05-20 10:10:02	1		1.61243	6	-0.474365	13.3	0.224	
* 30	2020-05-20 10:11:28	2		1.48267	6	-0.504787	13.3	0.226	
* 31	2020-05-20 10:24:09	1		19.0504	27	66.5265	13.5	0	
* 32	2020-05-20 10:25:35	2		2.7431	27	27.2205	13.4	0.65	
* 33	2020-05-20 10:27:50	1		1.17686	22	0.0535518	13.3	0.0117273	
* 34	2020-05-20 10:29:16	2		1.13754	22	-0.00745888	13.3	0.49	
* 35	2020-05-20 10:31:27	1		1.11272	10	-0.0937945	13.1	0.505	
* 36	2020-05-20 10:32:52	2		1.05169	10	-0.0750443	13.1	0.506	
* 37	2020-05-20 10:34:55	1		0	24	0	13.1	0.447	
