Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	soilp_t_IV	soilp_m_IV	
* 1	2019-11-21 12:02:36	1		2.2116	103	-1.30543	12.8	0.008	
* 2	2019-11-21 12:04:01	2		2.06292	103	-1.33915	12.6	0.008	
* 3	2019-11-21 12:06:13	1		1.75467	40	-1.74725	12.4	0.004	
* 4	2019-11-21 12:07:39	2		1.8364	40	-1.15503	12.3	0.006	
* 5	2019-11-21 12:09:46	1		5.35933	84	-2.35629	11.94	0.006	
* 6	2019-11-21 12:11:11	2		2.5148	84	-2.11554	11.7	0.012	
* 7	2019-11-21 12:13:36	1		2.32914	68	-1.55833	11.6	0	
* 8	2019-11-21 12:15:01	2		2.2697	68	-1.5141	11.3	0.003	
* 9	2019-11-21 12:17:44	1		1.9537	102	-1.58133	11.1	0	
* 10	2019-11-21 12:19:10	2		2.20995	102	-1.46088	11.1	0.009	
* 11	2019-11-21 12:21:15	1		2.4963	65	-1.09542	11	0.007	
* 12	2019-11-21 12:22:41	2		0	65	0	11	0.009	
* 13	2019-11-21 12:25:01	1		3.155	38	-1.60784	11	0.009	
* 14	2019-11-21 12:26:27	2		0	38	0	11	0.011	
* 15	2019-11-21 12:29:06	1		3.6685	47	-1.50596	10.8	0.011	
* 16	2019-11-21 12:30:32	2		2.12045	47	-1.40358	10.8	0.011	
* 17	2019-11-21 12:33:31	1		2.99466	83	-1.75839	10.8	0	
* 18	2019-11-21 12:34:56	2		2.11436	83	-1.51983	10.8	0.131	
* 19	2019-11-21 12:37:01	1		1.88829	48	-1.20874	11	0.009	
* 20	2019-11-21 12:38:26	2		1.95354	48	-1.18776	11.1	0.011	
* 21	2019-11-21 12:41:07	1		3.21724	104	-4.02237	11.1	0	
* 22	2019-11-21 12:42:33	2		2.69477	104	-1.67937	11.1	0	
* 23	2019-11-21 12:45:18	1		2.7798	66	-1.9769	11.2	0.001	
* 24	2019-11-21 12:46:43	2		2.67152	66	-1.47232	11.2	0.003	
* 25	2019-11-21 12:48:41	1		1.43136	82	-3.78296	11.2	0.003	
* 26	2019-11-21 12:50:06	2		2.05904	82	-1.49878	11.2	0.011	
* 27	2019-11-21 12:52:13	1		10.1364	37	-3.70959	11.2	0	
* 28	2019-11-21 12:53:39	2		5.1752	37	-2.71246	11.2	0	
* 29	2019-11-21 12:57:39	1		2.02471	56	-1.78207	11.1	0.013	
* 30	2019-11-21 12:59:04	2		1.82558	56	-1.90157	11.1	0.011	
* 31	2019-11-21 13:01:46	1		2.41567	106	-1.23528	11.1	-0.001	
* 32	2019-11-21 13:03:12	2		2.34901	106	-1.14754	11.1	0.007	
* 33	2019-11-21 13:05:13	1		2.93478	44	-1.63856	11.1	0	
* 34	2019-11-21 13:06:39	2		2.01863	44	-1.27906	11.1	0	
* 35	2019-11-21 13:08:55	1		1.80476	88	-0.835175	11.1	0.003	
* 36	2019-11-21 13:10:20	2		2.78757	88	-1.23416	11.1	0.003	
* 37	2019-11-21 13:12:32	1		4.94853	57	-2.20404	11.1	0	
* 38	2019-11-21 13:13:58	2		4.10472	57	-1.37302	11.1	0.011	
* 39	2019-11-21 13:16:29	1		2.10751	86	-1.11164	11	0	
* 40	2019-11-21 13:17:54	2		1.65803	86	-1.027	11.1	0.004	
* 41	2019-11-21 13:20:13	1		1.92263	55	-0.987604	11	0.006	
* 42	2019-11-21 13:21:38	2		1.82241	55	-1.00398	11	0.006	
* 43	2019-11-21 13:23:56	1		1.48677	105	-1.10229	11	0.004	
* 44	2019-11-21 13:25:22	2		1.51765	105	-1.15901	10.8	0.004	
* 45	2019-11-21 13:28:17	1		2.28352	43	-1.53842	10.8	0.006	
* 46	2019-11-21 13:29:42	2		1.90031	43	-1.37722	10.8	0.006	
* 47	2019-11-21 13:32:07	1		4.25519	58	-4.6235	11	0	
* 48	2019-11-21 13:33:33	2		2.67983	58	-1.12199	11	0	
* 49	2019-11-21 13:35:56	1		1.99168	85	-1.75381	11	0	
* 50	2019-11-21 13:37:22	2		2.18406	85	-1.75925	11	0	
* 51	2019-11-21 13:39:51	1		2.31377	60	-1.54363	11	9.75782e-19	
* 52	2019-11-21 13:41:17	2		2.45541	60	-1.73424	11	0.003	
* 53	2019-11-21 13:43:43	1		1.85886	107	-0.579288	11.1	0	
* 54	2019-11-21 13:45:09	2		1.64817	107	-0.7209	11.2	0.009	
* 55	2019-11-21 13:47:24	1		4.14512	41	-4.3182	11.1	0	
* 56	2019-11-21 13:48:50	2		3.10334	41	-1.84632	11.1	0	
* 57	2019-11-21 13:51:14	1		2.78789	59	-0.950047	11	0.005	
* 58	2019-11-21 13:52:39	2		2.04452	59	-0.806545	11.1	0.005	
* 59	2019-11-21 13:55:10	1		1.51844	87	-1.39751	11.1	0.006	
* 60	2019-11-21 13:56:35	2		1.4251	87	-1.24762	11.1	0.006	
* 61	2019-11-21 13:59:06	1		3.16491	42	-2.36456	11	0	
* 62	2019-11-21 14:00:32	2		2.64546	42	-2.18617	11.1	0	
* 63	2019-11-21 14:02:42	1		2.91679	53	-1.14402	11.1	0	
* 64	2019-11-21 14:04:08	2		1.94683	53	-0.888977	11	0.006	
* 65	2019-11-21 14:06:10	1		2.09548	108	-1.30044	11	0.01	
* 66	2019-11-21 14:07:35	2		1.71671	108	-1.30439	10.8	0.008	
* 67	2019-11-21 14:09:54	1		3.98022	54	-8.51924	10.8	0.0032	
* 68	2019-11-21 14:11:19	2		2.50893	54	-2.76856	10.7	0	
