Date_IV	File Name	Comments	soilp_c_IV	soilp_m_IV	soilp_t_IV	Exp_Flux	Exp_Flux[2]	
2020-03-26 08:17:31	116		0	0.013	12.6	1.35737	-1.09083	
2020-03-26 08:18:56	116		0	0.00954545	12.1091	1.38971	-0.946963	
2020-03-26 08:22:31	115		0	0.003	10.7	1.7086	-1.61038	
2020-03-26 08:23:56	115		0	0.00354545	10.3091	1.88154	-1.03503	
2020-03-26 08:26:32	113		0	0.003	9.3	5.53366	-1.31981	
2020-03-26 08:27:58	113		0	0.001	9.03333	2.68269	-3.19496	
2020-03-26 08:30:08	114		0	0.001	8.5	4.00698	-1.28975	
2020-03-26 08:31:34	114		0	0.001	8.3	1.52751	-2.78249	
2020-03-26 08:33:59	111		0	0	8.16	12.7987	-12.3094	
2020-03-26 08:35:24	111		0	0	7.6	3.14455	-8.33361	
2020-03-26 08:37:43	110		0	0	7.5	3.71322	-1.9381	
2020-03-26 08:39:09	110		0	0	7.5	3.17051	-1.4844	
2020-03-26 08:41:18	109		0	0	7.5	2.50535	-1.82967	
2020-03-26 08:42:44	109		0	0	7.6	2.22689	-1.64034	
2020-03-26 08:44:47	112		0	0	7.6	2.47938	-1.861	
2020-03-26 08:46:13	112		0	0	7.4	1.89766	-1.59893	
2020-03-26 08:49:11	6		0	0	7.5	2.08296	-0.681994	
2020-03-26 08:50:37	6		0	0	7.6	2.27457	-0.814099	
2020-03-26 08:53:15	5		0	0	7.7	2.2009	-0.664552	
2020-03-26 08:54:41	5		0	0	8	2.00013	-0.805429	
2020-03-26 08:56:55	36		0	0	8.1	6.11099	-0.181597	
2020-03-26 08:58:21	36		0	0	8	2.45493	0.0547147	
2020-03-26 09:00:54	76		0	0	8	4.60963	-0.712182	
2020-03-26 09:02:19	76		0	0	7.8	3.64339	-0.53455	
2020-03-26 09:04:44	16		0	0	7.8	1.89884	-0.250272	
2020-03-26 09:06:10	16		0	0	8.4	2.37552	-0.126427	
2020-03-26 09:08:17	74		0.026	0.158	8.6	1.85492	-0.244771	
2020-03-26 09:09:43	74		0.024	0.139	8.6	1.68453	-0.0678564	
2020-03-26 09:11:45	14		0	0	8.6	2.1156	-0.131735	
2020-03-26 09:13:10	14		0	0	8.6	2.42692	-0.537215	
2020-03-26 09:15:15	35		0	0	8.9	2.48965	-0.00250814	
2020-03-26 09:16:40	35		0	0	9.1	1.65149	0.00255089	
2020-03-26 09:18:35	13		0	0	9.5	2.32251	-0.189913	
2020-03-26 09:20:01	13		0	0	9.80667	2.02861	-0.22869	
2020-03-26 09:22:20	7		0	0	10.6	1.38864	-0.253124	
2020-03-26 09:23:45	7		0	0	10.6	1.36866	-0.17072	
2020-03-26 09:25:47	73		0	0	10.6	3.67379	-0.106292	
2020-03-26 09:27:13	73		0	0	10.7	2.92144	-0.68318	
2020-03-26 09:29:27	15		0	0	10.7	1.35458	-0.0462102	
2020-03-26 09:30:52	15		0	0	10.7	1.59231	-0.0038391	
2020-03-26 09:33:13	34		0	0	10.6	1.47074	-0.151635	
2020-03-26 09:34:38	34		0	0	10.6	1.36852	-0.174694	
2020-03-26 09:36:37	75		0	0	10.6	4.91847	2.38423	
2020-03-26 09:38:02	75		0	0	10.6	2.65874	0.0312521	
2020-03-26 09:40:15	8		0	0	10.8	5.94647	-0.420456	
2020-03-26 09:41:41	8		0	0	10.7	4.70392	-0.396838	
2020-03-26 09:43:58	33		0	0	10.6	8.64038	-0.93772	
2020-03-26 09:45:23	33		0	0	10.4	3.75318	-0.629786	
2020-03-26 09:59:00	27		0	0	10.6	2.8033	1.17035	
2020-03-26 10:00:26	27		0	0	10.7	1.48906	0.193528	
2020-03-26 10:02:36	22		0	0	10.8	2.94515	-0.191255	
